"drug","library","arm","drug_regulation","Term","Overlap","P.value","Adjusted.P.value","Combined.Score","Genes"
"diuron","DSigDB","DOWN","assoc","diuron CTD 00005864","3/143",0.0927582150567088,0.404823516090311,6.83172450070237,"SCEL;CYP3A4;PNLIPRP3"
"quinizarin","DSigDB","DOWN","assoc","Quinizarin CTD 00001664","1/13",0.0932573471587156,0.404823516090311,26.3218798092121,"UGT1A7"
"am-630","DSigDB","DOWN","assoc","AM-630 CTD 00003207","1/13",0.0932573471587156,0.404823516090311,26.3218798092121,"CYP3A4"
"cyhalothrin","DSigDB","DOWN","assoc","CYHALOTHRIN CTD 00001754","1/13",0.0932573471587156,0.404823516090311,26.3218798092121,"CYP3A4"
"terazosin","DSigDB","DOWN","assoc","terazosin CTD 00001883","1/13",0.0932573471587156,0.404823516090311,26.3218798092121,"CYP3A4"
"cccp","DSigDB","DOWN","assoc","cccp CTD 00005589","1/13",0.0932573471587156,0.404823516090311,26.3218798092121,"CYP3A4"
"roxithromycin","DSigDB","DOWN","assoc","roxithromycin CTD 00007073","1/13",0.0932573471587156,0.404823516090311,26.3218798092121,"CYP3A4"
"dmat","DSigDB","DOWN","assoc","DMAT CTD 00004349","1/13",0.0932573471587156,0.404823516090311,26.3218798092121,"CYP3A4"
"enilconazole","DSigDB","DOWN","assoc","Enilconazole CTD 00000896","1/13",0.0932573471587156,0.404823516090311,26.3218798092121,"CYP3A4"
"n,n-diethyl-3-methylbenzamide","DSigDB","DOWN","assoc","N,N-Diethyl-3-methylbenzamide CTD 00005758","1/13",0.0932573471587156,0.404823516090311,26.3218798092121,"CYP3A4"
"2,4,6-tribromophenol","DSigDB","DOWN","assoc","2,4,6-tribromophenol CTD 00000150","1/13",0.0932573471587156,0.404823516090311,26.3218798092121,"CYP3A4"
"midazolam","DSigDB","DOWN","assoc","midazolam CTD 00006334","1/13",0.0932573471587156,0.404823516090311,26.3218798092121,"CYP3A4"
"safrole","DSigDB","DOWN","assoc","safrole CTD 00006717","1/13",0.0932573471587156,0.404823516090311,26.3218798092121,"CYP3A4"
"thymol","DSigDB","DOWN","assoc","THYMOL CTD 00006890","1/13",0.0932573471587156,0.404823516090311,26.3218798092121,"UGT1A7"
"halothane","DSigDB","DOWN","assoc","halothane CTD 00006072","1/13",0.0932573471587156,0.404823516090311,26.3218798092121,"CYP3A4"
"ginkgolide","DSigDB","DOWN","assoc","Ginkgolide B CTD 00002038","1/13",0.0932573471587156,0.404823516090311,26.3218798092121,"CYP3A4"
"didanosine","DSigDB","DOWN","assoc","didanosine CTD 00007105","1/13",0.0932573471587156,0.404823516090311,26.3218798092121,"CYP3A4"
"puromycin","DSigDB","DOWN","assoc","Puromycin aminonucleoside CTD 00006653","1/13",0.0932573471587156,0.404823516090311,26.3218798092121,"APOA1"
"fenofibrate","DSigDB","DOWN","assoc","fenofibrate TTD 00008002","1/13",0.0932573471587156,0.404823516090311,26.3218798092121,"CYP3A4"
"dexbudesonide","DSigDB","DOWN","assoc","Dexbudesonide TTD 00007528","1/13",0.0932573471587156,0.404823516090311,26.3218798092121,"CYP3A4"
"pulmicort","DSigDB","DOWN","assoc","Pulmicort Nebuamp TTD 00010388","1/13",0.0932573471587156,0.404823516090311,26.3218798092121,"CYP3A4"
"danazol","DSigDB","DOWN","assoc","danazol TTD 00007428","1/13",0.0932573471587156,0.404823516090311,26.3218798092121,"CYP3A4"
"flutamide","DSigDB","DOWN","assoc","flutamide TTD 00008081","1/13",0.0932573471587156,0.404823516090311,26.3218798092121,"CYP3A4"
"4-hexylresorcinol","DSigDB","DOWN","assoc","4-Hexylresorcinol TTD 00000977","1/13",0.0932573471587156,0.404823516090311,26.3218798092121,"CYP3A4"
"pd","DSigDB","DOWN","assoc","PD 169316 TTD 00010067","1/13",0.0932573471587156,0.404823516090311,26.3218798092121,"CYP3A4"
"cisapride","DSigDB","DOWN","assoc","cisapride TTD 00007210","1/13",0.0932573471587156,0.404823516090311,26.3218798092121,"CYP3A4"
"rutin","DSigDB","DOWN","assoc","RUTIN TTD 00010730","1/13",0.0932573471587156,0.404823516090311,26.3218798092121,"ALPI"
"oxiconazole","DSigDB","DOWN","assoc","oxiconazole TTD 00009973","1/13",0.0932573471587156,0.404823516090311,26.3218798092121,"CYP3A4"
"quinidine","DSigDB","DOWN","assoc","quinidine TTD 00010458","1/13",0.0932573471587156,0.404823516090311,26.3218798092121,"CYP3A4"
"urea","DSigDB","DOWN","assoc","urea CTD 00006965","1/13",0.0932573471587156,0.404823516090311,26.3218798092121,"AQP10"
"170449-18-0","DSigDB","DOWN","assoc","170449-18-0 CTD 00003361","2/70",0.0970555320894668,0.404823516090311,9.16950724987013,"KRT1;IVL"
"sphingosine","DSigDB","DOWN","assoc","sphingosine BOSS","2/71",0.0993962980538967,0.404823516090311,8.94383390698741,"ASAH2;ENPP7"
"clozapine","DSigDB","DOWN","assoc","clozapine BOSS","2/71",0.0993962980538967,0.404823516090311,8.94383390698741,"GCG;CYP3A4"
"fluvoxamine","DSigDB","DOWN","assoc","fluvoxamine CTD 00007134","1/14",0.100062328683337,0.404823516090311,23.574610325458,"CYP3A4"
"tesaglitazar","DSigDB","DOWN","assoc","Tesaglitazar CTD 00004468","1/14",0.100062328683337,0.404823516090311,23.574610325458,"APOC3"
"benzyl","DSigDB","DOWN","assoc","benzyl isothiocyanate CTD 00001509","1/14",0.100062328683337,0.404823516090311,23.574610325458,"CYP3A4"
"dantrolene","DSigDB","DOWN","assoc","dantrolene CTD 00005750","1/14",0.100062328683337,0.404823516090311,23.574610325458,"CYP3A4"
"diazoxide","DSigDB","DOWN","assoc","diazoxide CTD 00005792","1/14",0.100062328683337,0.404823516090311,23.574610325458,"GCG"
"4-methylpyrazole","DSigDB","DOWN","assoc","4-Methylpyrazole CTD 00000534","1/14",0.100062328683337,0.404823516090311,23.574610325458,"ADH7"
"thiabendazole","DSigDB","DOWN","assoc","thiabendazole CTD 00006863","1/14",0.100062328683337,0.404823516090311,23.574610325458,"CYP3A4"
"3',4'-dimethoxyflavone","DSigDB","DOWN","assoc","3',4'-Dimethoxyflavone CTD 00004571","1/14",0.100062328683337,0.404823516090311,23.574610325458,"CYP3A4"
"flupirtine","DSigDB","DOWN","assoc","Flupirtine CTD 00001630","1/14",0.100062328683337,0.404823516090311,23.574610325458,"CYP3A4"
"indinavir","DSigDB","DOWN","assoc","indinavir CTD 00007291","1/14",0.100062328683337,0.404823516090311,23.574610325458,"CYP3A4"
"alachlor","DSigDB","DOWN","assoc","alachlor CTD 00000004","1/14",0.100062328683337,0.404823516090311,23.574610325458,"CYP3A4"
"7-hydroxyflavone","DSigDB","DOWN","assoc","7-Hydroxyflavone CTD 00003940","1/14",0.100062328683337,0.404823516090311,23.574610325458,"CYP3A4"
"sulpiride","DSigDB","DOWN","assoc","sulpiride CTD 00006818","1/14",0.100062328683337,0.404823516090311,23.574610325458,"CYP3A4"
"bepridil","DSigDB","DOWN","assoc","bepridil CTD 00007094","1/14",0.100062328683337,0.404823516090311,23.574610325458,"CYP3A4"
"isoniazid","DSigDB","DOWN","assoc","isoniazid CTD 00006172","1/14",0.100062328683337,0.404823516090311,23.574610325458,"CYP3A4"
"felbamate","DSigDB","DOWN","assoc","felbamate CTD 00002091","1/14",0.100062328683337,0.404823516090311,23.574610325458,"CYP3A4"
"moxifloxacin","DSigDB","DOWN","assoc","moxifloxacin CTD 00003427","1/14",0.100062328683337,0.404823516090311,23.574610325458,"UGT1A7"
"tcpobop","DSigDB","DOWN","assoc","tcpobop CTD 00001345","1/14",0.100062328683337,0.404823516090311,23.574610325458,"CYP3A4"
"oxymetazoline","DSigDB","DOWN","assoc","oxymetazoline CTD 00006455","1/14",0.100062328683337,0.404823516090311,23.574610325458,"CYP3A4"
"mibefradil","DSigDB","DOWN","assoc","Mibefradil CTD 00007365","1/14",0.100062328683337,0.404823516090311,23.574610325458,"CYP3A4"
"papaverine","DSigDB","DOWN","assoc","papaverine TTD 00010035","1/14",0.100062328683337,0.404823516090311,23.574610325458,"CYP3A4"
"phenylbutazone","DSigDB","DOWN","assoc","phenylbutazone TTD 00010195","1/14",0.100062328683337,0.404823516090311,23.574610325458,"CYP3A4"
"bms-536924","DSigDB","DOWN","assoc","BMS-536924 TTD 00002497","1/14",0.100062328683337,0.404823516090311,23.574610325458,"CYP3A4"
"isoquercitrin","DSigDB","DOWN","assoc","Isoquercitrin TTD 00008703","1/14",0.100062328683337,0.404823516090311,23.574610325458,"ALPI"
"sb","DSigDB","DOWN","assoc","SB 206553 TTD 00010834","1/14",0.100062328683337,0.404823516090311,23.574610325458,"CYP3A4"
"quinacrine","DSigDB","DOWN","assoc","QUINACRINE DIHYDROCHLORIDE TTD 00010450","1/14",0.100062328683337,0.404823516090311,23.574610325458,"CYP3A4"
"metyrapone","DSigDB","DOWN","assoc","metyrapone CTD 00006328","1/14",0.100062328683337,0.404823516090311,23.574610325458,"CYP3A4"
"ibuprofen","DSigDB","DOWN","assoc","ibuprofen CTD 00006137","3/149",0.10177093879603,0.404823516090311,6.293576278832,"MAL;CYP3A4;UGT1A7"
"dmba","DSigDB","DOWN","assoc","DMBA CTD 00007046","2/74",0.106511988578701,0.404823516090311,8.31321061011984,"CYP3A4;LGALS7"
"glyburide","DSigDB","DOWN","assoc","glyburide BOSS","2/74",0.106511988578701,0.404823516090311,8.31321061011984,"GCG;CYP3A4"
"benzo[k]fluoranthene","DSigDB","DOWN","assoc","Benzo[k]fluoranthene CTD 00001069","2/74",0.106511988578701,0.404823516090311,8.31321061011984,"CLDN17;UGT1A7"
"dienestrol","DSigDB","DOWN","assoc","dienestrol CTD 00005809","1/15",0.106816578003789,0.404823516090311,21.2684724276285,"CYP3A4"
"acetochlor","DSigDB","DOWN","assoc","acetochlor CTD 00001969","1/15",0.106816578003789,0.404823516090311,21.2684724276285,"CYP3A4"
"gw0742","DSigDB","DOWN","assoc","GW0742 CTD 00004254","1/15",0.106816578003789,0.404823516090311,21.2684724276285,"CYP3A4"
"cefaclor","DSigDB","DOWN","assoc","Cefaclor monohydrate CTD 00005604","1/15",0.106816578003789,0.404823516090311,21.2684724276285,"CYP3A4"
"oxymetholone","DSigDB","DOWN","assoc","oxymetholone CTD 00006456","1/15",0.106816578003789,0.404823516090311,21.2684724276285,"CYP3A4"
"cinobufagin","DSigDB","DOWN","assoc","Cinobufagin CTD 00000078","1/15",0.106816578003789,0.404823516090311,21.2684724276285,"CYP3A4"
"l-741,626","DSigDB","DOWN","assoc","L-741,626 CTD 00003428","1/15",0.106816578003789,0.404823516090311,21.2684724276285,"CYP3A4"
"fenitrothion","DSigDB","DOWN","assoc","FENITROTHION CTD 00005961","1/15",0.106816578003789,0.404823516090311,21.2684724276285,"CYP3A4"
"naringin","DSigDB","DOWN","assoc","naringin CTD 00000212","1/15",0.106816578003789,0.404823516090311,21.2684724276285,"CYP3A4"
"4-hexylresorcinol","DSigDB","DOWN","assoc","4-Hexylresorcinol CTD 00006098","1/15",0.106816578003789,0.404823516090311,21.2684724276285,"CYP3A4"
"alfacalcidol","DSigDB","DOWN","assoc","alfacalcidol CTD 00000387","1/15",0.106816578003789,0.404823516090311,21.2684724276285,"CYP3A4"
"ciprofibrate","DSigDB","DOWN","assoc","Ciprofibrate CTD 00000977","1/15",0.106816578003789,0.404823516090311,21.2684724276285,"APOA1"
"sildenafil","DSigDB","DOWN","assoc","sildenafil CTD 00003367","1/15",0.106816578003789,0.404823516090311,21.2684724276285,"CYP3A4"
"1-(3-chlorophenyl)piperazine","DSigDB","DOWN","assoc","1-(3-Chlorophenyl)piperazine CTD 00000782","1/15",0.106816578003789,0.404823516090311,21.2684724276285,"CYP3A4"
"cyfluthrin","DSigDB","DOWN","assoc","CYFLUTHRIN CTD 00002242","1/15",0.106816578003789,0.404823516090311,21.2684724276285,"CYP3A4"
"pilocarpine","DSigDB","DOWN","assoc","pilocarpine CTD 00006560","1/15",0.106816578003789,0.404823516090311,21.2684724276285,"CYP3A4"
"3,14-dihydroxybufa-20,22-dienolide","DSigDB","DOWN","assoc","3,14-Dihydroxybufa-20,22-dienolide CTD 00001062","1/15",0.106816578003789,0.404823516090311,21.2684724276285,"CYP3A4"
"trimellitic","DSigDB","DOWN","assoc","TRIMELLITIC ANHYDRIDE CTD 00000808","1/15",0.106816578003789,0.404823516090311,21.2684724276285,"AQP10"
"4'-methoxyflavone","DSigDB","DOWN","assoc","4'-Methoxyflavone CTD 00004320","1/15",0.106816578003789,0.404823516090311,21.2684724276285,"CYP3A4"
"pregn-5-en-20-one,","DSigDB","DOWN","assoc","Pregn-5-en-20-one, 3-hydroxy- CTD 00006610","1/15",0.106816578003789,0.404823516090311,21.2684724276285,"CYP3A4"
"carboxyamidotriazole","DSigDB","DOWN","assoc","Carboxyamidotriazole CTD 00002547","1/15",0.106816578003789,0.404823516090311,21.2684724276285,"CYP3A4"
"quetiapine","DSigDB","DOWN","assoc","quetiapine CTD 00002730","1/15",0.106816578003789,0.404823516090311,21.2684724276285,"CYP3A4"
"azathioprine","DSigDB","DOWN","assoc","azathioprine TTD 00002239","1/15",0.106816578003789,0.404823516090311,21.2684724276285,"CYP3A4"
"coumarin","DSigDB","DOWN","assoc","coumarin TTD 00007292","1/15",0.106816578003789,0.404823516090311,21.2684724276285,"CYP3A4"
"fluoxetine","DSigDB","DOWN","assoc","FLUOXETINE HYDROCHLORIDE TTD 00008072","1/15",0.106816578003789,0.404823516090311,21.2684724276285,"CYP3A4"
"milk","DSigDB","DOWN","assoc","Milk thistle extract TTD 00009311","1/15",0.106816578003789,0.404823516090311,21.2684724276285,"CYP3A4"
"harmine","DSigDB","DOWN","assoc","HARMINE TTD 00008398","1/15",0.106816578003789,0.404823516090311,21.2684724276285,"CYP3A4"
"amsacrine","DSigDB","DOWN","assoc","amsacrine TTD 00002019","1/15",0.106816578003789,0.404823516090311,21.2684724276285,"CYP3A4"
"tyrphostin","DSigDB","DOWN","assoc","Tyrphostin 25 TTD 00011606","1/15",0.106816578003789,0.404823516090311,21.2684724276285,"CYP3A4"
"cilostazol","DSigDB","DOWN","assoc","cilostazol TTD 00007184","1/15",0.106816578003789,0.404823516090311,21.2684724276285,"CYP3A4"
"celecoxib","DSigDB","DOWN","assoc","celecoxib TTD 00002754","1/15",0.106816578003789,0.404823516090311,21.2684724276285,"CYP3A4"
"corticosterone","DSigDB","DOWN","assoc","CORTICOSTERONE CTD 00005708","1/15",0.106816578003789,0.404823516090311,21.2684724276285,"CYP3A4"
"propanil","DSigDB","DOWN","assoc","propanil CTD 00004257","1/15",0.106816578003789,0.404823516090311,21.2684724276285,"CYP3A4"
"cyclopenthiazide","DSigDB","DOWN","assoc","cyclopenthiazide PC3 UP","5/335",0.108038999850541,0.404823516090311,4.53888546528642,"CWH43;ALDOB;APOB;SPRR2B;CLCA4"
"tosylphenylalanyl","DSigDB","DOWN","assoc","TOSYLPHENYLALANYL CHLOROMETHYL KETONE CTD 00006910","2/75",0.10891381537976,0.404823516090311,8.11727742319173,"APOA1;CYP3A4"
"ac1l1fuw","DSigDB","DOWN","assoc","AC1L1FUW CTD 00002630","2/76",0.111330017838537,0.404823516090311,7.92793821707173,"CYP3A4;APOB"
"kainic","DSigDB","DOWN","assoc","kainic acid BOSS","2/76",0.111330017838537,0.404823516090311,7.92793821707173,"AQP4;GCG"
"2-aminoanthraquinone","DSigDB","DOWN","assoc","2-AMINOANTHRAQUINONE CTD 00001072","1/16",0.113520470751663,0.404823516090311,19.3093689437036,"CYP3A4"
"papaverine","DSigDB","DOWN","assoc","papaverine CTD 00006469","1/16",0.113520470751663,0.404823516090311,19.3093689437036,"CYP3A4"
"phthalic","DSigDB","DOWN","assoc","phthalic acid CTD 00001559","1/16",0.113520470751663,0.404823516090311,19.3093689437036,"CYP3A4"
"fipexide","DSigDB","DOWN","assoc","fipexide CTD 00001801","1/16",0.113520470751663,0.404823516090311,19.3093689437036,"CYP3A4"
"pyrene","DSigDB","DOWN","assoc","PYRENE CTD 00001472","1/16",0.113520470751663,0.404823516090311,19.3093689437036,"UGT1A7"
"mevastatin","DSigDB","DOWN","assoc","Mevastatin CTD 00000642","1/16",0.113520470751663,0.404823516090311,19.3093689437036,"CYP3A4"
"nefazodone","DSigDB","DOWN","assoc","nefazodone CTD 00002219","1/16",0.113520470751663,0.404823516090311,19.3093689437036,"CYP3A4"
"terbinafine","DSigDB","DOWN","assoc","terbinafine CTD 00001890","1/16",0.113520470751663,0.404823516090311,19.3093689437036,"CYP3A4"
"cisapride","DSigDB","DOWN","assoc","cisapride CTD 00007347","1/16",0.113520470751663,0.404823516090311,19.3093689437036,"CYP3A4"
"gbr","DSigDB","DOWN","assoc","GBR 12909 dihydrochloride CTD 00001970","1/16",0.113520470751663,0.404823516090311,19.3093689437036,"CYP3A4"
"harmine","DSigDB","DOWN","assoc","HARMINE CTD 00006075","1/16",0.113520470751663,0.404823516090311,19.3093689437036,"CYP3A4"
"1,1-bis(4-hydroxyphenyl)cyclohexane","DSigDB","DOWN","assoc","1,1-Bis(4-hydroxyphenyl)cyclohexane CTD 00004659","1/16",0.113520470751663,0.404823516090311,19.3093689437036,"CYP3A4"
"l-741,626","DSigDB","DOWN","assoc","L-741,626 TTD 00008862","1/16",0.113520470751663,0.404823516090311,19.3093689437036,"CYP3A4"
"chlorpromazine","DSigDB","DOWN","assoc","chlorpromazine TTD 00007146","1/16",0.113520470751663,0.404823516090311,19.3093689437036,"CYP3A4"
"boldine","DSigDB","DOWN","assoc","Boldine TTD 00002527","1/16",0.113520470751663,0.404823516090311,19.3093689437036,"CYP3A4"
"triamcinolone","DSigDB","DOWN","assoc","triamcinolone TTD 00011538","1/16",0.113520470751663,0.404823516090311,19.3093689437036,"CYP3A4"
"miconazole","DSigDB","DOWN","assoc","miconazole TTD 00009302","1/16",0.113520470751663,0.404823516090311,19.3093689437036,"CYP3A4"
"6-bromo-n-(3-chlorophenyl)quinazolin-4-amine","DSigDB","DOWN","assoc","6-bromo-N-(3-chlorophenyl)quinazolin-4-amine TTD 00001209","1/16",0.113520470751663,0.404823516090311,19.3093689437036,"CYP3A4"
"alprostadil","DSigDB","DOWN","assoc","alprostadil CTD 00005360","1/16",0.113520470751663,0.404823516090311,19.3093689437036,"CYP3A4"
"n-nitrosodiethylamine","DSigDB","DOWN","assoc","N-NITROSODIETHYLAMINE CTD 00005817","3/157",0.114305902408898,0.404823516090311,5.66103932793371,"KRT13;APOC3;LGALS7"
"latamoxef","DSigDB","DOWN","assoc","latamoxef HL60 UP","13/1196",0.114459802396089,0.404823516090311,3.24547302163631,"TFAP2B;APOC3;AQP4;APOA4;CWH43;SCEL;MEP1B;SYNPO2L;ALPI;ALDOB;APOB;SPRR2B;CLCA4"
"dibenz[a,h]anthracene","DSigDB","DOWN","assoc","Dibenz[a,h]anthracene CTD 00001246","2/78",0.116204166176604,0.404823516090311,7.56786766477445,"APOC3;ALDOB"
"diphenhydramine","DSigDB","DOWN","assoc","diphenhydramine BOSS","2/79",0.118661431004234,0.404823516090311,7.3965905568381,"GCG;CYP3A4"
"pyrilamine","DSigDB","DOWN","assoc","pyrilamine CTD 00006669","1/17",0.120174379825,0.404823516090311,17.627728951177,"CYP3A4"
"labetalol","DSigDB","DOWN","assoc","labetalol CTD 00006196","1/17",0.120174379825,0.404823516090311,17.627728951177,"CYP3A4"
"at","DSigDB","DOWN","assoc","AT 877 CTD 00002152","1/17",0.120174379825,0.404823516090311,17.627728951177,"CYP3A4"
"aflatoxin","DSigDB","DOWN","assoc","AFLATOXIN G1 CTD 00001317","1/17",0.120174379825,0.404823516090311,17.627728951177,"CYP3A4"
"mls003171503","DSigDB","DOWN","assoc","MLS003171503 CTD 00005801","1/17",0.120174379825,0.404823516090311,17.627728951177,"CYP3A4"
"edta","DSigDB","DOWN","assoc","EDTA CTD 00005888","1/17",0.120174379825,0.404823516090311,17.627728951177,"ENPP7"
"calpain","DSigDB","DOWN","assoc","Calpain inhibitor I CTD 00002578","1/17",0.120174379825,0.404823516090311,17.627728951177,"APOB"
"allopurinol","DSigDB","DOWN","assoc","allopurinol CTD 00005353","1/17",0.120174379825,0.404823516090311,17.627728951177,"CYP3A4"
"rose","DSigDB","DOWN","assoc","Rose bengale CTD 00006706","1/17",0.120174379825,0.404823516090311,17.627728951177,"CYP3A4"
"solvent","DSigDB","DOWN","assoc","Solvent Yellow-?14 CTD 00001132","1/17",0.120174379825,0.404823516090311,17.627728951177,"CYP3A4"
"noscapine","DSigDB","DOWN","assoc","noscapine CTD 00006427","1/17",0.120174379825,0.404823516090311,17.627728951177,"CYP3A4"
"methadone","DSigDB","DOWN","assoc","methadone CTD 00006284","1/17",0.120174379825,0.404823516090311,17.627728951177,"CYP3A4"
"tacrine","DSigDB","DOWN","assoc","Tacrine CTD 00006825","1/17",0.120174379825,0.404823516090311,17.627728951177,"CYP3A4"
"pergolide","DSigDB","DOWN","assoc","pergolide CTD 00006492","1/17",0.120174379825,0.404823516090311,17.627728951177,"CYP3A4"
"pk","DSigDB","DOWN","assoc","PK 11195 CTD 00001773","1/17",0.120174379825,0.404823516090311,17.627728951177,"CYP3A4"
"flunitrazepam","DSigDB","DOWN","assoc","flunitrazepam CTD 00005980","1/17",0.120174379825,0.404823516090311,17.627728951177,"CYP3A4"
"proadifen","DSigDB","DOWN","assoc","proadifen CTD 00006614","1/17",0.120174379825,0.404823516090311,17.627728951177,"CYP3A4"
"o6-benzylguanine","DSigDB","DOWN","assoc","o6-benzylguanine CTD 00002624","1/17",0.120174379825,0.404823516090311,17.627728951177,"CYP3A4"
"ferulic","DSigDB","DOWN","assoc","ferulic acid CTD 00000186","1/17",0.120174379825,0.404823516090311,17.627728951177,"UGT1A7"
"delsemidine","DSigDB","DOWN","assoc","Delsemidine CTD 00002328","1/17",0.120174379825,0.404823516090311,17.627728951177,"SLURP1"
"mangiferin","DSigDB","DOWN","assoc","Mangiferin TTD 00009116","1/17",0.120174379825,0.404823516090311,17.627728951177,"ALPI"
"floxuridine","DSigDB","DOWN","assoc","floxuridine TTD 00008052","1/17",0.120174379825,0.404823516090311,17.627728951177,"CYP3A4"
"quinalizarin","DSigDB","DOWN","assoc","quinalizarin TTD 00010453","1/17",0.120174379825,0.404823516090311,17.627728951177,"CYP3A4"
"glycyrrhetinic","DSigDB","DOWN","assoc","GLYCYRRHETINIC ACID TTD 00008250","1/17",0.120174379825,0.404823516090311,17.627728951177,"CYP3A4"
"nitroglycerin","DSigDB","DOWN","assoc","nitroglycerin BOSS","3/162",0.122423432994537,0.404823516090311,5.30822825750001,"SERPINB3;KRT13;GCG"
"yohimbic","DSigDB","DOWN","assoc","yohimbic acid PC3 DOWN","2/82",0.126109991134199,0.404823516090311,6.91482735821738,"TFAP2B;SPRR2B"
"muraglitazar","DSigDB","DOWN","assoc","Muraglitazar CTD 00004445","1/18",0.126778675360575,0.404823516090311,16.1710783083339,"APOC3"
"enantone","DSigDB","DOWN","assoc","Enantone (TN) CTD 00007140","1/18",0.126778675360575,0.404823516090311,16.1710783083339,"CYP3A4"
"sevoflurane","DSigDB","DOWN","assoc","sevoflurane CTD 00000468","1/18",0.126778675360575,0.404823516090311,16.1710783083339,"CYP3A4"
"ticlopidine","DSigDB","DOWN","assoc","ticlopidine CTD 00006894","1/18",0.126778675360575,0.404823516090311,16.1710783083339,"CYP3A4"
"diltiazem","DSigDB","DOWN","assoc","diltiazem CTD 00005836","1/18",0.126778675360575,0.404823516090311,16.1710783083339,"CYP3A4"
"saquinavir","DSigDB","DOWN","assoc","SAQUINAVIR CTD 00007257","1/18",0.126778675360575,0.404823516090311,16.1710783083339,"CYP3A4"
"n-hydroxy","DSigDB","DOWN","assoc","N-Hydroxy phip CTD 00002510","1/18",0.126778675360575,0.404823516090311,16.1710783083339,"UGT1A7"
"yohimbine","DSigDB","DOWN","assoc","Yohimbine CTD 00007005","1/18",0.126778675360575,0.404823516090311,16.1710783083339,"CYP3A4"
"amoxapine","DSigDB","DOWN","assoc","amoxapine CTD 00005389","1/18",0.126778675360575,0.404823516090311,16.1710783083339,"CYP3A4"
"fenthion","DSigDB","DOWN","assoc","fenthion CTD 00005965","1/18",0.126778675360575,0.404823516090311,16.1710783083339,"CYP3A4"
"harmol","DSigDB","DOWN","assoc","Harmol CTD 00000034","1/18",0.126778675360575,0.404823516090311,16.1710783083339,"CYP3A4"
"diphenhydramine","DSigDB","DOWN","assoc","diphenhydramine CTD 00005854","1/18",0.126778675360575,0.404823516090311,16.1710783083339,"CYP3A4"
"yc-1","DSigDB","DOWN","assoc","yc-1 TTD 00011881","1/18",0.126778675360575,0.404823516090311,16.1710783083339,"CYP3A4"
"simvastatin","DSigDB","DOWN","assoc","simvastatin TTD 00010956","1/18",0.126778675360575,0.404823516090311,16.1710783083339,"CYP3A4"
"piperine","DSigDB","DOWN","assoc","piperine TTD 00010245","1/18",0.126778675360575,0.404823516090311,16.1710783083339,"CYP3A4"
"estradiol","DSigDB","DOWN","assoc","estradiol TTD 00007900","1/18",0.126778675360575,0.404823516090311,16.1710783083339,"CYP3A4"
"fucose","DSigDB","DOWN","assoc","fucose TTD 00008125","1/18",0.126778675360575,0.404823516090311,16.1710783083339,"LCT"
"biochanin","DSigDB","DOWN","assoc","biochanin A CTD 00000149","2/83",0.128617347116514,0.404823516090311,6.76418262374543,"CYP3A4;UGT1A7"
"acetaminophen","DSigDB","DOWN","assoc","acetaminophen BOSS","3/167",0.130745880097348,0.404823516090311,4.98396725044866,"GCG;CYP3A4;GIP"
"glycogen","DSigDB","DOWN","assoc","GLYCOGEN BOSS","3/167",0.130745880097348,0.404823516090311,4.98396725044866,"GYS2;TREH;GCG"
"tetrandrine","DSigDB","DOWN","assoc","tetrandrine CTD 00000485","1/19",0.133333724835071,0.404823516090311,14.8991418611153,"CYP3A4"
"finasteride","DSigDB","DOWN","assoc","finasteride CTD 00007232","1/19",0.133333724835071,0.404823516090311,14.8991418611153,"CYP3A4"
"flavanone","DSigDB","DOWN","assoc","FLAVANONE CTD 00001352","1/19",0.133333724835071,0.404823516090311,14.8991418611153,"CYP3A4"
"benazepril","DSigDB","DOWN","assoc","benazepril CTD 00002009","1/19",0.133333724835071,0.404823516090311,14.8991418611153,"APOB"
"prazosin","DSigDB","DOWN","assoc","prazosin CTD 00006604","1/19",0.133333724835071,0.404823516090311,14.8991418611153,"CYP3A4"
"dequalinium","DSigDB","DOWN","assoc","dequalinium CTD 00005770","1/19",0.133333724835071,0.404823516090311,14.8991418611153,"CYP3A4"
"ketamine","DSigDB","DOWN","assoc","ketamine CTD 00006188","1/19",0.133333724835071,0.404823516090311,14.8991418611153,"CYP3A4"
"p,p'-ddd","DSigDB","DOWN","assoc","p,p'-DDD CTD 00005753","1/19",0.133333724835071,0.404823516090311,14.8991418611153,"CYP3A4"
"clobenpropit","DSigDB","DOWN","assoc","clobenpropit CTD 00003065","1/19",0.133333724835071,0.404823516090311,14.8991418611153,"CYP3A4"
"heme","DSigDB","DOWN","assoc","heme CTD 00006078","1/19",0.133333724835071,0.404823516090311,14.8991418611153,"CYP3A4"
"probenecid","DSigDB","DOWN","assoc","probenecid CTD 00006615","1/19",0.133333724835071,0.404823516090311,14.8991418611153,"CYP3A4"
"1,8,9-trihydroxyanthracene","DSigDB","DOWN","assoc","1,8,9-Trihydroxyanthracene CTD 00005413","1/19",0.133333724835071,0.404823516090311,14.8991418611153,"UGT1A7"
"cannabidiol","DSigDB","DOWN","assoc","cannabidiol CTD 00005567","1/19",0.133333724835071,0.404823516090311,14.8991418611153,"CYP3A4"
"prostaglandin","DSigDB","DOWN","assoc","prostaglandin J2 CTD 00001744","1/19",0.133333724835071,0.404823516090311,14.8991418611153,"APOA1"
