"drug","library","arm","drug_regulation","Term","Overlap","P.value","Adjusted.P.value","Combined.Score","Genes"
"ql-x-138","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 MCF10A 3H-QL-X-138-10","5/41",1.33787402442892e-05,0.0475467237309574,212.97855390433,"MAGEA12;MAGEA6;HOXC10;MAGEA3;MAGEA4"
"roscovitine","LINCS_L1000_Chem_Pert_down","UP","Down","LJP005 A549 24H-roscovitine-10","5/46",2.3744900167704e-05,0.0475467237309574,177.40038716182,"MAGEA12;MAGEA1;MAGEA6;HOXC10;MAGEA3"
"gdc-0980","LINCS_L1000_Chem_Pert_down","UP","Down","LJP005 HS578T 3H-GDC-0980-0.04","4/23",2.40868860595293e-05,0.0475467237309574,304.080376035224,"MAGEA12;MAGEA1;MAGEA6;MAGEA3"
"belinostat","LINCS_L1000_Chem_Pert_down","UP","Down","LJP008 A549 24H-belinostat-0.37","5/50",3.58282421257749e-05,0.0475467237309574,155.355793747105,"MAGEA12;SLCO1B3;PRAME;MAGEA6;MAGEA3"
"dasatinib","LINCS_L1000_Chem_Pert_down","UP","Down","LJP005 HS578T 3H-dasatinib-10","5/51",3.94840755115076e-05,0.0475467237309574,150.528409451069,"MAGEA12;MMP3;COL10A1;MAGEA6;MAGEA3"
"belinostat","LINCS_L1000_Chem_Pert_down","UP","Down","LJP008 A375 24H-belinostat-0.12","5/55",5.70811373071208e-05,0.0572809212876958,133.425192722133,"MAGEA12;PRAME;MAGEA6;HOXC10;MAGEA3"
"ast1306","LINCS_L1000_Chem_Pert_down","UP","Down","LJP007 HA1E 24H-AST1306-1.11","4/31",8.16894749852062e-05,0.0654474982473023,189.33097937798,"MAGEA12;PRAME;MAGEA6;MAGEA3"
"byl719","LINCS_L1000_Chem_Pert_down","UP","Down","LJP005 HA1E 24H-BYL719-10","5/60",8.69589745853543e-05,0.0654474982473023,116.040574889287,"IGFBP1;MAGEA12;APOA2;PRAME;SSX1"
"byl719","LINCS_L1000_Chem_Pert_down","UP","Down","LJP005 BT20 24H-BYL719-1.11","5/62",0.000101800299739176,0.0681044005255091,110.070842834078,"MAGEA12;MAGEA6;HOXC10;MAGEA3;SSX1"
"pracinostat","LINCS_L1000_Chem_Pert_down","UP","Down","LJP008 MCF7 24H-pracinostat-0.04","4/34",0.000118316402650067,0.0712383060356054,163.667010233747,"MAGEA12;MAGEA1;MAGEA6;MAGEA3"
"torin-1","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 MCF7 3H-torin-1-0.04","3/15",0.000176096263457259,0.0903792149118236,291.648281459995,"MAGEA12;MAGEA6;MAGEA3"
"a66","LINCS_L1000_Chem_Pert_down","UP","Down","LJP007 MCF7 24H-A66-10","4/38",0.000183987391546284,0.0903792149118236,137.333076684941,"MAGEA12;MAGEA6;HOXC10;MAGEA3"
"geldanamycin","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 MDAMB231 3H-geldanamycin-0.37","4/39",0.000203825678848822,0.0903792149118236,131.814272790738,"CST1;MAGEA6;MAGEA3;CST4"
"alvocidib","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 BT20 24H-alvocidib-0.04","5/73",0.000221183235279329,0.0903792149118236,84.4298075363199,"MAGEA12;COL10A1;MAGEA6;HOXC10;MAGEA3"
"tg-101348","LINCS_L1000_Chem_Pert_down","UP","Down","LJP005 SKBR3 24H-TG-101348-0.37","4/40",0.000225159977358803,0.0903792149118236,126.64522821193,"MAGEA12;PRAME;MAGEA6;MAGEA3"
"nintedanib","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 HA1E 24H-nintedanib-1.11","4/41",0.000248055393917252,0.0911772263347236,121.795425360058,"MAGEA12;SLCO1B3;MAGEA6;MAGEA3"
"cp466722","LINCS_L1000_Chem_Pert_down","UP","Down","LJP005 SKBR3 24H-CP466722-3.33","4/42",0.000272577657203957,0.0911772263347236,117.237717174602,"MAGEA12;APOA2;MAGEA6;MAGEA3"
"nvp-tae226","LINCS_L1000_Chem_Pert_down","UP","Down","LJP007 MCF7 24H-NVP-TAE226-0.12","4/42",0.000272577657203957,0.0911772263347236,117.237717174602,"MAGEA12;MAGEA6;HOXC10;MAGEA3"
"gsk-429286a","LINCS_L1000_Chem_Pert_down","UP","Down","LJP009 A549 24H-GSK-429286A-10","2/4",0.000331957328014665,0.102188841678729,1074.27355351577,"MAGEA6;MAGEA3"
"azd-6482","LINCS_L1000_Chem_Pert_down","UP","Down","LJP005 HA1E 24H-AZD-6482-10","5/80",0.000339441427266996,0.102188841678729,72.6284303388134,"MAGEA12;APOA2;PRAME;MAGEA6;MAGEA3"
"osi-930","LINCS_L1000_Chem_Pert_down","UP","Down","LJP007 MCF7 24H-OSI-930-10","3/19",0.000366863180932577,0.105184914875955,200.124088119246,"MAGEA12;MAGEA6;MAGEA3"
"bms-387032","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 BT20 24H-BMS-387032-0.12","5/84",0.000425578213387208,0.116473019218381,66.9854753719243,"MAGEA12;COL10A1;MAGEA6;HOXC10;MAGEA3"
"byl719","LINCS_L1000_Chem_Pert_down","UP","Down","LJP005 SKBR3 24H-BYL719-3.33","4/50",0.000535382758937633,0.132811483563479,88.847050018282,"MAGEA12;MAGEA6;HOXC10;MAGEA3"
"mitoxantrone","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 MCF7 3H-mitoxantrone-3.33","4/50",0.000535382758937633,0.132811483563479,88.847050018282,"MAGEA12;MAGEA1;MAGEA6;MAGEA3"
"mitoxantrone","LINCS_L1000_Chem_Pert_down","UP","Down","LJP005 MCF10A 3H-mitoxantrone-0.37","3/22",0.000573509146761413,0.132811483563479,158.983202956436,"MAGEA12;MAGEA6;MAGEA3"
"gsk-690693","LINCS_L1000_Chem_Pert_down","UP","Down","LJP005 MCF7 24H-GSK-690693-0.37","3/22",0.000573509146761413,0.132811483563479,158.983202956436,"MAGEA12;MAGEA6;MAGEA3"
"kin001-244","LINCS_L1000_Chem_Pert_down","UP","Down","LJP007 PC3 24H-KIN001-244-3.33","3/23",0.000655922987480534,0.144799541436401,148.309524532127,"MMP3;MAGEA6;MAGEA3"
"ql-xii-47","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 MDAMB231 3H-QL-XII-47-1.11","4/54",0.000718338126962515,0.144799541436401,78.5335284289601,"CST1;PRAME;MAGEA6;MAGEA3"
"nvp-tae684","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 MCF7 3H-NVP-TAE684-3.33","3/24",0.000745521638353832,0.144799541436401,138.772676446647,"MAGEA12;MAGEA6;MAGEA3"
"saracatinib","LINCS_L1000_Chem_Pert_down","UP","Down","LJP009 MCF7 24H-saracatinib-0.37","3/24",0.000745521638353832,0.144799541436401,138.772676446647,"MUC16;MAGEA6;MAGEA3"
"gdc-0068","LINCS_L1000_Chem_Pert_down","UP","Down","LJP007 HEPG2 24H-GDC-0068-10","3/24",0.000745521638353832,0.144799541436401,138.772676446647,"MAGEA12;MAGEA6;MAGEA3"
"gsk-1059615","LINCS_L1000_Chem_Pert_down","UP","Down","LJP007 A549 24H-GSK-1059615-0.12","2/6",0.000821741522228675,0.154615803291839,476.309676371779,"MAGEA6;MAGEA3"
"withaferin-a","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 BT20 24H-withaferin-a-1.11","4/57",0.000881771137034883,0.158424563988428,71.9791904944065,"MAGEA12;COL11A1;MAGEA6;MAGEA3"
"pd-173074","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 HA1E 24H-PD-173074-10","4/58",0.000941618162493826,0.158424563988428,69.9831357073525,"MAGEA12;APOA2;MAGEA6;MAGEA3"
"xmd-1150","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 BT20 24H-XMD-1150-10","5/100",0.000943057893910248,0.158424563988428,49.9531375212897,"MAGEA12;COL11A1;COL10A1;MAGEA6;MAGEA3"
"everolimus","LINCS_L1000_Chem_Pert_down","UP","Down","LJP007 MCF7 24H-everolimus-0.12","3/26",0.000947232071679687,0.158424563988428,122.479954308542,"MAGEA12;MAGEA6;MAGEA3"
"gsk-1059615","LINCS_L1000_Chem_Pert_down","UP","Down","LJP008 A375 24H-GSK-1059615-0.04","3/27",0.00105980696556281,0.159527443491341,115.477489447134,"MAGEA12;MAGEA6;MAGEA3"
"gsk-1059615","LINCS_L1000_Chem_Pert_down","UP","Down","LJP008 MCF7 24H-GSK-1059615-0.12","3/27",0.00105980696556281,0.159527443491341,115.477489447134,"MAGEA12;MAGEA6;MAGEA3"
"ku-60019","LINCS_L1000_Chem_Pert_down","UP","Down","LJP008 HCC515 24H-KU-60019-1.11","3/27",0.00105980696556281,0.159527443491341,115.477489447134,"MAGEA12;MAGEA6;MAGEA3"
"rondual-kinase-inhibitor","LINCS_L1000_Chem_Pert_down","UP","Down","LJP009 HA1E 24H-rondual-kinase-inhibitor-0.04","3/27",0.00105980696556281,0.159527443491341,115.477489447134,"PRAME;MAGEA6;MAGEA3"
"pd-0325901","LINCS_L1000_Chem_Pert_down","UP","Down","LJP009 MCF7 24H-PD-0325901-3.33","4/62",0.00120973582724775,0.177654132094115,62.8010656005036,"CST1;COL11A1;COL10A1;CST4"
"gsk-j4","LINCS_L1000_Chem_Pert_down","UP","Down","LJP008 PC3 24H-GSK-J4-0.04","3/29",0.00130950622707851,0.18336132542418,103.291833806861,"MAGEA12;MAGEA6;MAGEA3"
"azd-8055","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 BT20 3H-AZD-8055-0.04","3/29",0.00130950622707851,0.18336132542418,103.291833806861,"MAGEA12;MAGEA6;MAGEA3"
"prednisolone acetate","LINCS_L1000_Chem_Pert_down","UP","Down","CPC004 HCC515 24H-prednisolone acetate-10.0","4/65",0.0014429645108764,0.197456575454245,58.1365143226488,"LHX1;COL10A1;EVX1;ACTL8"
"ku-55933","LINCS_L1000_Chem_Pert_down","UP","Down","LJP008 HEPG2 24H-KU-55933-10","3/31",0.00159334598545051,0.20855513431299,93.0697667740885,"COL11A1;MAGEA6;MAGEA3"
"nvp-aew541","LINCS_L1000_Chem_Pert_down","UP","Down","LJP005 MCF10A 3H-NVP-AEW541-1.11","3/31",0.00159334598545051,0.20855513431299,93.0697667740885,"MAGEA12;MAGEA6;MAGEA3"
"hg-6-64-01","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 HME1 24H-HG-6-64-01-0.04","4/68",0.00170584885471354,0.212552246788685,53.9853931603963,"MAGEA12;MAGEA1;MAGEA6;MAGEA3"
"tg-101348","LINCS_L1000_Chem_Pert_down","UP","Down","LJP005 MDAMB231 3H-TG-101348-1.11","3/32",0.00174857384511401,0.212552246788685,88.5592065272699,"APOA2;MAGEA6;MAGEA3"
"radicicol","LINCS_L1000_Chem_Pert_down","UP","Down","LJP005 MDAMB231 3H-radicicol-0.04","3/32",0.00174857384511401,0.212552246788685,88.5592065272699,"MAGEA12;MAGEA6;MAGEA3"
"mln-8054","LINCS_L1000_Chem_Pert_down","UP","Down","LJP009 MCF7 24H-MLN-8054-0.37","4/69",0.00180039272317272,0.212552246788685,52.7023236325411,"COL11A1;C4BPA;MAGEA6;MAGEA3"
"gdc-0980","LINCS_L1000_Chem_Pert_down","UP","Down","LJP005 HA1E 24H-GDC-0980-0.37","4/69",0.00180039272317272,0.212552246788685,52.7023236325411,"MAGEA12;PRAME;MAGEA6;MAGEA3"
"rhc 80267","LINCS_L1000_Chem_Pert_down","UP","Down","CPC016 NPC 24H-rhc 80267-10.0","3/33",0.00191293136534442,0.216669802083023,84.3916517140774,"COL11A1;COL10A1;ACTL8"
"ku-60019","LINCS_L1000_Chem_Pert_down","UP","Down","LJP008 A549 24H-KU-60019-10","2/9",0.00194322692451142,0.216669802083023,239.165814394394,"MAGEA6;MAGEA3"
"kin001-244","LINCS_L1000_Chem_Pert_down","UP","Down","LJP007 A549 24H-KIN001-244-10","2/9",0.00194322692451142,0.216669802083023,239.165814394394,"COL10A1;PRAME"
"byl719","LINCS_L1000_Chem_Pert_down","UP","Down","LJP005 A549 24H-BYL719-10","3/34",0.00208660457957588,0.226404699921366,80.5313834376077,"MAGEA12;MAGEA6;MAGEA3"
"geldanamycin","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 PC3 24H-geldanamycin-1.11","4/72",0.00210574044105572,0.226404699921366,49.1209545505029,"MAGEA12;COL10A1;MAGEA6;MAGEA3"
"xmd-892","LINCS_L1000_Chem_Pert_down","UP","Down","LJP009 A375 24H-XMD-892-3.33","3/35",0.00226977385499454,0.227771806348702,76.9473672527065,"PRAME;MAGEA6;MAGEA3"
"belinostat","LINCS_L1000_Chem_Pert_down","UP","Down","LJP008 HCC515 24H-belinostat-0.12","3/35",0.00226977385499454,0.227771806348702,76.9473672527065,"MAGEA12;MAGEA6;MAGEA3"
"gdc-0941","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 SKBR3 24H-GDC-0941-0.04","3/35",0.00226977385499454,0.227771806348702,76.9473672527065,"MAGEA12;MAGEA6;MAGEA3"
"cyt387","LINCS_L1000_Chem_Pert_down","UP","Down","LJP005 BT20 24H-CYT387-3.33","3/35",0.00226977385499454,0.227771806348702,76.9473672527065,"MAGEA1;MAGEA6;MAGEA3"
"mls-0435534.0001","LINCS_L1000_Chem_Pert_down","UP","Down","CPC008 A375 6H-mls-0435534.0001-10.0","2/10",0.00241710122513065,0.235355536249007,201.945517766958,"IGFBP1;ACTL8"
"gsk-1059615","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 BT20 24H-GSK-1059615-0.12","3/36",0.0024626139816787,0.235355536249007,73.6125186411521,"MAGEA12;MAGEA6;MAGEA3"
"mocetinostat","LINCS_L1000_Chem_Pert_down","UP","Down","LJP008 A375 24H-mocetinostat-0.12","3/36",0.0024626139816787,0.235355536249007,73.6125186411521,"MAGEA12;MAGEA6;MAGEA3"
"wz-4-145","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 HME1 24H-WZ-4-145-0.04","4/78",0.00282030059294025,0.258631480321387,42.9852469029179,"MAGEA12;MMP3;MAGEA6;MAGEA3"
"gdc-0980","LINCS_L1000_Chem_Pert_down","UP","Down","LJP005 HS578T 3H-GDC-0980-1.11","3/38",0.0028779786051375,0.258631480321387,67.5982324637005,"MAGEA12;MAGEA6;MAGEA3"
"osi-027","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 HME1 3H-OSI-027-3.33","3/38",0.0028779786051375,0.258631480321387,67.5982324637005,"PRAME;MAGEA6;MAGEA3"
"ski ii","LINCS_L1000_Chem_Pert_down","UP","Down","CPC006 HCC515 24H-ski ii-40.0","3/38",0.0028779786051375,0.258631480321387,67.5982324637005,"IGFBP1;COL11A1;COL10A1"
"brd-k86027709","LINCS_L1000_Chem_Pert_down","UP","Down","CPC019 A375 6H-BRD-K86027709-10.0","2/11",0.00293973046573965,0.260295840209095,173.666467056513,"HTR2C;CTAG2"
"torin-2","LINCS_L1000_Chem_Pert_down","UP","Down","LJP005 HS578T 3H-torin-2-0.37","3/39",0.00310082560129067,0.262958745709453,64.8794702037207,"MAGEA12;MAGEA6;MAGEA3"
"akt-inhibitor-1-2","LINCS_L1000_Chem_Pert_down","UP","Down","LJP005 SKBR3 24H-AKT-inhibitor-1-2-10","3/39",0.00310082560129067,0.262958745709453,64.8794702037207,"MAGEA6;HOXC10;MAGEA3"
"xmd-885","LINCS_L1000_Chem_Pert_down","UP","Down","LJP007 HEPG2 24H-XMD-885-3.33","3/39",0.00310082560129067,0.262958745709453,64.8794702037207,"MAGEA12;MAGEA6;MAGEA3"
"roscovitine","LINCS_L1000_Chem_Pert_down","UP","Down","LJP005 HCC515 24H-roscovitine-10","3/40",0.00333398862025429,0.267652606434015,62.3304730243966,"MAGEA12;MAGEA6;HOXC10"
"hg-6-64-01","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 PC3 24H-HG-6-64-01-0.12","3/40",0.00333398862025429,0.267652606434015,62.3304730243966,"MAGEA6;HOXC10;MAGEA3"
"tpca-1","LINCS_L1000_Chem_Pert_down","UP","Down","LJP007 A375 24H-TPCA-1-3.33","3/40",0.00333398862025429,0.267652606434015,62.3304730243966,"PRAME;MAGEA6;MAGEA3"
"dasatinib","LINCS_L1000_Chem_Pert_down","UP","Down","LJP009 HT29 24H-dasatinib-1.11","3/40",0.00333398862025429,0.267652606434015,62.3304730243966,"COL11A1;MAGEA6;MAGEA3"
"gsk-690693","LINCS_L1000_Chem_Pert_down","UP","Down","LJP005 MCF10A 24H-GSK-690693-10","3/41",0.00357761589158158,0.279750977704061,59.9367121498702,"MAGEA12;MAGEA6;MAGEA3"
"pha-665752","LINCS_L1000_Chem_Pert_down","UP","Down","LJP005 MDAMB231 3H-PHA-665752-10","3/41",0.00357761589158158,0.279750977704061,59.9367121498702,"MAGEA12;MAGEA6;MAGEA3"
"pha-793887","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 PC3 24H-PHA-793887-0.12","3/42",0.00383185058707585,0.295789389548509,57.6852303553244,"COL10A1;MAGEA6;MAGEA3"
"tgx-221","LINCS_L1000_Chem_Pert_down","UP","Down","LJP005 HS578T 3H-TGX-221-0.04","3/43",0.00409683090717275,0.300817303562038,55.5644378455306,"MAGEA12;MAGEA6;MAGEA3"
"gsk-690693","LINCS_L1000_Chem_Pert_down","UP","Down","LJP005 SKBR3 24H-GSK-690693-3.33","3/43",0.00409683090717275,0.300817303562038,55.5644378455306,"MAGEA12;MAGEA6;MAGEA3"
"gsk-1059615","LINCS_L1000_Chem_Pert_down","UP","Down","LJP007 MCF7 24H-GSK-1059615-0.04","3/43",0.00409683090717275,0.300817303562038,55.5644378455306,"APOA2;MAGEA6;MAGEA3"
"bx-795","LINCS_L1000_Chem_Pert_down","UP","Down","LJP009 HA1E 24H-BX-795-10","3/43",0.00409683090717275,0.300817303562038,55.5644378455306,"COL11A1;MAGEA6;MAGEA3"
"s1142","LINCS_L1000_Chem_Pert_down","UP","Down","CPC014 SKB 24H-s1142-10.0","4/87",0.00417871929055242,0.303133359619471,35.7414403449156,"IGFBP1;COL11A1;COL10A1;ACTL8"
"lapatinib","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 HCC515 24H-lapatinib-3.33","3/44",0.00437269016021581,0.306139156449528,53.5639389043474,"MAGEA12;MAGEA6;MAGEA3"
"2-chloroadenosine","LINCS_L1000_Chem_Pert_down","UP","Down","CPC011 PC3 6H-2-chloroadenosine-10.0","3/44",0.00437269016021581,0.306139156449528,53.5639389043474,"LHX1;COL10A1;ACTL8"
"dabrafenib","LINCS_L1000_Chem_Pert_down","UP","Down","LJP009 HEPG2 24H-dabrafenib-1.11","3/44",0.00437269016021581,0.306139156449528,53.5639389043474,"MAGEA12;MAGEA1;MAGEA3"
"hg-5-113-01","LINCS_L1000_Chem_Pert_down","UP","Down","LJP005 HS578T 24H-HG-5-113-01-3.33","3/45",0.00465955684205505,0.315226873550713,51.6743840454347,"PRAME;MAGEA6;MAGEA3"
"xmd-885","LINCS_L1000_Chem_Pert_down","UP","Down","LJP007 A375 24H-XMD-885-3.33","3/45",0.00465955684205505,0.315226873550713,51.6743840454347,"MAGEA12;MAGEA6;MAGEA3"
"a66","LINCS_L1000_Chem_Pert_down","UP","Down","LJP007 MCF7 24H-A66-3.33","3/45",0.00465955684205505,0.315226873550713,51.6743840454347,"MAGEA12;MAGEA6;MAGEA3"
"pd-0325901","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 MCF10A 3H-PD-0325901-0.12","4/90",0.00471487013203037,0.315424811832832,33.7293463316536,"MAGEA12;PRAME;MAGEA6;MAGEA3"
"arcyriaflavin a","LINCS_L1000_Chem_Pert_down","UP","Down","CPC015 MCF7 24H-arcyriaflavin a-10.0","2/14",0.00479270849545579,0.317108767594937,119.310816145676,"IGFBP1;HTR2C"
"osi-027","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 SKBR3 24H-OSI-027-0.12","4/91",0.00490338210867162,0.320905039959911,33.0959773212852,"MMP3;MAGEA6;HOXC10;MAGEA3"
"pha-793887","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 BT20 24H-PHA-793887-0.37","3/46",0.00495755472070985,0.320961687885957,49.8873434076961,"MAGEA12;MAGEA6;MAGEA3"
"kin001-043","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 HA1E 24H-KIN001-043-3.33","4/92",0.00509689110485089,0.326472141939439,32.48009296832,"IGFBP1;MAGEA12;MAGEA6;MAGEA3"
"nvp-aew541","LINCS_L1000_Chem_Pert_down","UP","Down","LJP005 MCF7 24H-NVP-AEW541-0.37","2/15",0.00550295956466604,0.345138745196398,107.277943962323,"MAGEA6;MAGEA3"
"gsk-1059615","LINCS_L1000_Chem_Pert_down","UP","Down","LJP009 A549 24H-GSK-1059615-0.37","2/15",0.00550295956466604,0.345138745196398,107.277943962323,"MAGEA6;MAGEA3"
"hg-5-88-01","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 HME1 3H-HG-5-88-01-10","3/48",0.00558741594970172,0.346823004465506,46.5910456933138,"MAGEA12;MAGEA6;MAGEA3"
"pf 573228","LINCS_L1000_Chem_Pert_down","UP","Down","LJP009 A375 24H-PF 573228-10","3/49",0.00591950388424426,0.363687070275864,45.0686203291311,"PRAME;MAGEA6;MAGEA3"
"dau 5884 hydrochloride","LINCS_L1000_Chem_Pert_down","UP","Down","CPC016 NPC 24H-dau 5884 hydrochloride-10.0","2/16",0.00625830772594311,0.369711378453061,97.1474889758492,"COL11A1;COL10A1"
"gsk-2126458","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 HS578T 3H-GSK-2126458-3.33","3/50",0.00626317233054513,0.369711378453061,43.6222208930104,"MAGEA12;MAGEA1;PRAME"
"gsk-429286a","LINCS_L1000_Chem_Pert_down","UP","Down","LJP009 HA1E 24H-GSK-429286A-1.11","3/50",0.00626317233054513,0.369711378453061,43.6222208930104,"CST1;COL11A1;MAGEA3"
"kin001-244","LINCS_L1000_Chem_Pert_down","UP","Down","LJP007 MCF7 24H-KIN001-244-10","3/50",0.00626317233054513,0.369711378453061,43.6222208930104,"MAGEA12;MAGEA6;MAGEA3"
"y-39983","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 BT20 24H-Y-39983-10","4/98",0.00636613226457235,0.372140605485341,29.1172874549936,"MAGEA12;MAGEA1;MAGEA6;MAGEA3"
"ly2603618","LINCS_L1000_Chem_Pert_down","UP","Down","LJP008 A549 24H-LY2603618-1.11","2/17",0.00705804580284673,0.397163493261123,88.5174769545274,"COL11A1;COL10A1"
"pik-93","LINCS_L1000_Chem_Pert_down","UP","Down","LJP005 HS578T 3H-PIK-93-10","2/17",0.00705804580284673,0.397163493261123,88.5174769545274,"MAGEA6;MAGEA3"
"a443654","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 HS578T 3H-A443654-0.04","2/17",0.00705804580284673,0.397163493261123,88.5174769545274,"MAGEA6;MAGEA3"
"linsitinib","LINCS_L1000_Chem_Pert_down","UP","Down","LJP005 BT20 3H-linsitinib-10","2/17",0.00705804580284673,0.397163493261123,88.5174769545274,"MAGEA3;SSX1"
"pazopanib","LINCS_L1000_Chem_Pert_down","UP","Down","LJP007 HA1E 24H-pazopanib-10","3/53",0.00736465218488255,0.406812576194292,39.6894107839438,"MAGEA12;COL10A1;PRAME"
"kin001-220","LINCS_L1000_Chem_Pert_down","UP","Down","LJP009 HEPG2 24H-KIN001-220-10","3/53",0.00736465218488255,0.406812576194292,39.6894107839438,"PRAME;MAGEA6;MAGEA3"
"as-601245","LINCS_L1000_Chem_Pert_down","UP","Down","LJP005 MCF7 3H-AS-601245-1.11","3/54",0.00775561304142168,0.41324377099469,38.4994164313284,"COL11A1;MMP3;COL10A1"
"gdc-0941","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 HA1E 24H-GDC-0941-0.37","3/54",0.00775561304142168,0.41324377099469,38.4994164313284,"MAGEA12;MAGEA6;MAGEA3"
"ql-xii-47","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 MCF7 3H-QL-XII-47-3.33","3/54",0.00775561304142168,0.41324377099469,38.4994164313284,"MAGEA12;MAGEA6;MAGEA3"
"withaferin-a","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 PC3 24H-withaferin-a-1.11","3/54",0.00775561304142168,0.41324377099469,38.4994164313284,"MAGEA12;MAGEA6;MAGEA3"
"(+)-jq1","LINCS_L1000_Chem_Pert_down","UP","Down","LJP008 A375 24H-(+)-JQ1-10","4/105",0.00809313078106457,0.416296979465085,25.8038223056109,"CST1;MAGEA12;MAGEA6;MAGEA3"
"alw-ii-38-3","LINCS_L1000_Chem_Pert_down","UP","Down","LJP009 A375 24H-ALW-II-38-3-10","3/55",0.00815861876380668,0.416296979465085,37.3635221467896,"MAGEA12;MAGEA6;MAGEA3"
"vemurafenib","LINCS_L1000_Chem_Pert_down","UP","Down","LJP005 MDAMB231 3H-vemurafenib-10","3/55",0.00815861876380668,0.416296979465085,37.3635221467896,"COL10A1;MAGEA6;MAGEA3"
"dabrafenib","LINCS_L1000_Chem_Pert_down","UP","Down","LJP009 HEPG2 24H-dabrafenib-3.33","3/55",0.00815861876380668,0.416296979465085,37.3635221467896,"MAGEA12;MAGEA6;MAGEA3"
"sb-216763","LINCS_L1000_Chem_Pert_down","UP","Down","LJP007 MCF7 24H-SB-216763-10","3/55",0.00815861876380668,0.416296979465085,37.3635221467896,"MAGEA12;MAGEA6;MAGEA3"
"ve821","LINCS_L1000_Chem_Pert_down","UP","Down","LJP008 HCC515 24H-VE821-10","4/106",0.00836248199979553,0.419587534339741,25.3758882940911,"MAGEA12;PRAME;MAGEA6;MAGEA3"
"ink-128","LINCS_L1000_Chem_Pert_down","UP","Down","LJP007 MCF7 24H-INK-128-0.12","4/106",0.00836248199979553,0.419587534339741,25.3758882940911,"MAGEA12;MAGEA6;MAGEA3;HOXC10"
"az20","LINCS_L1000_Chem_Pert_down","UP","Down","LJP008 HEPG2 24H-AZ20-0.37","3/56",0.00857374997683336,0.426632633144741,36.2783651414977,"MUC16;MAGEA6;MAGEA3"
"ql-x-138","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 HME1 3H-QL-X-138-1.11","2/19",0.00878790264945169,0.426709369777005,74.6398590755337,"PRAME;MAGEA3"
"gsk-1904529a","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 MCF7 24H-GSK-1904529A-0.04","2/19",0.00878790264945169,0.426709369777005,74.6398590755337,"MAGEA6;MAGEA3"
"mln-8054","LINCS_L1000_Chem_Pert_down","UP","Down","LJP009 HA1E 24H-MLN-8054-1.11","2/19",0.00878790264945169,0.426709369777005,74.6398590755337,"COL11A1;COL10A1"
"ink-128","LINCS_L1000_Chem_Pert_down","UP","Down","LJP007 MCF7 24H-INK-128-0.37","4/108",0.00891866588855033,0.429594298519692,24.5504208351574,"MAGEA12;MAGEA6;MAGEA3;HOXC10"
"gsk-2334470","LINCS_L1000_Chem_Pert_down","UP","Down","LJP009 HA1E 24H-GSK-2334470-10","3/57",0.00900108338473731,0.430123198884947,35.2408476750867,"PRAME;MAGEA6;MAGEA3"
"wye-125132","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 HA1E 24H-WYE-125132-10","5/171",0.00943408708267942,0.437967735734055,19.068316305747,"MAGEA12;PRAME;MAGEA6;MAGEA3;HOXC10"
"ql-xii-47","LINCS_L1000_Chem_Pert_down","UP","Down","LJP006 HME1 3H-QL-XII-47-0.37","3/58",0.00944069184178005,0.437967735734055,34.2481118482439,"PRAME;MAGEA6;MAGEA3"
