"drug","library","arm","drug_regulation","Term","Overlap","P.value","Adjusted.P.value","Combined.Score","Genes"
"mebendazole","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC018 HT29 6H-mebendazole-10.0","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"APOA1"
"brd-a36630025","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 EFO27 6H-BRD-A36630025-0.35","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"APOA1"
"mln2238","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 HA1E 6H-mln2238-10.0","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"ALDOB"
"pp-110","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 HCC15 6H-pp-110-22.2","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"KLK13"
"brd-k43620258","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 HCC515 24H-BRD-K43620258-80.0","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"ENDOU"
"brd-a25088322","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC020 MCF7 6H-BRD-A25088322-10.0","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"ALDOB"
"rosiglitazone hydrochloride","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 HT29 24H-rosiglitazone hydrochloride-80.0","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"ALDOB"
"tl hras26 brd-k01877528","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 LOVO 6H-tl hras26 brd-k01877528-10.0","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"ALDOB"
"brd-k12184916","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 LOVO 6H-BRD-K12184916-0.63","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"APOA1"
"bx-795","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 LOVO 6H-bx-795-10.0","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"GCG"
"pifithrin- ?","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 MCF7 24H-pifithrin- ?-10.0","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"APOA1"
"teniposide","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 MCF7 6H-teniposide-1.25","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"ENDOU"
"sirolimus","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 NCIH2073 6H-sirolimus-10.0","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"ALDOB"
"dovitinib","LINCS_L1000_Chem_Pert_up","DOWN","Up","LJP005 HA1E 24H-dovitinib-0.37","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"AQP4"
"brd-k52075040","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 PC3 6H-BRD-K52075040-44.4","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"ALDOB"
"bml-259","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 PL21 6H-bml-259-80.0","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"APOA1"
"pd-0325901","LINCS_L1000_Chem_Pert_up","DOWN","Up","LJP005 HEPG2 24H-PD-0325901-3.33","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"CSTA"
"mln4924","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 SKMEL28 6H-mln4924-11.1","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"ALDOB"
"brd-a36630025","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 SNGM 6H-BRD-A36630025-0.35","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"APOA1"
"olaparib","LINCS_L1000_Chem_Pert_up","DOWN","Up","LJP008 MCF7 24H-olaparib-10","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"CSTA"
"7b-cis","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 SNGM 6H-7b-cis-10.0","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"ALDOB"
"brd-k19295594","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 SW480 6H-BRD-K19295594-11.1","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"KLK13"
"akt inhibitor iv","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 SW480 6H-akt inhibitor iv-10.0","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"KRT13"
"akt-inhibitor-1-2","LINCS_L1000_Chem_Pert_up","DOWN","Up","LJP005 MCF10A 3H-AKT-inhibitor-1-2-10","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"TFAP2B"
"pf-477736","LINCS_L1000_Chem_Pert_up","DOWN","Up","LJP005 SKBR3 24H-PF-477736-1.11","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"CSTA"
"withaferin-a","LINCS_L1000_Chem_Pert_up","DOWN","Up","LJP006 A549 24H-withaferin-a-3.33","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"SPRR3"
"linifanib","LINCS_L1000_Chem_Pert_up","DOWN","Up","LJP006 HEPG2 24H-linifanib-0.37","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"SPRR2B"
"brd-k82732294","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC009 HCC515 6H-BRD-K82732294-10.0","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"ALDOB"
"brd-a37735495","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC010 HCC515 6H-BRD-A37735495-10.0","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"ALDOB"
"sertraline hydrochloride","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC011 PC3 24H-sertraline hydrochloride-10.0","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"SERPINB3"
"azd-5438","LINCS_L1000_Chem_Pert_up","DOWN","Up","LJP006 MCF10A 24H-AZD-5438-1.11","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"KRT13"
"c3393m50","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC013 A375 6H-c3393m50-10.0","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"KLK13"
"ibrutinib","LINCS_L1000_Chem_Pert_up","DOWN","Up","LJP007 HCC515 24H-ibrutinib-1.11","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"KRT4"
"brd-k66254772","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC013 PC3 6H-BRD-K66254772-10.0","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"TGM3"
"dacomitinib","LINCS_L1000_Chem_Pert_up","DOWN","Up","LJP007 HEPG2 24H-dacomitinib-10","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"ALDOB"
"np-009169","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC013 PC3 6H-np-009169-10.0","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"ALDOB"
"brd-k80346834","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC013 VCAP 24H-BRD-K80346834-10.0","1/75",0.432020520984081,0.737548993138331,1.50531875397219,"ALDOB"
"genistin","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC001 HA1E 24H-genistin-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"ENDOU"
"s1019","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC014 A549 24H-s1019-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"SERPINB13"
"wortmannin","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC001 HCC515 6H-wortmannin-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"APOA1"
"brd-k68174511","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC014 HT29 6H-BRD-K68174511-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"ALDOB"
"brd-a59145032","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC014 MCF7 24H-BRD-A59145032-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"ALDOB"
"s1017","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC014 NPC 24H-s1017-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"ENDOU"
"brd-a52193669","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC014 PC3 24H-BRD-A52193669-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"SERPINB13"
"pravastatin sodium salt","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC002 VCAP 24H-pravastatin sodium salt-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"ALDOB"
"cefixime","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC003 HA1E 24H-cefixime-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"ENDOU"
"l-6307","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC014 SKB 24H-l-6307-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"APOA1"
"tretinoin","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC014 VCAP 24H-tretinoin-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"APOA1"
"colforsin","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC004 HA1E 24H-colforsin-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"KRT4"
"iopanoic acid","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC004 HA1E 6H-iopanoic acid-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"APOA1"
"cgk 733","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC015 NPC 24H-cgk 733-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"ALDOB"
"d 4476","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC018 A549 24H-d 4476-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"KRT4"
"isoliquiritigenin","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 A375 24H-isoliquiritigenin-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"ALDOB"
"brd-k68007270","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC019 A375 6H-BRD-K68007270-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"CWH43"
"brd-k35424586","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC019 A549 24H-BRD-K35424586-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"ENDOU"
"stat3 inhibitor vi, s31-201","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 CL34 6H-stat3 inhibitor vi, s31-201-160.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"APOA1"
"brd-a36630025","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 CORL23 6H-BRD-A36630025-0.35","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"APOA1"
"ct-200783","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 DV90 6H-ct-200783-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"ALDOB"
"artesunate","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 HA1E 24H-artesunate-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"ALDOB"
"15-deoxy-?12,14-prostaglandin j2","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 HA1E 6H-15-deoxy-?12,14-prostaglandin j2-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"ALDOB"
"artesunate","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 HCC15 6H-artesunate-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"KRT4"
"brd-k52075040","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 HEC108 6H-BRD-K52075040-44.4","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"ALDOB"
"akt-inhibitor-1-2","LINCS_L1000_Chem_Pert_up","DOWN","Up","LJP005 A549 24H-AKT-inhibitor-1-2-10","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"TFAP2B"
"erlotinib","LINCS_L1000_Chem_Pert_up","DOWN","Up","LJP005 BT20 24H-erlotinib-3.33","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"CSTA"
"tw 37","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 NCIH2073 6H-tw 37-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"CSTA"
"minoxidil","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 NCIH508 6H-minoxidil-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"APOA1"
"gsk-1059615","LINCS_L1000_Chem_Pert_up","DOWN","Up","LJP005 HA1E 24H-GSK-1059615-10","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"CSTA"
"dl-pdmp","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 SKMEL1 6H-dl-pdmp-64.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"KLK13"
"pfi-1","LINCS_L1000_Chem_Pert_up","DOWN","Up","LJP008 PC3 24H-PFI-1-3.33","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"KRT13"
"pp-110","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 SNGM 6H-pp-110-22.2","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"APOA1"
"darinaparsin","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 SW480 6H-darinaparsin-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"APOA1"
"pifithrin- ?","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 U937 6H-pifithrin- ?-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"ALDOB"
"isoliquiritigenin","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 VCAP 6H-isoliquiritigenin-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"ALDOB"
"brd-k88198340","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC007 HA1E 24H-BRD-K88198340-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"APOB"
"ncgc00183690-01","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC007 HT29 24H-ncgc00183690-01-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"APOB"
"ncgc00188530-01","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC007 PC3 6H-ncgc00188530-01-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"TGM3"
"ncgc00182382-01","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC008 HCC515 6H-ncgc00182382-01-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"ALDOB"
"ncgc00165199-01","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC008 VCAP 24H-ncgc00165199-01-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"ALDOB"
"ncgc00165188-01","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC008 VCAP 6H-ncgc00165188-01-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"ENDOU"
"as-605240","LINCS_L1000_Chem_Pert_up","DOWN","Up","LJP006 HEPG2 24H-AS-605240-10","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"APOC3"
"brd-k01834163","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC009 MCF7 6H-BRD-K01834163-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"ALDOB"
"linifanib","LINCS_L1000_Chem_Pert_up","DOWN","Up","LJP006 HME1 3H-linifanib-1.11","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"APOA1"
"brd-k05331696","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC010 HEPG2 6H-BRD-K05331696-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"ALDOB"
"mk-2206","LINCS_L1000_Chem_Pert_up","DOWN","Up","LJP006 HS578T 3H-MK-2206-10","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"ALDOB"
"methotrexate","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC011 VCAP 24H-methotrexate-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"APOA1"
"dasatinib","LINCS_L1000_Chem_Pert_up","DOWN","Up","LJP006 MCF10A 3H-dasatinib-0.12","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"CSTA"
"s1364","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC012 MCF7 24H-s1364-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"APOA1"
"brd-k94991378","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC012 MCF7 24H-BRD-K94991378-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"ALDOB"
"brd-k32896438","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC012 VCAP 6H-BRD-K32896438-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"SERPINB3"
"pha-793887","LINCS_L1000_Chem_Pert_up","DOWN","Up","LJP006 PC3 24H-PHA-793887-3.33","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"ALDOB"
"geldanamycin","LINCS_L1000_Chem_Pert_up","DOWN","Up","LJP006 SKBR3 24H-geldanamycin-0.12","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"ALDOB"
"vorinostat","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC013 A549 24H-vorinostat-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"ALDOB"
"bosutinib","LINCS_L1000_Chem_Pert_up","DOWN","Up","LJP007 A375 24H-bosutinib-3.33","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"MAL"
"brd-k18163752","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC013 HT29 6H-BRD-K18163752-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"ALDOB"
"vorinostat","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC013 PC3 24H-vorinostat-10.0","1/76",0.436296393061318,0.737548993138331,1.46774467919657,"KLK13"
"nsc 95397","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC003 HA1E 24H-nsc 95397-10.0","2/198",0.438556750220459,0.737548993138331,1.11694188332922,"SERPINB13;KRT4"
"mg-132","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC017 HT29 6H-mg-132-10.0","2/198",0.438556750220459,0.737548993138331,1.11694188332922,"SERPINB13;ALDOB"
"vorinostat","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 A549 6H-vorinostat-11.1","2/198",0.438556750220459,0.737548993138331,1.11694188332922,"AQP4;ALDOB"
"ct-200783","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 VCAP 6H-ct-200783-10.0","2/198",0.438556750220459,0.737548993138331,1.11694188332922,"SERPINB13;ALDOB"
"pf-562271","LINCS_L1000_Chem_Pert_up","DOWN","Up","LJP006 HCC515 24H-PF-562271-10","2/198",0.438556750220459,0.737548993138331,1.11694188332922,"CSTA;APOB"
"brd-k91701654","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC014 A549 6H-BRD-K91701654-10.0","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"SERPINB13"
"brd-k01436366","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC014 HA1E 6H-BRD-K01436366-10.0","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"APOA1"
"methylstat","LINCS_L1000_Chem_Pert_up","DOWN","Up","LJP008 HA1E 24H-methylstat-10","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"TFAP2B"
"hy-11006","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC014 PC3 6H-hy-11006-10.0","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"CRCT1"
"pq 401","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC003 HA1E 24H-pq 401-10.0","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"KRT4"
"methyl 2,5-dihydroxycinnamate","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC004 HA1E 6H-methyl 2,5-dihydroxycinnamate-10.0","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"ALDOB"
"exemestane","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC004 HCC515 24H-exemestane-10.0","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"ALDOB"
"sb 218078","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC004 MCF7 6H-sb 218078-10.0","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"APOA1"
"cgk 733","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC015 SKB 24H-cgk 733-10.0","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"ALDOB"
"cyclopiazonic acid","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC005 A375 24H-cyclopiazonic acid-10.0","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"SERPINB3"
"wortmannin","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC017 MCF7 24H-wortmannin-10.0","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"APOA1"
"periplocymarin","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC005 MCF7 6H-periplocymarin-10.0","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"ENDOU"
"ici-185,282","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC017 SKB 24H-ici-185,282-10.0","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"SERPINB3"
"daunorubicin","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC017 SKB 24H-daunorubicin-10.0","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"APOA1"
"tomoxetine hydrochloride","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC018 A549 24H-tomoxetine hydrochloride-10.0","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"ENDOU"
"ch 55","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC018 ASC 24H-ch 55-10.0","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"ALDOB"
"emetine dihydrochloride hydrate (74)","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 A549 24H-emetine dihydrochloride hydrate (74)-0.63","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"CA7"
"brd-k35716340","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 A549 6H-BRD-K35716340-12.0","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"KRT4"
"brd-k88329126","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC018 SKB 24H-BRD-K88329126-10.0","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"SERPINB13"
"brd-k74486276","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC019 VCAP 6H-BRD-K74486276-10.0","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"ALDOB"
"brd-k52522949","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC020 PC3 24H-BRD-K52522949-10.0","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"APOA1"
"brd-k90543092","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC020 VCAP 6H-BRD-K90543092-10.0","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"CRCT1"
"nsc 95397","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 HEPG2 6H-nsc 95397-10.0","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"ALDOB"
"azacytidine-5","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPD003 PC3 6H-azacytidine-5-10.0","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"ADH7"
"su-11274","LINCS_L1000_Chem_Pert_up","DOWN","Up","LJP005 A549 24H-SU-11274-10","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"APOB"
"ql-xi-92","LINCS_L1000_Chem_Pert_up","DOWN","Up","LJP009 PC3 24H-QL-XI-92-10","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"CSTA"
"wh-4-025","LINCS_L1000_Chem_Pert_up","DOWN","Up","LJP005 BT20 24H-WH-4-025-3.33","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"CSTA"
"brd-k56411643","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 MCF7 6H-BRD-K56411643-10.0","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"ALDOB"
"16-hydroxytriptolide","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 NCIH2073 6H-16-hydroxytriptolide-0.08","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"TGM3"
"brd-k12184916","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 NCIH2073 6H-BRD-K12184916-0.63","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"APOA1"
"importazole","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 NCIH596 6H-importazole-60.0","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"CRNN"
"brd-k00317371","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 RMGI 6H-BRD-K00317371-10.0","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"ALDOB"
"16beta-bromoandrosterone","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 SKM1 6H-16beta-bromoandrosterone-11.1","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"CRCT1"
"brd-k73261812","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 SKMEL28 6H-BRD-K73261812-10.0","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"APOA1"
"cyt997","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 SW620 6H-cyt997-1.0","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"CRNN"
"16-hydroxytriptolide","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 SW948 6H-16-hydroxytriptolide-0.08","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"APOA1"
"zm 336372","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 VCAP 6H-zm 336372-102.71","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"ENDOU"
"chaetocin","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC006 WSUDLCL2 6H-chaetocin-0.08","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"ENDOU"
"piceatannol","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC007 A375 24H-piceatannol-10.0","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"ALDOB"
"brd-k58214070","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC007 HCC515 6H-BRD-K58214070-10.0","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"ENDOU"
"brd-k85275009","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC007 HT29 24H-BRD-K85275009-10.0","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"KRT4"
"brd-k88198340","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC007 HT29 6H-BRD-K88198340-10.0","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"ALDOB"
"wortmannin","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC007 MCF7 6H-wortmannin-10.0","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"APOA1"
"k784-3187","LINCS_L1000_Chem_Pert_up","DOWN","Up","CPC007 PC3 24H-k784-3187-10.0","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"ALDOB"
"sar-245408","LINCS_L1000_Chem_Pert_up","DOWN","Up","LJP005 SKBR3 24H-SAR-245408-10","1/77",0.440540288411345,0.737548993138331,1.43145560577126,"CSTA"
