"gene","coef","HR","lo","hi","p"
"NTN5",-0.120929285972551,0.886096616837962,0.730151248713913,1.07534872501372,0.220792245491186
"SIGLEC5",0.295296529512951,1.34352469434747,0.492908367286735,3.66205713702447,0.563807279709357
"MPV17L",0.0143806550062611,1.01448455407359,0.932869349210047,1.10324013895986,0.73682604461995
"MPLKIP",0.0610780939342601,1.06298192338634,0.788922115192972,1.43224603251202,0.688058685041712
"SPAG16",0.144864365157906,1.15588278165669,1.02298201604534,1.30604935763719,0.0200948572101323
