"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"cyclosporin A CTD 00007121","92/4825",2.71337153860934e-22,1.98076122318482e-20,0,0,5.06627712976387,251.584635153437,"TOP2A;ZWILCH;DSCC1;HJURP;KIF14;BUB1B;MCM10;KIF11;MKI67;BRCA2;FOXM1;KIF15;NUDCD1;EXO1;CHEK1;NUF2;ENC1;NEK2;KNTC1;MYBL2;SOX9;GTSE1;SOX4;DLGAP5;TEAD4;HELLS;RFC3;SDS;CKAP2L;KIF23;PUS7;ASPM;DEPDC1B;MELK;HOXB9;DBF4;DKC1;TIMELESS;DEPDC1;KIF2C;KIF20A;PRR11;DTL;CCDC150;PRIM2;BLM;CDCA2;TTYH3;UHRF1;CDCA5;NCAPG;TTK;HMMR;LRP8;NCAPH;RAD54B;RAD51AP1;BRIP1;ORC6;MTHFD1L;E2F3;ECT2;BUB1;MEST;E2F7;CTHRC1;FANCI;GINS1;STIL;SPAG5;UBE2C;GDF15;RCC2;ATAD2;LIF;CDC7;INHBA;SHCBP1;NDC80;TPX2;ANLN;CENPE;KIF18A;CENPF;CENPI;KIF4A;UBE2T;CENPK;NFE2L3;CDK1;TRIP13;EZH2"
"genistein CTD 00007324","48/1231",3.39041191081053e-22,2.37600066709602e-20,0,0,7.42558798667396,367.090778297556,"TOP2A;RNFT2;UHRF1;CDCA5;KIF14;BUB1B;NCAPG;MCM10;TTK;KIF11;BRCA2;CLDN1;CENPA;LRP8;KIF15;RAD51AP1;ESM1;CHEK1;ENC1;MYBL2;ECT2;GTSE1;BUB1;SOX4;DLGAP5;FANCI;GINS1;ATAD5;SPAG5;UBE2C;GDF15;ATAD2;KIF23;INHBA;NDC80;COL1A1;ASPM;CENPE;DEPDC1B;CENPF;MELK;KIF4A;UBE2T;CDK1;KIF2C;KIF20A;TRIP13;DTL"
"8-azaguanine PC3 DOWN","24/207",7.35207056256046e-22,4.9541644713869e-20,0,0,20.4704657819412,996.131555421783,"TOP2A;BLM;STIL;TROAP;HJURP;KIF14;BUB1B;CDC7;MCM10;TTK;KIF11;MKI67;CENPA;LRP8;NDC80;KIF15;RAD54B;ASPM;KIF18A;CENPF;KIF2C;KIF20A;GTSE1;BUB1"
"estradiol CTD 00005920","86/4336",1.96258428672846e-21,1.27349913716602e-19,0,0,4.93235294117647,235.174710727672,"TOP2A;ZWILCH;DSCC1;HJURP;KIF14;BUB1B;PKD2L1;MCM10;KIF11;MKI67;BRCA2;FOXM1;CLDN1;KIF15;EXO1;SALL4;CHEK1;NUF2;ENC1;NEK2;MYBL2;SOX9;SOX4;CEP55;DLGAP5;HELLS;RFC3;BGN;KIF23;PUS7;PGM2L1;ASPM;MMP11;DEPDC1B;MELK;FANCD2;DKC1;ADAM12;TIMELESS;DEPDC1;KIF2C;KIF20A;DTL;PRIM2;BLM;UHRF1;CDCA5;COL11A1;NCAPG;TTK;HMMR;IQGAP3;PLA2G7;CENPA;LRP8;NCAPH;RAD51AP1;BRIP1;CST1;MTHFD1L;E2F3;ECT2;WNT2;BUB1;E2F7;FANCI;GINS1;STIL;SPAG5;UBE2C;GDF15;ATAD2;LIF;INHBA;SHCBP1;NDC80;COL1A1;TPX2;ANLN;KIF18A;CENPF;KIF4A;UBE2T;CENPK;CDK1;TRIP13"
"monobenzone MCF7 DOWN","12/21",5.60792499985855e-21,3.50895878562578e-19,0,0,191.700483091787,8939.01388075399,"ASPM;CENPE;CENPF;KIF14;DEPDC1;KIF23;HMMR;KIF20A;CENPA;BUB1;NDC80;DLGAP5"
"benzo[a]pyrene CTD 00005488","85/4424",3.7546261947795e-20,2.26831210112196e-18,0,0,4.6747212225433,209.094264517825,"ARHGAP11A;TOP2A;ZWILCH;BUB1B;MCM10;TREM2;KIF11;FOXM1;CLDN1;HOXA13;KIF15;ESM1;NUDCD1;EXO1;CHEK1;NUF2;ENC1;NEK2;KNTC1;MYBL2;SOX9;SOX4;CEP55;DLGAP5;RFC3;SDS;CKAP2L;PGM2L1;ASPM;MMP11;MELK;DBF4;FANCD2;DKC1;DEPDC1;KIF2C;KIF20A;PRR11;DTL;RNFT2;PRIM2;BLM;UHRF1;CDCA5;NCAPG;TTK;HMMR;PKMYT1;PLA2G7;CENPA;LRP8;NCAPH;RAD51AP1;TMEM26;BRIP1;CST1;MTHFD1L;CLSPN;ECT2;HOXC8;BUB1;E2F7;CTHRC1;FANCI;STIL;SPAG5;UBE2C;GDF15;OSBPL3;ATAD2;LIF;CDC7;SHCBP1;NDC80;COL1A1;ANLN;CENPE;CENPF;KIF4A;UBE2T;KIF26B;CENPK;NFE2L3;CDK1;EZH2"
"67526-95-8 CTD 00007263","40/953",1.73681552991757e-19,1.01430026947186e-17,0,0,7.54236781838096,325.808141482805,"UHRF1;DSCC1;BUB1B;NCAPG;MCM10;SNX10;TTK;KIF11;MKI67;PKMYT1;BRCA2;CENPA;LRP8;KIF15;MTHFD1L;EXO1;CHEK1;ENC1;DLGAP5;E2F7;STRA6;FANCI;POLQ;RFC3;SPAG5;UBE2C;GDF15;ATAD2;CDC7;INHBA;DEPDC1B;CENPF;MELK;KIF4A;UBE2T;TIMELESS;CDK1;KIF2C;KIF20A;DTL"
"COPPER CTD 00005706","51/1688",8.43025237924708e-19,4.76445231240029e-17,0,0,5.73149330815794,238.529219465908,"ARHGAP11A;TOP2A;DSCC1;HJURP;BUB1B;MCM10;KIF11;MKI67;FOXM1;CLDN1;HOXA13;KIF15;EXO1;CHEK1;ENC1;NEK2;SOX9;GTSE1;SOX4;DLGAP5;TEAD4;HELLS;KIF23;DEPDC1;KIF2C;KIF20A;DTL;BLM;UHRF1;COL11A1;NCAPG;HMMR;PLA2G7;LRP8;NCAPH;RAD54B;RAD51AP1;E2F7;GINS1;UBE2C;ATAD2;CDC7;NDC80;TPX2;ANLN;CENPF;KIF4A;UBE2T;CENPK;CDK1;CENPO"
"irinotecan PC3 DOWN","38/999",4.50949804666135e-17,2.46895018054709e-15,0,0,6.66885312918091,251.0006984292,"TOP2A;BLM;HJURP;KIF14;BUB1B;NCAPG;TTK;HMMR;KIF11;MKI67;CENPA;LRP8;NCAPH;KIF15;RAD54B;RAD51AP1;KNTC1;ECT2;BUB1;DLGAP5;TEAD4;POLQ;RFC3;OSBPL3;ATAD2;KIF23;NDC80;TPX2;ASPM;CENPE;KIF18A;CENPF;MELK;CENPI;KIF4A;KIF2C;DTL;EZH2"
"Bisphenol A CTD 00000312","41/1262",4.89947574082561e-16,2.60117621149287e-14,0,0,5.73893409673226,202.310243557587,"ARHGAP11A;TOP2A;BLM;UHRF1;KIF14;BUB1B;NCAPG;MCM10;KIF11;BRCA2;CENPA;KIF15;RAD51AP1;NUDCD1;CHEK1;ENC1;MYBL2;E2F3;ECT2;SOX4;FANCI;GINS1;UBE2C;GDF15;ATAD2;LIF;KIF23;NDC80;ASPM;MMP11;DEPDC1B;CENPF;MELK;HOXB9;KIF4A;UBE2T;CDK1;KIF20A;TRIP13;DTL;EZH2"
"vinblastine CTD 00006986","20/227",5.35494211822463e-16,2.75937017386163e-14,0,0,14.5990338164251,513.350813014497,"TOP2A;DSCC1;NCAPG;SNX10;KIF23;TTK;HMMR;INHBA;KIF11;CENPA;NCAPH;NDC80;KIF15;MELK;ORC6;KIF4A;CDK1;KIF20A;GTSE1;BUB1"
"0297417-0002B PC3 DOWN","13/72",6.7905628420534e-15,3.39916174265073e-13,0,0,31.8301373252505,1038.40229080657,"TEAD4;HELLS;POLQ;BLM;DSCC1;XRCC2;MCM10;CDC7;PKMYT1;EXO1;ENC1;DTL;SOX4"
"monobenzone PC3 DOWN","18/204",1.64424656876482e-14,8.00199996798881e-13,0,0,14.41642228739,457.561515597233,"TOP2A;UBE2C;HJURP;KIF14;KIF23;HMMR;MKI67;CENPA;TPX2;CENPE;KIF18A;CENPF;DEPDC1;NEK2;KIF2C;KIF20A;BUB1;DLGAP5"
"8-azaguanine HL60 DOWN","33/897",1.99090106436213e-14,9.42718558043907e-13,0,0,6.19794634377968,195.530356677769,"ARHGAP11A;TOP2A;ZWILCH;DSCC1;TROAP;KIF14;BUB1B;MCM10;SNX10;HMMR;KIF11;MKI67;BRCA2;CENPA;LRP8;NCAPH;KIF15;RAD54B;NEK2;ECT2;BUB1;CEP55;DLGAP5;OSBPL3;CDC7;PUS7;ASPM;CENPE;CENPF;DKC1;CENPI;KIF20A;TRIP13"
"0175029-0000 PC3 DOWN","64/3326",4.22045176305576e-14,1.94585039180887e-12,0,0,3.78435258722713,116.543865059676,"ARHGAP11A;DSCC1;HJURP;KIF14;BUB1B;MCM10;KIF11;MKI67;BRCA2;KIF15;EXO1;CHEK1;ENC1;NEK2;SOX9;GTSE1;SOX4;CEP55;DLGAP5;TEAD4;RFC3;KIF23;ASPM;MELK;DBF4;DEPDC1;KIF2C;KIF20A;DTL;PRIM2;BLM;TROAP;NCAPG;TTK;HMMR;CENPA;NCAPH;RAD54B;RAD51AP1;BRIP1;ORC6;E2F3;ECT2;BUB1;GINS1;POLQ;STIL;ATAD5;UBE2C;XRCC2;OSBPL3;ATAD2;LIF;CDC7;INHBA;SHCBP1;NDC80;TPX2;CENPE;KIF18A;CENPF;CENPI;CDK1;EZH2"
"pyrvinium MCF7 DOWN","13/92",1.8818852049591e-13,8.45400738227781e-12,0,0,23.7478517970988,695.84369373388,"POLQ;BLM;KIF14;BUB1B;MCM10;KIF23;KIF11;MKI67;NDC80;CENPE;KIF20A;GTSE1;DTL"
"doxorubicin CTD 00005874","29/750",2.83426239694178e-13,1.2414069298605e-11,0,0,6.35871895095196,183.714991867887,"TOP2A;DSCC1;BUB1B;NCAPG;SNX10;TTK;HMMR;MKI67;BRCA2;CLDN1;CENPA;KIF15;ORC6;CHEK1;E2F3;GTSE1;MEST;FANCI;RFC3;GDF15;CDC7;KIF23;INHBA;NDC80;MELK;KIF4A;CDK1;KIF20A;EZH2"
"7646-79-9 CTD 00000928","60/3094",3.07643330652753e-13,1.3146124763503e-11,0,0,3.69501208525599,106.452689608911,"ARHGAP11A;TOP2A;ZWILCH;HJURP;KIF14;SNX10;KIF11;MKI67;FOXM1;ESM1;EXO1;CHEK1;ENC1;NEK2;KNTC1;MYBL2;GTSE1;SOX4;CEP55;DLGAP5;BGN;KIF23;PUS7;PGM2L1;ASPM;MELK;DBF4;DKC1;ADAM12;DEPDC1;KIF2C;KIF20A;PRR11;CDCA2;TTYH3;TROAP;HMMR;CENPA;LRP8;NCAPH;MTHFD1L;ECT2;BUB1;FANCI;GINS1;UBE2C;GDF15;RCC2;ATAD2;SHCBP1;TPX2;ANLN;KIF18A;CENPF;CENPI;KIF4A;UBE2T;CDK1;TRIP13;EZH2"
