"variable","label","n","threshold","pos_rate","tp_rate","fp_rate","harm","net_benefit"
"none","Treat None",301,0.49,0.467116290322694,0,0,0,0
"none","Treat None",301,0.5,0.467116290322694,0,0,0,0
"p_clin","p_clin",301,0,0.467116290322694,0.467116290322694,0.532883709677306,0,0.467116290322694
"p_clin","p_clin",301,0.01,0.467116290322694,0.467116290322694,0.532883709677306,0,0.46173362658858
"p_clin","p_clin",301,0.02,0.467116290322694,0.467116290322694,0.532883709677306,0,0.456241112574178
"p_clin","p_clin",301,0.03,0.467116290322694,0.467116290322694,0.532883709677306,0,0.450635350848138
"p_clin","p_clin",301,0.04,0.467116290322694,0.467116290322694,0.532883709677306,0,0.444912802419473
"p_clin","p_clin",301,0.05,0.467116290322694,0.467116290322694,0.532883709677306,0,0.439069779287046
"p_clin","p_clin",301,0.06,0.467116290322694,0.467116290322694,0.532883709677306,0,0.433102436513504
"p_clin","p_clin",301,0.07,0.467116290322694,0.467116290322694,0.532883709677306,0,0.427006763787843
"p_clin","p_clin",301,0.08,0.467116290322694,0.467116290322694,0.532883709677306,0,0.420778576437711
"p_clin","p_clin",301,0.09,0.467116290322694,0.467116290322694,0.532883709677306,0,0.414413505849114
"p_clin","p_clin",301,0.1,0.467116290322694,0.467116290322694,0.532883709677306,0,0.407906989247438
"p_clin","p_clin",301,0.11,0.467116290322694,0.465908925944739,0.530768814919048,0,0.400308285898564
"p_clin","p_clin",301,0.12,0.467116290322694,0.465908925944739,0.530768814919048,0,0.39353136027396
"p_clin","p_clin",301,0.13,0.467116290322694,0.465402496167667,0.527952985559907,0,0.38651296958975
"p_clin","p_clin",301,0.14,0.467116290322694,0.462677861322613,0.524033102132537,0,0.377370147021967
"p_clin","p_clin",301,0.15,0.467116290322694,0.45919522071461,0.524193483604327,0,0.366690488313846
"p_clin","p_clin",301,0.16,0.467116290322694,0.456890794987671,0.519853391058841,0,0.357871101452653
"p_clin","p_clin",301,0.17,0.467116290322694,0.453295088562,0.520126838348299,0,0.346763085526806
"p_clin","p_clin",301,0.18,0.467116290322694,0.451332626024293,0.508800264341155,0,0.339644763120137
"p_clin","p_clin",301,0.19,0.467116290322694,0.448426428568079,0.501739684388732,0,0.330734403834919
"p_clin","p_clin",301,0.2,0.467116290322694,0.450460784328009,0.486416292083951,0,0.328856711307021
"p_clin","p_clin",301,0.21,0.467116290322694,0.450676443981212,0.479556114158323,0,0.323199502242923
"p_clin","p_clin",301,0.22,0.467116290322694,0.44859778700078,0.465023475457692,0,0.317437319563995
"p_clin","p_clin",301,0.23,0.467116290322694,0.44667968555553,0.447008022085666,0,0.313157808828642
"p_clin","p_clin",301,0.24,0.467116290322694,0.447019210903961,0.426734941919959,0,0.312260808192395
"p_clin","p_clin",301,0.25,0.467116290322694,0.44098310694352,0.416159750199337,0,0.302263190210408
"p_clin","p_clin",301,0.26,0.467116290322694,0.431089238603037,0.416086841131183,0,0.284896564692081
"p_clin","p_clin",301,0.27,0.467116290322694,0.424781675341096,0.40578310871206,0,0.274697511844855
"p_clin","p_clin",301,0.28,0.467116290322694,0.423799309291903,0.383509660807765,0,0.274656663422217
