"variable","label","n","threshold","pos_rate","tp_rate","fp_rate","harm","net_benefit"
"p_comb","Combined",300,0.2,0.399999999999999,0.363333333333334,0.396666666666666,0,0.264166666666668
"p_comb","Combined",300,0.21,0.399999999999999,0.363333333333333,0.373333333333334,0,0.264092827004219
"p_comb","Combined",300,0.22,0.399999999999999,0.363333333333333,0.363333333333334,0,0.2608547008547
"p_comb","Combined",300,0.23,0.399999999999999,0.356666666666667,0.35,0,0.252121212121212
"p_comb","Combined",300,0.24,0.399999999999999,0.353333333333334,0.343333333333333,0,0.244912280701755
"p_comb","Combined",300,0.25,0.399999999999999,0.35,0.320000000000001,0,0.243333333333333
"p_comb","Combined",300,0.26,0.399999999999999,0.34,0.3,0,0.234594594594595
"p_comb","Combined",300,0.27,0.399999999999999,0.336666666666667,0.3,0,0.225707762557077
"p_comb","Combined",300,0.28,0.399999999999999,0.333333333333333,0.283333333333334,0,0.223148148148148
"p_comb","Combined",300,0.29,0.399999999999999,0.333333333333333,0.273333333333334,0,0.22169014084507
"p_comb","Combined",300,0.3,0.399999999999999,0.33,0.27,0,0.214285714285714
"p_comb","Combined",300,0.31,0.399999999999999,0.316666666666666,0.266666666666667,0,0.196859903381642
"p_comb","Combined",300,0.32,0.399999999999999,0.31,0.253333333333333,0,0.19078431372549
"p_comb","Combined",300,0.33,0.399999999999999,0.296666666666666,0.246666666666667,0,0.175174129353233
"p_comb","Combined",300,0.34,0.399999999999999,0.29,0.226666666666666,0,0.173232323232324
"p_comb","Combined",300,0.35,0.399999999999999,0.286666666666666,0.226666666666667,0,0.164615384615384
"p_comb","Combined",300,0.36,0.399999999999999,0.28,0.216666666666667,0,0.158125
"p_comb","Combined",300,0.37,0.399999999999999,0.276666666666667,0.206666666666666,0,0.155291005291006
"p_comb","Combined",300,0.38,0.399999999999999,0.276666666666667,0.193333333333333,0,0.158172043010753
"p_comb","Combined",300,0.39,0.399999999999999,0.273333333333333,0.186666666666667,0,0.153989071038251
"p_comb","Combined",300,0.4,0.399999999999999,0.273333333333333,0.183333333333333,0,0.151111111111111
"p_comb","Combined",300,0.41,0.399999999999999,0.27,0.166666666666666,0,0.154180790960452
"p_comb","Combined",300,0.42,0.399999999999999,0.266666666666667,0.15,0,0.158045977011495
"p_comb","Combined",300,0.43,0.399999999999999,0.26,0.143333333333333,0,0.15187134502924
"p_comb","Combined",300,0.44,0.399999999999999,0.25,0.13,0,0.147857142857143
"p_comb","Combined",300,0.45,0.399999999999999,0.246666666666667,0.123333333333333,0,0.145757575757576
"p_comb","Combined",300,0.46,0.399999999999999,0.246666666666667,0.123333333333333,0,0.141604938271605
"p_comb","Combined",300,0.47,0.399999999999999,0.233333333333333,0.123333333333333,0,0.123962264150943
"p_comb","Combined",300,0.48,0.399999999999999,0.23,0.113333333333333,0,0.125384615384615
"p_comb","Combined",300,0.49,0.399999999999999,0.216666666666667,0.11,0,0.110980392156863
"p_comb","Combined",300,0.5,0.399999999999999,0.213333333333333,0.0933333333333334,0,0.12
