feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
CBX7	status	Tumor	-1.60427073169572	0.114848666297867	855	402	4.5816715355322e-40	7.36603140760803e-39
WDHD1	status	Tumor	1.59293469151789	0.114082705551624	855	427	4.88302236005149e-40	7.82535634623636e-39
ZWINT	status	Tumor	1.59722031109284	0.114476602038867	855	448	5.51130732966694e-40	8.80400531895677e-39
PUS7	status	Tumor	1.59204569544937	0.114182898139244	855	426	6.13710256494553e-40	9.77245631360754e-39
PTGR1	status	Tumor	-1.59128702412815	0.11418845502741	855	391	6.67144484480425e-40	1.05895949917528e-38
PGRMC2	status	Tumor	-1.58746380494295	0.113940996072689	855	415	6.92627762598541e-40	1.09593000411162e-38
MAD2L1	status	Tumor	1.58849407571085	0.114074069952026	855	414	7.5203519048387e-40	1.1861753793121e-38
MYZAP	status	Tumor	-1.59131917011204	0.11436185809186	855	430	8.46031020408936e-40	1.33023745347317e-38
RAP1A	status	Tumor	-1.59532778218651	0.114671217765276	855	377	8.71274525957143e-40	1.36563405322436e-38
ESRRG	status	Tumor	-1.57602600088503	0.113321349977889	855	400	9.18206121471568e-40	1.43469706479933e-38
LGI3	status	Tumor	-1.58915732183493	0.114297457911354	855	379	9.5972023342173e-40	1.49489132931734e-38
KIFC1	status	Tumor	1.59215724471683	0.114538154205895	855	453	9.93356345451843e-40	1.54247879728547e-38
NCAM1	status	Tumor	-1.5928894496272	0.114724175051948	855	413	1.19381958976735e-39	1.84801794081633e-38
ILDR1	status	Tumor	1.59285073805387	0.114786528165174	855	440	1.30572240763876e-39	2.01500371549191e-38
LGI1	status	Tumor	-1.59731654686958	0.115173936544841	855	412	1.42843710365353e-39	2.19759554408236e-38
FXYD1	status	Tumor	-1.58687556058957	0.114506602401448	855	391	1.60682283222715e-39	2.46445219666741e-38
ADAMTSL1	status	Tumor	-1.58583774076571	0.114478605650444	855	419	1.7138362688525e-39	2.6205447535971e-38
RIPK2	status	Tumor	1.57888588643463	0.114089820863776	855	433	2.00288017309936e-39	3.05317099557829e-38
ZNF281	status	Tumor	1.58883123849549	0.114874433894742	855	421	2.1918951039179e-39	3.33114757434331e-38
STRIP2	status	Tumor	1.57560574388656	0.11393281603774	855	410	2.23642185348312e-39	3.38851795982291e-38
PLAC9	status	Tumor	-1.58631221848213	0.114731936588833	855	402	2.3139739820804e-39	3.49542897595226e-38
SUGCT.AS1	status	Tumor	1.57467272011662	0.113982605654416	855	417	2.62800799972174e-39	3.95784337307491e-38
MT1M	status	Tumor	-1.57391132333356	0.113931656173523	855	432	2.64309597482781e-39	3.9631385821247e-38
GTPBP4	status	Tumor	1.58630676729874	0.114830118990269	855	412	2.6473765728593e-39	3.9631385821247e-38
RPRM	status	Tumor	-1.57464481247468	0.113992159774446	855	426	2.67013563079566e-39	3.98527706088905e-38
PTN	status	Tumor	-1.57948257074538	0.114403395029653	855	383	2.90270643628489e-39	4.31950362542394e-38
HSPB8	status	Tumor	-1.58693814142162	0.115023790809026	855	386	3.23803159625427e-39	4.80420118138616e-38
CSRNP1	status	Tumor	-1.57527685461842	0.114189720916432	855	406	3.28786406371528e-39	4.8637042362652e-38
CDC6	status	Tumor	1.57982748190452	0.114523448145964	855	436	3.3052191615956e-39	4.87495451562773e-38
LIF.AS2	status	Tumor	1.578100597995	0.114421035200598	855	405	3.40960985339265e-39	5.01413213734213e-38
FHL1	status	Tumor	-1.585497873196	0.114976368442323	855	380	3.49871746444599e-39	5.11508401234794e-38
CRYAB	status	Tumor	-1.58795097149661	0.115153922902566	855	372	3.49711343260003e-39	5.11508401234794e-38
KIAA1191	status	Tumor	-1.57760632720813	0.114419099653746	855	424	3.57111397268446e-39	5.20570549954002e-38
TMEM220.AS1	status	Tumor	-1.57835374700026	0.114495802091119	855	411	3.6823472773614e-39	5.3522489496532e-38
CADM2	status	Tumor	-1.58173008198759	0.115041295792522	855	436	5.53460832770666e-39	8.02117148942994e-38
PNPT1	status	Tumor	1.57702949751431	0.114820538459822	855	430	6.52029041243529e-39	9.42238498906834e-38
COLGALT1	status	Tumor	1.57116418915159	0.11441176139444	855	442	6.6838026064504e-39	9.63083949056253e-38
CDC45	status	Tumor	1.56425479115343	0.113919508674623	855	438	6.78362574956451e-39	9.74658872063866e-38
HBB	status	Tumor	-1.5783325931287	0.114948049283803	855	398	6.81390396030882e-39	9.76204005774903e-38
SPC25	status	Tumor	1.5722711244047	0.114637025350676	855	461	8.12824778161293e-39	1.16117825451613e-37
PMP2	status	Tumor	-1.57218279682867	0.114753338304795	855	427	9.59150877942348e-39	1.36631179194067e-37
TICRR	status	Tumor	1.5700105308624	0.114623214520187	855	436	9.96622712943396e-39	1.41565726270369e-37
PRKN	status	Tumor	-1.57874914891657	0.115314574979768	855	403	1.0704714797956e-38	1.51624855495128e-37
CLDN1	status	Tumor	1.55280896648666	0.113537948716696	855	435	1.2568185015223e-38	1.7741781051726e-37
SOX4	status	Tumor	1.56382467291486	0.114345072401841	855	428	1.25966645467255e-38	1.7741781051726e-37
PPAT	status	Tumor	1.56751493556924	0.114662051979176	855	422	1.34205473768892e-38	1.88490833945072e-37
TEDC2	status	Tumor	1.56702315571351	0.114639684259111	855	418	1.36680460533795e-38	1.91429216433886e-37
DNASE1L3	status	Tumor	-1.56811094632578	0.114730326862137	855	425	1.3872443546944e-38	1.93749211549497e-37
DCLK3	status	Tumor	1.55365271497198	0.113773585473764	855	418	1.59050025587571e-38	2.21518141486868e-37
CASP2	status	Tumor	1.56996467388873	0.115000474968195	855	425	1.66081356467287e-38	2.30668550649009e-37
SLC7A3	status	Tumor	-1.56410889203262	0.11459112432411	855	402	1.70500377247362e-38	2.36150106990806e-37
ARHGEF37	status	Tumor	-1.56438615313694	0.114641107989561	855	435	1.77413954071069e-38	2.45046897888217e-37
PPP1CB	status	Tumor	-1.55901567688347	0.114255649688037	855	404	1.79355464204425e-38	2.47046093945489e-37
PARPBP	status	Tumor	1.56134831292225	0.114497709918276	855	420	1.97292343462221e-38	2.71005966294259e-37
KCNA5	status	Tumor	-1.5683606873694	0.115052034340177	855	367	2.08120081540127e-38	2.85096002109763e-37
PABPC1L	status	Tumor	1.56387279206821	0.114776150645745	855	419	2.23482280750339e-38	3.05303662227239e-37
HOXC10	status	Tumor	1.56205898452955	0.114663997775429	855	372	2.29828704902625e-38	3.13118126570334e-37
FEZF1.AS1	status	Tumor	1.55322062548587	0.114050566393824	855	369	2.40998356720978e-38	3.27443419457851e-37
DNMT1	status	Tumor	1.55929847314054	0.114548931798459	855	433	2.58359545217939e-38	3.50080684577154e-37
PPP1R3C	status	Tumor	-1.56753374966064	0.115249522957109	855	411	2.93294702587147e-38	3.96344192685333e-37
MARCHF2	status	Tumor	-1.56536697874186	0.115107552946957	855	414	3.00118366490136e-38	4.04472192035224e-37
RAB30	status	Tumor	-1.56976286507754	0.115448857980047	855	390	3.07371152044171e-38	4.13133268876575e-37
ZNF276.AS1	status	Tumor	-1.56963231840064	0.115481797461175	855	408	3.25146037004768e-38	4.35852596521137e-37
GSTM2	status	Tumor	-1.56212198270574	0.11494117720564	855	432	3.30336397423955e-38	4.41626199764646e-37
RAD51	status	Tumor	1.54687149499472	0.113875349415074	855	426	3.56205967168714e-38	4.74941289558285e-37
TINF2	status	Tumor	-1.56557005102485	0.115254656110105	855	417	3.57519294881445e-38	4.75424594257241e-37
CYP27B1	status	Tumor	1.56538331209523	0.115301437619292	855	416	3.87289112411462e-38	5.13646037680984e-37
SAT2	status	Tumor	-1.56198570573223	0.115144947608621	855	417	4.38397196293577e-38	5.79890471287801e-37
TSC22D3	status	Tumor	-1.56039860663179	0.115032440603916	855	440	4.41006290535072e-38	5.81802494109594e-37
SORCS1	status	Tumor	-1.56361873095047	0.115306285813249	855	390	4.62722265336256e-38	6.08845085968758e-37
PPM1H	status	Tumor	1.55655598615262	0.114810088305059	855	468	4.78055891797886e-38	6.27369936742633e-37
PBK	status	Tumor	1.55513907065044	0.114710068083091	855	437	4.80906936002947e-38	6.29459340317993e-37
SLC2A4	status	Tumor	-1.56603928644142	0.115527837292436	855	381	4.89678754125589e-38	6.39267303036017e-37
LINC02577	status	Tumor	1.55876965471061	0.115022268514999	855	340	5.09945309824671e-38	6.63991288834207e-37
ADCYAP1R1	status	Tumor	-1.56035878407485	0.115178312380069	855	370	5.36684949403916e-38	6.96993440784307e-37
ZNF695	status	Tumor	1.5548137990624	0.114810116087805	855	397	5.66642747087101e-38	7.3399319570868e-37
SMIM5	status	Tumor	-1.54855889461515	0.114433991177571	855	418	6.34807951788584e-38	8.20165312388352e-37
PER1	status	Tumor	-1.55331412849494	0.114836258067161	855	431	6.78849017103773e-38	8.74805434412079e-37
GHR	status	Tumor	-1.55841039263497	0.115240303520059	855	412	7.036070036888e-38	9.0437918211928e-37
APOC1	status	Tumor	1.55403579514476	0.114957030098046	855	444	7.41842301513484e-38	9.51079873735236e-37
ATP1A2	status	Tumor	-1.55801915463769	0.115253693843591	855	384	7.43792931341273e-38	9.51141855935132e-37
TLE5	status	Tumor	-1.5449692193065	0.114292508804851	855	425	7.47914415166023e-38	9.53972468324009e-37
ERCC6L	status	Tumor	1.54722257257692	0.114476058435551	855	424	7.64745738136144e-38	9.72958954371684e-37
SOSTDC1	status	Tumor	-1.54173109540903	0.114077579187109	855	413	7.72714864643016e-38	9.8060262010535e-37
CIRBP	status	Tumor	-1.54625257035205	0.114443530243911	855	428	8.05417672580844e-38	1.01951604124157e-36
FBXO8	status	Tumor	-1.54721128990196	0.114554890528246	855	421	8.49485337682801e-38	1.07258249707424e-36
HBA1	status	Tumor	-1.55544170066848	0.115176889062125	855	391	8.63656284089607e-38	1.08772831749321e-36
STRA6	status	Tumor	1.54347807136813	0.114299818238037	855	369	8.73760992446898e-38	1.09768968900364e-36
AURKB	status	Tumor	1.54777448029628	0.114769979636199	855	443	1.06699347155992e-37	1.33708455082696e-36
OPCML	status	Tumor	-1.54757401729425	0.114838099946769	855	432	1.18963245185063e-37	1.48704056481328e-36
DAB1	status	Tumor	-1.54322916542179	0.114556736068123	855	425	1.25550087864331e-37	1.56546244219864e-36
SERPINH1	status	Tumor	1.54230817784909	0.114534694892958	855	438	1.33419762915486e-37	1.65944978750605e-36
RRM2	status	Tumor	1.53988441309755	0.114464640751378	855	455	1.54122357433124e-37	1.91218805748293e-36
PRC1	status	Tumor	1.55213893391632	0.115391865052584	855	403	1.57423735093777e-37	1.9483135531408e-36
NRXN1	status	Tumor	-1.5500424443761	0.115342324695844	855	421	1.80752805132202e-37	2.23151611274323e-36
BGN	status	Tumor	1.53034635198214	0.113881245145613	855	429	1.81838152890633e-37	2.23388394214537e-36
ALAD	status	Tumor	-1.53691967212322	0.114370260204433	855	411	1.81804639364217e-37	2.23388394214537e-36
SH3BGR	status	Tumor	-1.54688548198128	0.115121961726561	855	357	1.84206849570335e-37	2.2574368819894e-36
ACO2	status	Tumor	-1.54174580914513	0.114752113230177	855	436	1.87273127837811e-37	2.28940254080453e-36
KPNA2	status	Tumor	1.5356525824524	0.114319601383287	855	435	1.92494996193712e-37	2.34749995358186e-36
ZNF367	status	Tumor	1.5325266797131	0.114109344794008	855	408	1.98244830054881e-37	2.41173759190853e-36
CCNB2	status	Tumor	1.53708876907712	0.114460618200349	855	449	2.01269714095606e-37	2.43822986992178e-36
URB2	status	Tumor	1.54309943813812	0.114908696519882	855	421	2.01397787255539e-37	2.43822986992178e-36
ID4	status	Tumor	-1.54750920282925	0.115289734820431	855	426	2.15634203825922e-37	2.60427782398456e-36
FAP	status	Tumor	1.52836363075673	0.113866518917077	855	427	2.16522663482521e-37	2.60870678894603e-36
ASB8	status	Tumor	-1.54322709755113	0.114992539546964	855	425	2.21836812848861e-37	2.66630784674112e-36
PLOD3	status	Tumor	1.54771014980916	0.115435406070498	855	437	2.55373841214798e-37	3.06203646540526e-36
GRIK3	status	Tumor	-1.54582978758271	0.115375522897134	855	376	2.83327892975475e-37	3.38908962889324e-36
HMGCLL1	status	Tumor	-1.53991923275689	0.114970494882113	855	415	2.96902719100263e-37	3.5429918747048e-36
FBXL5	status	Tumor	-1.53595732946026	0.114818892484659	855	404	3.57933598038711e-37	4.2611142623656e-36
TEF	status	Tumor	-1.5277814428795	0.114345395500272	855	423	4.280424567296e-37	5.08363962861758e-36
PRIMA1	status	Tumor	-1.53727519799623	0.115083320691279	855	416	4.43411844145336e-37	5.25369483584522e-36
PYGM	status	Tumor	-1.54014126473048	0.115323322713929	855	361	4.58154452836435e-37	5.41553726757016e-36
UTP25	status	Tumor	1.52915191839732	0.114525134648492	855	423	4.73020311263988e-37	5.57806970830174e-36
INPP5A	status	Tumor	-1.53294907551526	0.11485340685272	855	398	5.00567216091569e-37	5.88902607166552e-36
KCNA2	status	Tumor	-1.54103598879841	0.115527633669957	855	401	5.46370647084754e-37	6.41280102212152e-36
HADH	status	Tumor	-1.52867524127564	0.114623457800767	855	432	5.62450855569402e-37	6.58607559214756e-36
VAMP2	status	Tumor	-1.53911126720027	0.115408047455736	855	414	5.63946977669576e-37	6.58816562698103e-36
DDX21	status	Tumor	1.53231053879895	0.114921024146248	855	418	5.80824352937943e-37	6.76951460300633e-36
MXI1	status	Tumor	-1.53921246450617	0.115459281794313	855	406	5.96363397900469e-37	6.93445811512173e-36
JRKL	status	Tumor	1.53845359477701	0.115405437653127	855	427	5.98720110370616e-37	6.94570893701411e-36
ENPP3	status	Tumor	-1.53905794948074	0.115505165366307	855	394	6.41859415764445e-37	7.42892842319959e-36
DIAPH3	status	Tumor	1.53613987271438	0.11535630253659	855	458	7.02134667275475e-37	8.10779061519025e-36
CGAS	status	Tumor	1.5343436562069	0.115293258235685	855	438	7.69716268357742e-37	8.86769894421362e-36
SYT10	status	Tumor	-1.53256227901591	0.115233907854121	855	419	8.46640144020545e-37	9.73149590828213e-36
TWNK	status	Tumor	1.52844471602047	0.114999892647149	855	414	9.32625962351902e-37	1.06952518618337e-35
PUS1	status	Tumor	1.53000815008152	0.115159507266144	855	423	9.83976574159533e-37	1.12583132054867e-35
DCAF13	status	Tumor	1.52960271817719	0.115135214754317	855	410	9.91823225709721e-37	1.13221829418918e-35
ZFYVE1	status	Tumor	-1.52899825585269	0.115097333637684	855	415	1.00151545795329e-36	1.14067819812447e-35
UTP20	status	Tumor	1.52893191201398	0.115162645824574	855	425	1.09547936768416e-36	1.24486291782291e-35
TNFSF11	status	Tumor	1.52688306122565	0.11501303116432	855	361	1.10208295272379e-36	1.24952715728321e-35
RPH3AL.AS1	status	Tumor	-1.52247118570147	0.114702615866044	855	426	1.13341560796366e-36	1.28214435290007e-35
BLACAT1	status	Tumor	1.52785520218139	0.115117604890751	855	370	1.14701503642278e-36	1.29459936390833e-35
CKAP5	status	Tumor	1.52651868825993	0.115031258241774	855	436	1.1682046192144e-36	1.31271215859491e-35
TSLP	status	Tumor	-1.52991780080499	0.115287472827143	855	373	1.16831382114947e-36	1.31271215859491e-35
CBX3	status	Tumor	1.52882539800546	0.115236633147705	855	446	1.21606823189695e-36	1.36330519270958e-35
FAXDC2	status	Tumor	-1.53242574508497	0.115540611724729	855	407	1.26741859592066e-36	1.41769417888217e-35
CYB5R1	status	Tumor	-1.51793659939509	0.114516502799548	855	402	1.38320441146267e-36	1.54375492350744e-35
CMA1	status	Tumor	-1.52592028203293	0.115145428147113	855	385	1.43081196887606e-36	1.59333181389316e-35
ZNF536	status	Tumor	-1.52776446831889	0.115287335814501	855	434	1.43580774817897e-36	1.59534194242107e-35
ZBTB16	status	Tumor	-1.5302112737236	0.115476604425821	855	455	1.44425469969979e-36	1.60116929013281e-35
HMGB3	status	Tumor	1.52325218210628	0.114954702065027	855	431	1.45026351132656e-36	1.60427379571522e-35
DCSTAMP	status	Tumor	1.52084833643589	0.114810450805627	855	376	1.52058497000578e-36	1.67834985651852e-35
ARHGAP39	status	Tumor	1.52488756264774	0.115166158213595	855	429	1.62185010954431e-36	1.78617853474043e-35
DCTN3	status	Tumor	-1.52415615812229	0.115202079708429	855	402	1.82060880150103e-36	2.0006690126385e-35
HOXB9	status	Tumor	1.51385539576062	0.114435578658173	855	406	1.84885712862534e-36	2.0272556234927e-35
CFAP157	status	Tumor	1.50965862279434	0.114140265248185	855	432	1.90141833859052e-36	2.08032640983645e-35
CD300LG	status	Tumor	-1.52815171410322	0.115543721652464	855	409	1.91407506075329e-36	2.08960159470883e-35
TACC3	status	Tumor	1.52272683083341	0.115171355852341	855	429	2.00794798724677e-36	2.18730717565008e-35
FAM219B	status	Tumor	-1.52515043664463	0.11542737747082	855	398	2.20103006996e-36	2.39242398908696e-35
BTD	status	Tumor	-1.51750912012071	0.1148671495169	855	413	2.25208043843824e-36	2.4426035124059e-35
TGIF1	status	Tumor	1.51848671641158	0.114949125414682	855	415	2.27494909522328e-36	2.46206612037151e-35
LRRC4	status	Tumor	-1.51047707318725	0.114419947396031	855	406	2.50951916781582e-36	2.7100638961294e-35
NAA25	status	Tumor	1.51754124845628	0.114960232104171	855	448	2.52597480020158e-36	2.7219556036655e-35
MAF	status	Tumor	-1.52162582649963	0.115286910668964	855	420	2.58154233129935e-36	2.77585196913908e-35
UBE2QL1	status	Tumor	-1.52098701720177	0.115249878114746	855	412	2.61882014368182e-36	2.80387595683279e-35
MAPK15	status	Tumor	1.52178031138577	0.115308649917216	855	403	2.61440549968099e-36	2.80387595683279e-35
HLF	status	Tumor	-1.52206811365523	0.115338143262385	855	370	2.63984941320578e-36	2.82035193718566e-35
STIM1	status	Tumor	-1.51857024529306	0.115089826850128	855	412	2.69624999063425e-36	2.87446694097468e-35
HAGH	status	Tumor	-1.51603467922929	0.114927881201407	855	426	2.8012433385739e-36	2.97371904307208e-35
ARHGEF38	status	Tumor	1.51688877261036	0.114991831774889	855	461	2.79842609785881e-36	2.97371904307208e-35
LGI4	status	Tumor	-1.51934829949664	0.115252945082317	855	389	3.07442910004229e-36	3.25681048733293e-35
AQP10	status	Tumor	-1.50945877020647	0.114631564332684	855	395	3.61855815129684e-36	3.8251143248381e-35
ATP5PF	status	Tumor	-1.51408682278397	0.115006288604649	855	430	3.72609473529399e-36	3.93047967858016e-35
MEF2C.AS1	status	Tumor	-1.52140519493627	0.115586946873367	855	378	3.84349979770594e-36	4.04578926074309e-35
NUP107	status	Tumor	1.51688171156111	0.11527591694814	855	436	4.00421773916995e-36	4.20611107055667e-35
PGA4	status	Tumor	-1.50626916604255	0.114512952194063	855	360	4.23056202805149e-36	4.43455139208751e-35
MAB21L1	status	Tumor	-1.51599671168994	0.115400185282882	855	390	5.08995735915717e-36	5.3242231790347e-35
MSH2	status	Tumor	1.51250196477565	0.11514482947493	855	426	5.15844736881323e-36	5.38460059375076e-35
PART1	status	Tumor	-1.51968224159131	0.115703550232698	855	412	5.23680635931262e-36	5.45500662428397e-35
POP1	status	Tumor	1.51328640631592	0.115234481400943	855	426	5.35534683312261e-36	5.56688859991955e-35
ZNF195	status	Tumor	1.5079601518493	0.114833613938445	855	424	5.3871648854441e-36	5.58834531685073e-35
LINC01979	status	Tumor	1.52181216644887	0.115906164669122	855	415	5.50704328620202e-36	5.70087296708284e-35
GRIA4	status	Tumor	-1.5047381120078	0.114620644527971	855	400	5.61114684256412e-36	5.79663930016955e-35
TMC7	status	Tumor	1.51697101378953	0.115602933983816	855	427	5.97539776705921e-36	6.1602038835662e-35
EML4	status	Tumor	1.50768818761576	0.114902438907193	855	436	6.02740431194361e-36	6.20103324274034e-35
LMNB1	status	Tumor	1.50917227345293	0.115048594419826	855	438	6.28189338034263e-36	6.44958252601912e-35
HPGD	status	Tumor	-1.50633081754696	0.114843099244256	855	438	6.37000773791271e-36	6.52664727245155e-35
RAD54L	status	Tumor	1.50505668544924	0.114769861664372	855	419	6.56375212739428e-36	6.71140299324568e-35
MPC1	status	Tumor	-1.50400057486006	0.114693597077134	855	434	6.59899449774573e-36	6.73366785484259e-35
ANKRD61	status	Tumor	1.50881745604066	0.115066968775725	855	426	6.64900702848222e-36	6.77088292106132e-35
BIRC5	status	Tumor	1.50413848923464	0.114738238781952	855	461	6.88734200397249e-36	6.99933130485009e-35
CA11	status	Tumor	-1.50948913013843	0.115161138208547	855	430	7.01525593849271e-36	7.11486403498246e-35
CKB	status	Tumor	-1.51120740319599	0.115300680966121	855	437	7.08955937028428e-36	7.17566737883024e-35
HNRNPA1P21	status	Tumor	1.49764385949049	0.114296013966569	855	408	7.36381010398323e-36	7.43819202422549e-35
KCNE2	status	Tumor	-1.49721361943336	0.114312837702357	855	390	7.83784668980821e-36	7.90105513085505e-35
CCNB1	status	Tumor	1.50644335848074	0.115039279617516	855	437	8.05341600535441e-36	8.10202817440081e-35
DNAJC4	status	Tumor	-1.5043574843316	0.114948349736165	855	438	8.77062184653413e-36	8.80584522744391e-35
IGF2BP2	status	Tumor	1.51749476559323	0.115958050795416	855	469	8.83458175410804e-36	8.85228632676156e-35
ACADM	status	Tumor	-1.50635248630682	0.115118758083626	855	421	8.96907214477616e-36	8.96907214477616e-35
IBSP	status	Tumor	1.50442246789333	0.115052670061021	855	341	9.92601694309881e-36	9.90620453403075e-35
GPD1L	status	Tumor	-1.50950205687912	0.115456575357047	855	430	1.01178068872171e-35	1.00774968996187e-34
OLR1	status	Tumor	1.49578644460484	0.114416190202378	855	394	1.02281771681693e-35	1.01671741234288e-34
GINS4	status	Tumor	1.49622842557269	0.114510681830085	855	413	1.10337864744362e-35	1.09462167405121e-34
CASQ2	status	Tumor	-1.51085826679241	0.115736334554229	855	370	1.2576711563127e-35	1.24521896664623e-34
PRADC1	status	Tumor	-1.49865935663347	0.114826510678261	855	435	1.29680459707336e-35	1.2814274674638e-34
RBL1	status	Tumor	1.50192150500746	0.115080424672681	855	425	1.30320385383343e-35	1.2852109012164e-34
SNX1	status	Tumor	-1.50487723888012	0.115334088141211	855	416	1.34778262695646e-35	1.3265577036973e-34
FHOD1	status	Tumor	1.50550002300674	0.115410776461883	855	425	1.39688734743353e-35	1.37218796408009e-34
COL4A6	status	Tumor	-1.50377231878366	0.115281368324227	855	375	1.40214336139774e-35	1.37465035431151e-34
LRRC3B	status	Tumor	-1.50773453377221	0.115621153902988	855	409	1.46584631845267e-35	1.43429189672473e-34
MCM4	status	Tumor	1.50303551678451	0.115355609932593	855	412	1.64790818178163e-35	1.60928533377113e-34
MASTL	status	Tumor	1.49937105862713	0.115100546200695	855	433	1.70210935077209e-35	1.65897597541139e-34
BNIP3P11	status	Tumor	1.50152565009512	0.115295445555366	855	428	1.76519576458539e-35	1.71711650251497e-34
EIF4E3	status	Tumor	-1.51127155389462	0.116048769060108	855	402	1.77599724229288e-35	1.72426916727464e-34
KLF9	status	Tumor	-1.5078696762879	0.115792114465836	855	408	1.78599436152469e-35	1.73061469139989e-34
EIF3F	status	Tumor	-1.50458307390988	0.115617510885887	855	436	1.96520490729962e-35	1.90058501673077e-34
ADAMTS2	status	Tumor	1.49064407511595	0.114596651277597	855	427	2.09148343851745e-35	2.01880640783538e-34
IGFBP6	status	Tumor	-1.49340229457861	0.114820750793645	855	391	2.12287638928845e-35	2.04392541252002e-34
TMEM35A	status	Tumor	-1.50272805759338	0.115538840985957	855	382	2.12568242902082e-35	2.04392541252002e-34
RPS6KA6	status	Tumor	-1.50364928636213	0.115621981472988	855	426	2.15803692531097e-35	2.07105271143087e-34
NDC1	status	Tumor	1.49580910462118	0.115048853373985	855	406	2.23862345465119e-35	2.14427533970421e-34
PLXNA1	status	Tumor	1.50507051708108	0.115820977178367	855	433	2.40860338628646e-35	2.3026801016123e-34
GGTA1	status	Tumor	-1.50055639804233	0.115476979960434	855	419	2.41861675533534e-35	2.30784041539632e-34
GIP	status	Tumor	-1.49651827753345	0.115181683629849	855	501	2.46504930770031e-35	2.34766600733362e-34
SLX4IP	status	Tumor	1.49535874894435	0.115109751971937	855	446	2.51812181503516e-35	2.39365191543267e-34
PDCD11	status	Tumor	1.49601575484296	0.11519138063968	855	429	2.61609466576371e-35	2.4820632502502e-34
SLC9A9	status	Tumor	-1.50178780278956	0.115686048745217	855	421	2.7818731425368e-35	2.63434956679621e-34
CDC25C	status	Tumor	1.49352090637577	0.115080576339343	855	425	2.89112003292187e-35	2.73262763036093e-34
AGRN	status	Tumor	1.50162412001046	0.115716567895737	855	422	2.93242864930367e-35	2.76644212198459e-34
SMPD1	status	Tumor	-1.49974322438896	0.115646363928162	855	423	3.21285710385348e-35	3.02528917500328e-34
ASB11	status	Tumor	-1.49279654019888	0.115151512923044	855	348	3.37771222958032e-35	3.17454156915443e-34
PAIP2	status	Tumor	-1.49530386237623	0.11543425321547	855	413	3.76735123266102e-35	3.53410059349063e-34
NEIL3	status	Tumor	1.49351413464707	0.115300861251462	855	420	3.78938543975534e-35	3.54811370763609e-34
JDP2	status	Tumor	-1.49064628350178	0.115102990465097	855	413	3.90013155674158e-35	3.64498276330989e-34
SLC5A6	status	Tumor	1.49582145866592	0.115530476936332	855	438	4.03496791165504e-35	3.76396260415582e-34
WDR43	status	Tumor	1.49306228025577	0.115405273744628	855	412	4.49169817649901e-35	4.18221431703819e-34
MICALL1	status	Tumor	-1.47623915081396	0.114134636293482	855	409	4.65908478377086e-35	4.3300044458837e-34
MKNK2	status	Tumor	-1.48454832677293	0.114809298421996	855	422	4.84668533067448e-35	4.49599752381677e-34
FIRRE	status	Tumor	1.4886523318832	0.115144350620367	855	398	4.95228883507024e-35	4.58545262506503e-34
RFWD3	status	Tumor	1.48889570159672	0.11520135379333	855	428	5.18827129085095e-35	4.79507513017648e-34
ACOX3	status	Tumor	-1.48096008040248	0.114594534126385	855	407	5.23416754003174e-35	4.8285678413577e-34
ATP13A3	status	Tumor	1.49404434039277	0.115661278117051	855	408	5.59072341783465e-35	5.14799578069489e-34
PPM1A	status	Tumor	-1.49513345200748	0.115747981935201	855	406	5.60694258801614e-35	5.1534398786913e-34
CEP135	status	Tumor	1.49302959629723	0.115587157394733	855	429	5.62089908111709e-35	5.15678814781385e-34
PHYHD1	status	Tumor	-1.48885783263481	0.115311243286923	855	454	5.95197211613047e-35	5.4505239158704e-34
ZNF469	status	Tumor	1.48924920080608	0.115352365178793	855	394	6.03067487994994e-35	5.51249989026503e-34
ADH1B	status	Tumor	-1.49068692990771	0.115473874002473	855	428	6.10540235594444e-35	5.57062258754055e-34
BMP1	status	Tumor	1.48658574712777	0.115222341715758	855	442	6.61685632298171e-35	6.02628080417278e-34
SFRP1	status	Tumor	-1.49108304918136	0.115573314383507	855	412	6.6360852943402e-35	6.03280481303655e-34
SCUBE2	status	Tumor	-1.49127847970013	0.115592524517206	855	428	6.66881401348651e-35	6.05155536614021e-34
STARD5	status	Tumor	-1.49642225426669	0.115997220214071	855	410	6.71719062888387e-35	6.08441180152524e-34
TOPBP1	status	Tumor	1.48619335134932	0.115368683913271	855	422	8.19889966530722e-35	7.41311000479857e-34
IGKV1D.42	status	Tumor	-1.48869272790121	0.115634535289129	855	335	8.94171106129794e-35	8.0701363369115e-34
C22orf39	status	Tumor	-1.49222025344931	0.115910069229185	855	386	8.9582190589989e-35	8.07046762071973e-34
TONSL	status	Tumor	1.48466313813663	0.115381572582754	855	419	9.61475275603902e-35	8.64636039212142e-34
RTKN2	status	Tumor	1.4846308876877	0.115382730026068	855	423	9.65739832434626e-35	8.66911878307563e-34
IGHV3.60	status	Tumor	-1.48321835364331	0.115293382314421	855	335	9.89887470916234e-35	8.86995941681213e-34
RGS2	status	Tumor	-1.48744287133236	0.115624834459942	855	405	9.93558962942223e-35	8.88693169000199e-34
STK3	status	Tumor	1.47258186343667	0.114475747505735	855	450	1.00098447775461e-34	8.93736140852333e-34
PGA5	status	Tumor	-1.47775347988285	0.114911127260787	855	392	1.04227777255822e-34	9.28946321353134e-34
