feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
SLC6A4	status	Tumor	-1.480217394085	0.115130004077423	855	433	1.07723817106819e-34	9.58396949348926e-34
RFC4	status	Tumor	1.48109454077939	0.115201987778071	855	413	1.08214295701484e-34	9.61050583494533e-34
ORC1	status	Tumor	1.47607769881499	0.114875862751474	855	425	1.16950650849922e-34	1.03679655008796e-33
ADPGK	status	Tumor	1.47805226643237	0.11514831420602	855	438	1.34981718930318e-34	1.19452848610901e-33
PKD2L1	status	Tumor	1.46916222398953	0.114490113477283	855	400	1.40726886904581e-34	1.24317037901573e-33
PPP1R1A	status	Tumor	-1.4817425347103	0.115487013659412	855	363	1.43549516545392e-34	1.26586875260487e-33
GPM6A	status	Tumor	-1.48208161740081	0.115550810194037	855	412	1.50134712529863e-34	1.32160838494598e-33
ALDOC	status	Tumor	-1.47835076075304	0.115279480344089	855	415	1.53705591597519e-34	1.35066424953883e-33
ADGRG4	status	Tumor	-1.48399705501341	0.115732001320921	855	425	1.5597360008553e-34	1.36818947443448e-33
HTR1E	status	Tumor	-1.4711394161793	0.114762393297868	855	377	1.62336262081801e-34	1.42150842453416e-33
NCAPG2	status	Tumor	1.47198346105969	0.11485023374693	855	423	1.66700019433017e-34	1.45716800203686e-33
SLITRK3	status	Tumor	-1.47872686721071	0.115409869961677	855	402	1.73533091887048e-34	1.51425036550653e-33
RAB11B.AS1	status	Tumor	-1.47099727212057	0.115002986674691	855	414	2.19766251517154e-34	1.91434017001005e-33
SAPCD2	status	Tumor	1.47607182277326	0.115406232711208	855	439	2.21485319526353e-34	1.92595930022915e-33
ATP4A	status	Tumor	-1.46439113983788	0.114539890959904	855	385	2.3436046374685e-34	2.03437902558029e-33
OBI1	status	Tumor	1.48124566572431	0.115892293344451	855	430	2.44062846542416e-34	2.11492934612146e-33
KLF15	status	Tumor	-1.47578681987179	0.115501231843072	855	452	2.54786008781106e-34	2.20403121782964e-33
ATR	status	Tumor	1.46951924911389	0.115077785715034	855	437	2.76084487095687e-34	2.38414928407329e-33
VAV2	status	Tumor	1.4803858091288	0.115992307503478	855	453	2.97706722835311e-34	2.56643726582165e-33
ABHD6	status	Tumor	-1.46313493073247	0.114733754919074	855	423	3.32835928189016e-34	2.8643367314029e-33
RCAN2	status	Tumor	-1.47430313284072	0.115686517305616	855	407	3.64677023468652e-34	3.13296411914649e-33
PGM5	status	Tumor	-1.47449724086391	0.11571294114483	855	380	3.69547136475672e-34	3.16880691982243e-33
PDK4	status	Tumor	-1.47510865912224	0.115762222855334	855	408	3.7011664823526e-34	3.16880691982243e-33
TESMIN	status	Tumor	1.46240136789078	0.114769378053816	855	445	3.72061499148077e-34	3.18001281323143e-33
ACADL	status	Tumor	-1.46768878541903	0.115241045410239	855	435	3.98029787957327e-34	3.39615860031849e-33
ZFYVE21	status	Tumor	-1.45769394668417	0.114472630003994	855	405	4.05903250298121e-34	3.45743824785452e-33
RRP12	status	Tumor	1.4713499668271	0.115587971676646	855	409	4.27087565518761e-34	3.63169698570375e-33
NAP1L2	status	Tumor	-1.47214503561346	0.115676927196381	855	397	4.40690088867244e-34	3.74100245218374e-33
SGCA	status	Tumor	-1.47468060510336	0.115888212668497	855	387	4.47003916967799e-34	3.78816878786271e-33
USP2	status	Tumor	-1.46983026314169	0.115521751294848	855	422	4.54856246072905e-34	3.84819159114133e-33
ANKRD53	status	Tumor	-1.46768618602557	0.115392409031039	855	402	4.76473235521205e-34	4.02426719190207e-33
HEATR1	status	Tumor	1.46519778799972	0.115210600652643	855	431	4.84359341366034e-34	4.08397421050619e-33
MT1A	status	Tumor	-1.47184830838337	0.115744530772342	855	419	4.90686308763668e-34	4.13035613437431e-33
SOX10	status	Tumor	-1.47310613334348	0.11587487076171	855	389	5.0921243506828e-34	4.27909609301075e-33
ZBTB22	status	Tumor	-1.45890929448064	0.114809401555791	855	434	5.41228867781434e-34	4.54051063575028e-33
FAM135B	status	Tumor	-1.46625345535224	0.11541224312603	855	419	5.57397009229272e-34	4.66831666021166e-33
CYTOR	status	Tumor	1.46448229543438	0.115325871156753	855	400	5.93491716130517e-34	4.96230531881704e-33
CHADL	status	Tumor	-1.4718878141625	0.115934130022422	855	426	6.11259943578583e-34	5.10233675775111e-33
CIT	status	Tumor	1.47253656248663	0.116011219715717	855	431	6.30211215182884e-34	5.25176012652403e-33
CKS2	status	Tumor	1.4589375973091	0.114963485329366	855	445	6.48112789582568e-34	5.39195332431421e-33
CCNA2	status	Tumor	1.46207739797712	0.115338329929216	855	445	7.53316339430841e-34	6.25678022783091e-33
MPI	status	Tumor	-1.46569345910342	0.115748514775989	855	412	8.72321216471518e-34	7.23317758268257e-33
DDX11	status	Tumor	1.46521259301341	0.115722009954922	855	460	8.84133139001854e-34	7.31898293875707e-33
PLCD4	status	Tumor	-1.46700685570335	0.115926130297283	855	337	9.51118613358687e-34	7.86048440792303e-33
SSBP2	status	Tumor	-1.46701846074148	0.11595317363351	855	391	9.80614944130746e-34	8.09088237731638e-33
ASF1B	status	Tumor	1.45547402951447	0.115066055313557	855	457	1.01033298774339e-33	8.32234751024205e-33
DPY19L1	status	Tumor	1.46279188358683	0.115653876489181	855	435	1.02138619417354e-33	8.39955751787448e-33
SGCG	status	Tumor	-1.4656355449374	0.115916213315096	855	361	1.06713626630429e-33	8.76138149675116e-33
SLC7A8	status	Tumor	-1.45635169987603	0.1152234515691	855	437	1.12043558556208e-33	9.18389824231212e-33
CDC20	status	Tumor	1.45825156207115	0.115382690990399	855	462	1.13222327043692e-33	9.26532954531028e-33
TPRG1L	status	Tumor	-1.46045224951419	0.115652981259393	855	428	1.26696291721468e-33	1.03510042256102e-32
MOB2	status	Tumor	-1.45861017348122	0.115582344734387	855	401	1.38338179749714e-33	1.12837014477744e-32
XKR4	status	Tumor	-1.46488575634111	0.116131541020303	855	472	1.46937252692962e-33	1.19655743235311e-32
INAFM2	status	Tumor	-1.45952524551377	0.115767201071523	855	341	1.57685185741346e-33	1.28199338001094e-32
IL17RC	status	Tumor	-1.46010648563825	0.1158166275571	855	420	1.58295918874735e-33	1.28486947138583e-32
DHX34	status	Tumor	1.46079484013365	0.115883426411187	855	418	1.60556364447407e-33	1.30110506035176e-32
MYL6	status	Tumor	-1.45171959875865	0.11516689695598	855	377	1.6119612944288e-33	1.30417580455404e-32
FOXS1	status	Tumor	1.44327872195865	0.114514251508251	855	411	1.64447479563418e-33	1.32833182199853e-32
ATOH8	status	Tumor	-1.45891521961789	0.115757608991943	855	436	1.64966420679484e-33	1.33037436031842e-32
LINC01634	status	Tumor	-1.4565011936174	0.115589199830968	855	508	1.69471301210495e-33	1.36450323035825e-32
PNO1	status	Tumor	1.45501757579042	0.11548999226241	855	423	1.73171329628643e-33	1.39205248897623e-32
HSPD1	status	Tumor	1.45503589949286	0.115576039619783	855	388	1.91089445012545e-33	1.53362315419378e-32
SPINK2	status	Tumor	-1.44766313531159	0.115015369717612	855	393	1.96744534089855e-33	1.5764786385405e-32
FNDC5	status	Tumor	-1.45883094325974	0.115922152035334	855	420	2.0124365978063e-33	1.60994927824504e-32
JAM2	status	Tumor	-1.45719201653832	0.115831409287755	855	397	2.10671333314097e-33	1.68267838110301e-32
TOM1L2	status	Tumor	-1.45000077436725	0.115371566879312	855	418	2.39921594878618e-33	1.91325035788372e-32
PROSER1	status	Tumor	1.45767977162374	0.116002946241595	855	432	2.45639147198936e-33	1.95572569425905e-32
RBM12B.AS1	status	Tumor	1.44525757078561	0.115115816504406	855	442	2.76408050606929e-33	2.19720231007098e-32
PIM1	status	Tumor	-1.44881956554662	0.115411659536765	855	406	2.80320807215106e-33	2.224768311231e-32
DLEU2	status	Tumor	1.45438594756154	0.115870881309025	855	418	2.8548282932841e-33	2.26214603271323e-32
TTC36	status	Tumor	-1.44317694076039	0.115010327983413	855	414	2.9646454464131e-33	2.3454473468458e-32
EFS	status	Tumor	-1.44894698094443	0.115506028782086	855	400	3.09028016795941e-33	2.44097959554456e-32
TARBP1	status	Tumor	1.44288456170961	0.115034318388019	855	437	3.13207537476668e-33	2.47009098956363e-32
ROGDI	status	Tumor	-1.4419863740831	0.114990226641855	855	444	3.23378803101881e-33	2.54628978820378e-32
CELSR3	status	Tumor	1.44710392952468	0.115404206288898	855	406	3.25587429193632e-33	2.55964960057887e-32
APOBEC2	status	Tumor	-1.44606331965535	0.115348407332475	855	400	3.35994428549878e-33	2.63731890541506e-32
COL4A1	status	Tumor	1.44124200014686	0.114981255649586	855	454	3.42860700908096e-33	2.68699608862144e-32
ATP4B	status	Tumor	-1.434228862278	0.11443023520811	855	395	3.46268258366699e-33	2.70945429081924e-32
ZNF485	status	Tumor	1.45014629815723	0.11571384116722	855	428	3.51751893577025e-33	2.7480616685705e-32
RIF1	status	Tumor	1.44156096761401	0.115035675546577	855	438	3.54575940954423e-33	2.76580297156336e-32
BORA	status	Tumor	1.45447612224455	0.116087090925574	855	434	3.63147224721106e-33	2.82824941371578e-32
PODXL	status	Tumor	1.4400916584758	0.114960007751719	855	432	3.72096307338275e-33	2.89343940387462e-32
DLEU1	status	Tumor	1.44451999933022	0.115374824841495	855	387	3.99399615083376e-33	3.09612104715795e-32
FAM111B	status	Tumor	1.44404700436576	0.11533575116958	855	443	3.9880281370786e-33	3.09612104715795e-32
PKNOX2	status	Tumor	-1.45098765369537	0.115938081281442	855	412	4.21393920398614e-33	3.26156285138246e-32
HK2.DT	status	Tumor	1.45042882555907	0.115907596354052	855	422	4.28303352711463e-33	3.30991771801749e-32
SPAG7	status	Tumor	-1.44158579728215	0.115222917872812	855	414	4.39317194907178e-33	3.38979317058008e-32
DHRS7	status	Tumor	-1.43824523432332	0.114961633111245	855	426	4.42233591256499e-33	3.4070384534399e-32
CCKBR	status	Tumor	-1.43548715315336	0.114804091048007	855	412	4.75660917390281e-33	3.6589301337714e-32
PLPP3	status	Tumor	-1.45089097345603	0.116037576013094	855	424	4.76507830788633e-33	3.65981436857629e-32
DUSP1	status	Tumor	-1.44302648298309	0.115476008669016	855	414	5.14927516657605e-33	3.94883064921476e-32
CHTF18	status	Tumor	1.44738516048758	0.11587520562517	855	419	5.45525320317672e-33	4.17706983397911e-32
HROB	status	Tumor	1.43877452309869	0.115191395374452	855	421	5.49017984654219e-33	4.19738520377843e-32
LINC01235	status	Tumor	1.43829886353697	0.115167238134918	855	411	5.57892459182979e-33	4.25872106246549e-32
CCDC14	status	Tumor	1.44320712403318	0.115705198880712	855	439	6.58656711182147e-33	5.02024932303465e-32
CYP4B1	status	Tumor	-1.44772204322856	0.116090091228333	855	390	6.76089636093951e-33	5.14527881350039e-32
TMEM120A	status	Tumor	-1.4348388063162	0.115217499784184	855	407	8.12802030329397e-33	6.176307221348e-32
NKX6.2	status	Tumor	-1.41903336286416	0.113997214579739	855	362	8.60123887433867e-33	6.52597790162266e-32
AUNIP	status	Tumor	1.43450183346805	0.115300474017359	855	405	9.21850098954901e-33	6.98371287087046e-32
RGMB	status	Tumor	-1.43363761229115	0.115251091503332	855	406	9.43255497950625e-33	7.13506428101835e-32
PIK3AP1	status	Tumor	1.4340710482718	0.115345430209847	855	439	1.00955293789531e-32	7.62502218954162e-32
ACAT1	status	Tumor	-1.43948697170209	0.11583888507078	855	420	1.07810723620923e-32	8.13052214335766e-32
MMRN1	status	Tumor	-1.43789049431405	0.115746260702043	855	429	1.12291346060911e-32	8.45567364916499e-32
BID	status	Tumor	1.43606508750892	0.115612770013031	855	431	1.14021254496877e-32	8.57302665390052e-32
TMPO	status	Tumor	1.43682988380415	0.11570720479293	855	426	1.18356455299511e-32	8.87229799846406e-32
PRKDC	status	Tumor	1.43826800589838	0.115822167332969	855	437	1.18242604822577e-32	8.87229799846406e-32
NCAPD3	status	Tumor	1.44254162707348	0.116177914340938	855	412	1.19802905756749e-32	8.96728336502609e-32
HTRA4	status	Tumor	1.42640553018618	0.114913985695953	855	395	1.24779835075262e-32	9.32584716556517e-32
NKRF	status	Tumor	1.4372630656834	0.115924978257823	855	421	1.45589105803946e-32	1.08648586420855e-31
PDE2A	status	Tumor	-1.43636121216527	0.115971117362608	855	395	1.66502767493974e-32	1.24070616612499e-31
SCUBE1	status	Tumor	-1.43807384596342	0.116116625857434	855	379	1.67864134739533e-32	1.24898909776438e-31
UBXN6	status	Tumor	-1.42787317459072	0.115310869256537	855	418	1.71304187530061e-32	1.27269084346256e-31
CENPU	status	Tumor	1.43010448913658	0.115502139408545	855	436	1.73464789625045e-32	1.28683078356858e-31
PLA2G2C	status	Tumor	-1.43595561493856	0.116037363663347	855	316	1.86146406712669e-32	1.3788622719457e-31
RNF32.AS1	status	Tumor	1.43542163149697	0.116002582452202	855	429	1.87908206372213e-32	1.38985359742761e-31
KNOP1	status	Tumor	1.43431880916228	0.115958239231263	855	424	1.97623756863945e-32	1.45955507285041e-31
OSGIN1	status	Tumor	-1.4255588690125	0.115261149268694	855	416	2.00125137536086e-32	1.47584909687379e-31
RSPO2	status	Tumor	-1.43165313496038	0.115798344899838	855	418	2.10400990586263e-32	1.54934455512712e-31
LHFPL5	status	Tumor	1.42269114832286	0.115094301932975	855	419	2.15426712850955e-32	1.58401994743349e-31
UFSP2	status	Tumor	-1.43397407315285	0.116022172688478	855	404	2.19110069072592e-32	1.60637880551754e-31
FABP4	status	Tumor	-1.42873108240046	0.115596742737029	855	414	2.18808466975863e-32	1.60637880551754e-31
POU2F1	status	Tumor	1.42615175622195	0.11553139397059	855	436	2.57184395234733e-32	1.88275545559833e-31
TMOD1	status	Tumor	-1.434726175204	0.116250682407111	855	386	2.64382851466648e-32	1.93262318323573e-31
KIT	status	Tumor	-1.43145933731499	0.115989634669333	855	431	2.6546715999933e-32	1.93771649634548e-31
EVI5L	status	Tumor	-1.42962155740294	0.11587385039424	855	410	2.75516690920998e-32	2.00813914665451e-31
CCDC159	status	Tumor	-1.42796610959245	0.115785200950425	855	443	2.8995462841585e-32	2.1102956944385e-31
MINDY1	status	Tumor	-1.41666408627606	0.114871244029005	855	438	2.90760684920649e-32	2.11308637296984e-31
MTND4P26	status	Tumor	1.41972243746501	0.115152623571338	855	419	3.01913739370787e-32	2.19095601865593e-31
HOXA11.AS	status	Tumor	1.43100877189865	0.116110524324293	855	360	3.16588430373436e-32	2.29411906067707e-31
LINC00957	status	Tumor	-1.42249206070578	0.11547329210522	855	434	3.36304341963965e-32	2.43346122984056e-31
COL5A2	status	Tumor	1.4195970961518	0.115292966921144	855	442	3.57615877034951e-32	2.58392974736236e-31
MTHFD2	status	Tumor	1.42051222801759	0.115375549112184	855	421	3.6094585191188e-32	2.60422692577114e-31
DCBLD1	status	Tumor	1.42832974030225	0.116034618133233	855	452	3.70791051794777e-32	2.67140527229666e-31
FOXN3	status	Tumor	-1.42868513844448	0.116088120671695	855	420	3.81112446066617e-32	2.74181615875264e-31
SNRPN	status	Tumor	-1.42584763452994	0.115873706006484	855	418	3.88044935774211e-32	2.78767913630898e-31
LACTB2.AS1	status	Tumor	1.42306402359619	0.115650578624282	855	407	3.89386905354777e-32	2.79330635118204e-31
ATOSA	status	Tumor	-1.42340034135491	0.115755711818078	855	420	4.24740332583068e-32	3.04255252566668e-31
PLCXD3	status	Tumor	-1.4215075122838	0.115610385767928	855	422	4.28844005808729e-32	3.06755368961895e-31
HTR7	status	Tumor	-1.41948563296222	0.115462078355922	855	427	4.36652619339485e-32	3.11894728099632e-31
NDUFS7	status	Tumor	-1.42034902777094	0.115544711628985	855	415	4.42747962397357e-32	3.15550052762698e-31
IGHV3.19	status	Tumor	-1.42292333714718	0.115754705988639	855	355	4.43032274078829e-32	3.15550052762698e-31
LIMK1	status	Tumor	1.4245463840414	0.11592198300463	855	408	4.60766291663742e-32	3.27714289945763e-31
PVT1	status	Tumor	1.41932822567575	0.115503474667886	855	398	4.63926282267943e-32	3.29493098201664e-31
DPP6	status	Tumor	-1.42391978907827	0.115989699249901	855	320	5.25795413560996e-32	3.7290454862482e-31
LNCOG	status	Tumor	1.41674820806272	0.115419095755916	855	397	5.33824985958687e-32	3.780630212172e-31
LSG1	status	Tumor	1.41715258650817	0.115643815056641	855	419	6.60856408792264e-32	4.67366625737104e-31
PKHD1L1	status	Tumor	-1.42120283129362	0.116039617598993	855	429	7.10372554607732e-32	5.01675532915065e-31
C3orf18	status	Tumor	-1.4198002350063	0.115989872678069	855	421	7.63135205260558e-32	5.38177154626627e-31
ANGPT2	status	Tumor	1.40684052793579	0.114942268369685	855	409	7.72669140458696e-32	5.44133197506124e-31
ALKAL2	status	Tumor	-1.40243519188736	0.114624935883373	855	411	8.10356273082912e-32	5.69870796823426e-31
CALCOCO1	status	Tumor	-1.42057520095151	0.116200169995498	855	402	8.97421099477227e-32	6.30211446262098e-31
MTUS2	status	Tumor	-1.41655354873071	0.115914170510424	855	347	9.40990850709612e-32	6.598813819843e-31
HADHA	status	Tumor	-1.41513800300887	0.115802899902478	855	431	9.45740886797515e-32	6.62283534171929e-31
GLUL	status	Tumor	-1.41540722795027	0.115828137804783	855	427	9.49093949794915e-32	6.63702062793647e-31
GSG1L	status	Tumor	-1.41397901644588	0.115745821960624	855	386	9.86014891466063e-32	6.88507247368441e-31
INSYN1	status	Tumor	-1.41934115592419	0.116185959545167	855	365	9.87319392726345e-32	6.88507247368441e-31
TCEAL6	status	Tumor	-1.41746713209958	0.116046875577009	855	346	1.00300975001204e-31	6.98474756275792e-31
RMND5B	status	Tumor	-1.40570824105065	0.115159194961199	855	416	1.09001095765651e-31	7.58004838425946e-31
SIDT2	status	Tumor	-1.40099066464675	0.114802171617495	855	398	1.12627880642521e-31	7.82138060017507e-31
LINC01711	status	Tumor	1.41437805018017	0.115904190139082	855	391	1.1325029413564e-31	7.85369584851869e-31
CD36	status	Tumor	-1.40961395068367	0.11553359360448	855	442	1.15753545745419e-31	8.01617352807612e-31
RYR3.DT	status	Tumor	-1.41751403392274	0.116201540566573	855	357	1.1837951738243e-31	8.18668861565908e-31
ZNF239	status	Tumor	1.41790935410725	0.116266975510191	855	419	1.22743720625908e-31	8.47677628631962e-31
HMGA2.AS1	status	Tumor	1.41233690671117	0.115818602397273	855	389	1.23905019605837e-31	8.5451737659198e-31
NOP58	status	Tumor	1.40819475098723	0.115532323536797	855	429	1.31417474272598e-31	9.05079023915963e-31
NAT10	status	Tumor	1.41366468103578	0.11598302546902	855	421	1.31696570931089e-31	9.05753582744769e-31
GPAT3	status	Tumor	-1.41283493537422	0.116005567957189	855	426	1.45459098478119e-31	9.99032269767302e-31
SMIM14	status	Tumor	-1.40947036611228	0.115736468336824	855	424	1.46607333327456e-31	1.00553726562041e-30
SELENOK	status	Tumor	-1.4119531891605	0.115991255520623	855	408	1.55017283915555e-31	1.06176221859969e-30
P4HA3	status	Tumor	1.39936350535953	0.115257184634284	855	405	2.15720640784346e-31	1.47459777063699e-30
OLFM3	status	Tumor	-1.40750476741954	0.115928413387849	855	411	2.15881113621256e-31	1.47459777063699e-30
PDZD4	status	Tumor	-1.41172031177944	0.116282891475495	855	381	2.17593646083752e-31	1.48426770862041e-30
POLE2	status	Tumor	1.40205486595589	0.115495397780555	855	411	2.19662629943199e-31	1.49633944102997e-30
TMEM25	status	Tumor	-1.40960110262512	0.11617525120015	855	424	2.34027237568534e-31	1.59202202427574e-30
TUBB3	status	Tumor	1.39153749382785	0.114720906573826	855	435	2.43061114799167e-31	1.65123039945086e-30
AJUBA	status	Tumor	1.40313521627987	0.115714249262315	855	433	2.53128542083288e-31	1.71728997342801e-30
HIGD1A	status	Tumor	-1.40704659542793	0.116051767955896	855	422	2.57277220632276e-31	1.74307060048968e-30
SNX17	status	Tumor	-1.40084654022319	0.11558188674469	855	424	2.69194123938091e-31	1.82134048672592e-30
CSE1L	status	Tumor	1.40282044679337	0.115769157912445	855	430	2.76444074182452e-31	1.86786536609765e-30
FCHO1	status	Tumor	1.40240986621552	0.115747365985187	855	436	2.80107356733061e-31	1.89006313585062e-30
ACBD4	status	Tumor	-1.40538918426413	0.115995728639062	855	428	2.80858598282408e-31	1.89257815554184e-30
CDKN3	status	Tumor	1.40091637985918	0.115634074293949	855	432	2.83167653475053e-31	1.90556967345257e-30
CLDN5	status	Tumor	-1.40741041424111	0.116173584928475	855	427	2.84238805838951e-31	1.91020702848758e-30
CST4	status	Tumor	1.39827692993778	0.115440233457629	855	324	2.90689203097601e-31	1.95093424897719e-30
FAM117A	status	Tumor	-1.40152491360012	0.115795876966868	855	402	3.19700601365507e-31	2.14276542470179e-30
NEXMIF	status	Tumor	-1.40676828548229	0.116240521920399	855	429	3.23679098088335e-31	2.1665267609661e-30
LINC00092	status	Tumor	-1.39347616253703	0.115156869938822	855	432	3.28905645682153e-31	2.19856715028177e-30
RPL13P8	status	Tumor	1.39300768178887	0.115181297052885	855	436	3.5236983741895e-31	2.35226860760314e-30
CHMP1B	status	Tumor	-1.40224517025108	0.11597351101709	855	411	3.63379787762784e-31	2.42253191841856e-30
RHPN1	status	Tumor	1.40519781098693	0.116219484640541	855	423	3.64076782756442e-31	2.42394662287911e-30
H3C12	status	Tumor	1.40501157940754	0.116262670308264	855	390	3.87852334675085e-31	2.57880541672264e-30
COX7A1	status	Tumor	-1.40055697153276	0.115955031304915	855	369	4.14294739924636e-31	2.750961088477e-30
PTH1R	status	Tumor	-1.40014750341479	0.11592869037974	855	417	4.17694677363179e-31	2.7698586032041e-30
CLDN4	status	Tumor	1.40323333529281	0.116201269713561	855	470	4.25459896329357e-31	2.81761520747918e-30
CCT6A	status	Tumor	1.40006912234972	0.115984165531692	855	441	4.46612871182941e-31	2.95378883057501e-30
CLDN7	status	Tumor	1.39511569287882	0.115611676529376	855	450	4.65304595454652e-31	3.07334607301619e-30
PDK2	status	Tumor	-1.40287209732112	0.116262083652435	855	440	4.69147948680358e-31	3.09464346095223e-30
GADD45B	status	Tumor	-1.40167841788823	0.116166251335491	855	414	4.70713562027223e-31	3.09898829346232e-30
PLEKHG4	status	Tumor	1.39876976690063	0.115925846969059	855	406	4.71046220606273e-31	3.09898829346232e-30
TNFAIP8L3	status	Tumor	-1.40119346758726	0.116154645399231	855	394	4.85431652090385e-31	3.18943266813657e-30
AHNAK	status	Tumor	-1.39754470320876	0.115870850784103	855	405	4.95316303715667e-31	3.25010697976159e-30
GPR155	status	Tumor	-1.39295556002639	0.115509369541033	855	411	5.05611455263087e-31	3.31331228874893e-30
UBL3	status	Tumor	-1.38324995213032	0.114743611631571	855	384	5.27592733451307e-31	3.45283202520489e-30
GABPB1	status	Tumor	1.40229443807045	0.11634969085322	855	398	5.42700943959234e-31	3.5470649931976e-30
MISP	status	Tumor	1.39778255084572	0.115978290530102	855	500	5.44430554859191e-31	3.55372424842814e-30
CPEB3	status	Tumor	-1.39730032039474	0.116010966469759	855	409	5.88728018986399e-31	3.83786192298826e-30
FCER1A	status	Tumor	-1.39651062038204	0.115983379853412	855	416	6.13270153151433e-31	3.99264422624631e-30
BCL2L2	status	Tumor	-1.39448517172426	0.115849964656714	855	396	6.36672055942782e-31	4.1396102467021e-30
TLE4	status	Tumor	-1.39576886632289	0.115961009287929	855	444	6.39688598904807e-31	4.15382207081043e-30
RBPMS2	status	Tumor	-1.3990565031102	0.116275712895134	855	371	6.68821499260142e-31	4.33736380843153e-30
GPER1	status	Tumor	-1.38800200302031	0.115371670760904	855	423	6.7951612523831e-31	4.38984610879423e-30
FAM110D	status	Tumor	-1.39795821656506	0.11619928202836	855	421	6.79548177641347e-31	4.38984610879423e-30
KNSTRN	status	Tumor	1.3971498317193	0.11613133509813	855	446	6.78999538306043e-31	4.38984610879423e-30
CZIB	status	Tumor	-1.39793809748264	0.116260982292322	855	405	7.2725528571184e-31	4.69196958523768e-30
LINC01614	status	Tumor	1.3845669570594	0.115238395360126	855	361	8.00940268228111e-31	5.16069760456257e-30
LINC00891	status	Tumor	-1.3960104709157	0.116251668958444	855	415	8.54712888276184e-31	5.50008293614018e-30
LINC01082	status	Tumor	-1.384360319521	0.115295850958214	855	420	8.6800731167742e-31	5.57845315988059e-30
CPB1	status	Tumor	-1.38924616009188	0.115709345614029	855	392	8.74153209222043e-31	5.61073946869091e-30
SINHCAF	status	Tumor	1.39449783454257	0.116235962666173	855	440	9.61458951152422e-31	6.16319840482322e-30
ZGRF1	status	Tumor	1.39045785057918	0.115944652107668	855	428	1.00928921607901e-30	6.4615186688797e-30
ZFP36	status	Tumor	-1.38813937296086	0.115827248773365	855	390	1.09460832035123e-30	6.99877442679814e-30
XPO5	status	Tumor	1.38746034978587	0.115779728054068	855	419	1.1053454960749e-30	7.05840035807729e-30
DNAJC2	status	Tumor	1.38932509894156	0.116020942943247	855	408	1.21092787526565e-30	7.72275430654115e-30
HOXC6	status	Tumor	1.38585442982572	0.115801484707639	855	406	1.30530075104746e-30	8.3140175225953e-30
SRSF1	status	Tumor	1.38923527586486	0.11609390794848	855	428	1.3191369126195e-30	8.39145618714692e-30
MAPK3	status	Tumor	-1.3813223587963	0.115463601656545	855	421	1.36348672264161e-30	8.66255859365699e-30
LTC4S	status	Tumor	-1.38612579083219	0.115893795453455	855	422	1.40573194485384e-30	8.9196189394279e-30
F2R	status	Tumor	1.38101075323984	0.115495138630799	855	430	1.44993353870147e-30	9.18842546705622e-30
KIF26B.AS1	status	Tumor	1.38399629286857	0.115748141838019	855	357	1.45506659730457e-30	9.20928226142135e-30
TFAP2A.AS2	status	Tumor	1.38688576044724	0.115998061506935	855	403	1.46789438404606e-30	9.27872556287014e-30
FEZF1	status	Tumor	1.38172991856929	0.115611962237926	855	370	1.54020015724563e-30	9.72348584119715e-30
SIRT2	status	Tumor	-1.3898302117211	0.116315195347481	855	414	1.58227553761441e-30	9.97651663060789e-30
PCAT18	status	Tumor	-1.37029809207814	0.114696896087363	855	394	1.61027306991575e-30	1.01402586266735e-29
CDKN1A	status	Tumor	-1.38649682398676	0.11605898739488	855	417	1.62093026908345e-30	1.01945299942356e-29
BRCA1	status	Tumor	1.37415721858273	0.115063482226735	855	428	1.68705509576038e-30	1.05970797472386e-29
DISP1	status	Tumor	-1.38559930140766	0.116033430226755	855	402	1.70838693472683e-30	1.07176093772072e-29
AFF3	status	Tumor	-1.38629702092464	0.116100331838863	855	434	1.72378237223357e-30	1.08006414300349e-29
KDSR.DT	status	Tumor	-1.37604007658872	0.115298441853011	855	436	1.83198251258148e-30	1.14642209798591e-29
RCC1	status	Tumor	1.38459624525407	0.116040533878853	855	438	1.88143806734412e-30	1.17589879209007e-29
RERGL	status	Tumor	-1.38255595514031	0.115896391697086	855	412	1.93571599695638e-30	1.20831210796278e-29
PLAU	status	Tumor	1.38322067403557	0.115958696356256	855	410	1.94924842077925e-30	1.21524215759305e-29
SUV39H2	status	Tumor	1.37988809416531	0.11572161418636	855	430	2.03865033812988e-30	1.2693962254856e-29
ADRA1A	status	Tumor	-1.38541602513082	0.116203150438854	855	398	2.07762859728291e-30	1.29205758537494e-29
LINC01914	status	Tumor	1.37478483552541	0.115327938493716	855	390	2.11436769687589e-30	1.3132718614136e-29
NDUFV2	status	Tumor	1.384642920499	0.116168020497273	855	429	2.14381024821162e-30	1.32990710186825e-29
LRRC8D	status	Tumor	1.37760464755561	0.115610029226974	855	423	2.21894885036538e-30	1.37481341410495e-29
SMIM10L2B	status	Tumor	-1.37828948562037	0.115900698588792	855	430	2.83860425051204e-30	1.75656203620795e-29
TRIM31.AS1	status	Tumor	1.37521790951884	0.115679741566718	855	418	2.9526493953318e-30	1.82487601689234e-29
QSOX2	status	Tumor	1.3707987822766	0.115345648585471	855	424	3.07253455094002e-30	1.89662626601236e-29
BAALC	status	Tumor	-1.37531579614231	0.115742040145634	855	391	3.1257765031883e-30	1.92473922610117e-29
LOC101927297	status	Tumor	-1.3792192281918	0.116069373674788	855	345	3.12194947579155e-30	1.92473922610117e-29
