"gene","module_membership","gene_significance","hub_score"
"FMR1",0.381250352841829,NA,NA
"STARD4",0.3809135130158,NA,NA
"FBXW11",0.38067273185785,NA,NA
"ELAC1",0.380555695884493,NA,NA
"MCCC1",0.379641139821148,NA,NA
"KLHL9",0.37954125549677,NA,NA
"EMG1",0.379111155001417,NA,NA
"ZNF22",0.377594325230571,NA,NA
"RBM27",0.377363989834094,NA,NA
"TADA2A",0.37710224477996,NA,NA
"HSDL1",0.376913385284001,NA,NA
"AASDH",0.376356063071805,NA,NA
"AZI2",0.376238968339111,NA,NA
"ENY2",0.376181838986258,NA,NA
"PHF3",0.376007579901513,NA,NA
"ANKMY2",0.375919293520777,NA,NA
"PINX1",0.375690613468466,NA,NA
"C9orf78",0.37547918415283,NA,NA
"ZSCAN29",0.375262586863779,NA,NA
"NDUFA9",0.375116886261905,NA,NA
"ANAPC10",0.374913284731843,NA,NA
"RNASEH2B",0.374912837194473,NA,NA
"USP16",0.374691098716931,NA,NA
"RPS6KA3",0.374634270051607,NA,NA
"DHX40",0.373773156984801,NA,NA
"TBP",0.373760402626553,NA,NA
"HINFP",0.373672040843358,NA,NA
"CHRAC1",0.373042805678119,NA,NA
"EIF2S2",0.372210802393662,NA,NA
"NFRKB",0.371874554413878,NA,NA
"SUDS3",0.371636400623646,NA,NA
"STAU2",0.371511494328544,NA,NA
"ZNF664",0.370482502382412,NA,NA
"CEP350",0.370239567981826,NA,NA
"AKIRIN1",0.370236716255982,NA,NA
"HBS1L",0.369939042651259,NA,NA
"CRYZ",0.369621395639306,NA,NA
"ERCC8",0.36896418621846,NA,NA
"RTF1",0.368670997305561,NA,NA
"C9orf72",0.368593194837456,NA,NA
"ANKRD13C",0.368455747745973,NA,NA
"TMEM14A",0.368339812789902,NA,NA
"ASH2L",0.368071428086746,NA,NA
"TMEM14C",0.368000207483772,NA,NA
"DTWD2",0.367845935033358,NA,NA
"MRPL21",0.3675017425136,NA,NA
"LRRC57",0.367008018183875,NA,NA
"EIF2B1",0.366841191712405,NA,NA
"DYNC2LI1",0.36652291946524,NA,NA
"INO80",0.366148345674584,NA,NA
"NEK3",0.365544290630546,NA,NA
"SCOC",0.365073297795988,NA,NA
"SMCHD1",0.365066414039871,NA,NA
"FAIM",0.364966599565615,NA,NA
"LCMT1",0.364696613066249,NA,NA
"GLUD2",0.36448639294504,NA,NA
"MRPL40",0.363596909217357,NA,NA
"RNF13",0.363376072995286,NA,NA
"RASA1",0.362959470532975,NA,NA
"SMARCAL1",0.362160865094854,NA,NA
"TAF13",0.361707911172256,NA,NA
"UIMC1",0.361397436871206,NA,NA
"TMEM107",0.361394773490456,NA,NA
"SLC35A1",0.361015679731458,NA,NA
"EIF2AK4",0.360924307158227,NA,NA
"MTM1",0.360446923281232,NA,NA
"SCARB2",0.360320168936245,NA,NA
"POLR3D",0.359787570124071,NA,NA
"WDR70",0.3596473117913,NA,NA
"CDKN2AIPNL",0.359577050263032,NA,NA
"ANKRD46",0.359502499737736,NA,NA
"AP4E1",0.359486936511886,NA,NA
"FAN1",0.358875586706581,NA,NA
"C12orf43",0.358105907514782,NA,NA
"CGGBP1",0.35805244377237,NA,NA
"ABCB10",0.357595223512125,NA,NA
"ADORA2B",0.357258965941953,NA,NA
"WDR44",0.356885294755273,NA,NA
"MYC",0.356876867053062,NA,NA
"MBTPS2",0.356710464925292,NA,NA
"NCOA7",0.356660348264328,NA,NA
"MRPL27",0.356161503983388,NA,NA
"C1GALT1C1",0.355770018614328,NA,NA
"CEP57L1",0.355069891142433,NA,NA
"ZNF45",0.354289275298751,NA,NA
"TOE1",0.354037528375632,NA,NA
"RBM3",0.353917832823504,NA,NA
"SF3A1",0.353911319194882,NA,NA
"HSD17B12",0.353879551307414,NA,NA
"SLC25A14",0.353793814598785,NA,NA
"PRKAR2A",0.352183496907668,NA,NA
"SSBP1",0.351887520395188,NA,NA
"TM7SF3",0.351241336254246,NA,NA
"ACLY",0.350857853664417,NA,NA
"ULK4",0.350840798511844,NA,NA
"FDFT1",0.350694031433252,NA,NA
"BTG3",0.350405329890258,NA,NA
"SUMO1",0.349841142372483,NA,NA
"MMGT1",0.349764749065127,NA,NA
"WDR82",0.349588704503112,NA,NA
"NFATC2IP",0.348917536108505,NA,NA
"ZNF75D",0.348873885791592,NA,NA
"POLK",0.348546423910753,NA,NA
"CCDC112",0.348318889277786,NA,NA
"LETMD1",0.348246630094191,NA,NA
"MAP1LC3B",0.348048265768129,NA,NA
"GNPAT",0.347535408819651,NA,NA
"IMPACT",0.347414025550916,NA,NA
"SIAH1",0.347181948351847,NA,NA
"SIRT5",0.346975789115989,NA,NA
"CTPS2",0.346697402865819,NA,NA
"WBP4",0.346342327626946,NA,NA
"FDX1",0.346053212127262,NA,NA
"GTDC1",0.345711220423451,NA,NA
"BCL2L13",0.345704240107909,NA,NA
"CFDP1",0.345622494012759,NA,NA
"RAB9A",0.345208411696665,NA,NA
"NKAP",0.344924629329127,NA,NA
"EXOC4",0.344684426834636,NA,NA
"DENND4C",0.344325320908341,NA,NA
"PAIP1",0.343731307969446,NA,NA
"KLHL7",0.343641177965278,NA,NA
"SNUPN",0.343494660857747,NA,NA
"GMEB1",0.343120038789553,NA,NA
"SENP2",0.342144385099552,NA,NA
"BECN1",0.34190420207024,NA,NA
"PDHA1",0.341789594958803,NA,NA
"LAPTM4B",0.341709324640949,NA,NA
"ENOX2",0.341683278092235,NA,NA
"TTC33",0.34123262244181,NA,NA
"PHAX",0.34103623005424,NA,NA
"WWP1",0.340766137185165,NA,NA
"NBR1",0.340369895678177,NA,NA
"ING1",0.340210629167084,NA,NA
"SLC25A33",0.340149093430303,NA,NA
"LANCL1",0.339788691439178,NA,NA
"DOCK7",0.33977178891245,NA,NA
"TTC1",0.338220688169034,NA,NA
"MANBA",0.337380107896867,NA,NA
"FAM117B",0.336868527846375,NA,NA
"DCP1A",0.336459157798641,NA,NA
"CAMK2D",0.336407996770353,NA,NA
"DNAJA4",0.336341769562726,NA,NA
"ACAD8",0.33633833690769,NA,NA
"CDC37L1",0.334718446042686,NA,NA
"UPRT",0.334465823298894,NA,NA
"UGDH",0.334377958964949,NA,NA
"APOOL",0.334081308018808,NA,NA
"MTIF3",0.333393305531983,NA,NA
"SDCBP",0.332847210614005,NA,NA
"CWC15",0.332588037945797,NA,NA
"MCFD2",0.331502364570745,NA,NA
"IFT74",0.331284174471876,NA,NA
"PTPRA",0.331255986342385,NA,NA
"NHEJ1",0.330347699600023,NA,NA
"WASL",0.330062527891674,NA,NA
"SNRPB2",0.33004604492155,NA,NA
"XRCC5",0.329906785675283,NA,NA
"ZKSCAN5",0.328002849691524,NA,NA
"ERLIN2",0.327892057373679,NA,NA
"VPS36",0.327566817196422,NA,NA
"CARS2",0.326874768167058,NA,NA
"HDDC2",0.326224048431691,NA,NA
"TBCA",0.325628476639675,NA,NA
"DR1",0.325559609021301,NA,NA
"CCNY",0.32547523036742,NA,NA
"TRIP11",0.32480257148985,NA,NA
"AVEN",0.323579634011967,NA,NA
"SLC9A6",0.323431911061035,NA,NA
"AP3M1",0.323336597133834,NA,NA
"MTA3",0.322502986576111,NA,NA
"IFT88",0.322038682115852,NA,NA
"INSIG2",0.321300051106245,NA,NA
"PLA2G4A",0.320888790839856,NA,NA
"TLK2",0.32056114254542,NA,NA
"INTS10",0.320458230061324,NA,NA
"RDH10",0.320245721864787,NA,NA
"FOXJ3",0.31943529379478,NA,NA
"CCDC15",0.318193779286892,NA,NA
"C9orf85",0.31793767080186,NA,NA
"IVD",0.317809674176006,NA,NA
"ARMCX5",0.317447313317084,NA,NA
"TTC3",0.31596802852797,NA,NA
"SCRN3",0.315492721808511,NA,NA
"NMNAT1",0.315389971709849,NA,NA
"INTS9",0.315298706172155,NA,NA
"PDCL3",0.314980124320614,NA,NA
"KDM4C",0.314555372996505,NA,NA
"BLMH",0.31426728927679,NA,NA
"SUGT1",0.31354582708664,NA,NA
"CNOT2",0.312676298892249,NA,NA
"MTRF1L",0.311722510116768,NA,NA
"ATG12",0.310278573797088,NA,NA
"ARV1",0.309456189133338,NA,NA
"UBP1",0.308914181764041,NA,NA
"NUBPL",0.308400820057886,NA,NA
"CLTA",0.307898515152515,NA,NA
"KRAS",0.307136757191157,NA,NA
"RPL14",0.306278113327592,NA,NA
"RPL37A",0.305412569087746,NA,NA
"NUP62CL",0.30539444940226,NA,NA
"CYP51A1",0.305021677334865,NA,NA
"ZNF77",0.304743940456731,NA,NA
"MED1",0.303873999010062,NA,NA
"SEC22B",0.303735453753985,NA,NA
"SMYD3",0.30369774406235,NA,NA
"TMCO1",0.302472829207377,NA,NA
"SUPT7L",0.301807597545212,NA,NA
"STRBP",0.301395121644472,NA,NA
"SAP18",0.301327382579287,NA,NA
"TFIP11",0.300383698533139,NA,NA
"MRFAP1L1",0.298591698182263,NA,NA
"SLU7",0.298346093106219,NA,NA
"FBXO16",0.2982212712432,NA,NA
"ANAPC13",0.29812742643179,NA,NA
"THEM4",0.297854174743203,NA,NA
"ZNF619",0.297836490120357,NA,NA
"HPS4",0.297548393648527,NA,NA
"ATE1",0.297476341005948,NA,NA
"PIAS2",0.297112506090038,NA,NA
"CCDC113",0.296972913065881,NA,NA
"ZNF684",0.296911978223026,NA,NA
"IL20RA",0.296819659139492,NA,NA
"RPL23",0.296693354704131,NA,NA
"HMGN2",0.296005039464007,NA,NA
"ZNF830",0.295542216675173,NA,NA
"SRP19",0.294927820207717,NA,NA
"TTC12",0.292904737494285,NA,NA
"ATG10",0.292594421276032,NA,NA
"TSPAN6",0.291068532983767,NA,NA
"FUBP3",0.290982335935371,NA,NA
"ANXA7",0.290200778561398,NA,NA
"C9orf40",0.289207168691493,NA,NA
"RPL6",0.28735950545057,NA,NA
"MGST1",0.285703386175876,NA,NA
"METAP1D",0.284036634543341,NA,NA
"ESD",0.283237935000086,NA,NA
"GBE1",0.282793403608323,NA,NA
"APIP",0.282361733997904,NA,NA
"DTD1",0.278403374556069,NA,NA
"LEMD3",0.275716683727667,NA,NA
"NNT",0.271710543999891,NA,NA
"CDK6",0.271314393945258,NA,NA
"RWDD2B",0.270759017343291,NA,NA
"CDKAL1",0.267324509955218,NA,NA
"AMZ2",0.265861627311453,NA,NA
"C10orf88",0.264500219924445,NA,NA
"ALDH7A1",0.264032257568948,NA,NA
"HYLS1",0.259446167519339,NA,NA
"SLC25A46",0.25630189714007,NA,NA
"ANXA3",0.250435972511242,NA,NA
"NUDT12",0.246543709081124,NA,NA
"PRMT6",0.244903627419348,NA,NA
"SEC61G",0.243209694804105,NA,NA
"LLPH",0.240511815632158,NA,NA
"AGK",0.238826901230974,NA,NA
