"gene_id","log2FoldChange","AveExpr","t","pvalue","padj","B","gene_id_clean","sig","hgnc_symbol","gene_biotype"
"ENSG00000131771.14",1.60441976401866,5.61013105002274,2.63540879467892,0.00869372541395249,0.0176458106405097,-3.9083735040864,"ENSG00000131771","Up","PPP1R1B","protein phosphatase 1 regulatory inhibitor subunit 1B"
"ENSG00000074621.14",0.295793302852166,3.64056065533204,2.63534460459771,0.00869534433880082,0.0176474263925355,-3.76937168373225,"ENSG00000074621","NS","SLC24A1","solute carrier family 24 member 1"
"ENSG00000090061.17",0.266802318488831,3.70341744000337,2.63521445660132,0.00869862760439584,0.0176524193417745,-3.78368914875744,"ENSG00000090061","NS","CCNK","cyclin K"
"ENSG00000033170.17",0.369764491249576,5.76214131039256,2.63473743546176,0.00871067100372198,0.0176751868999737,-4.03180420417471,"ENSG00000033170","NS","FUT8","fucosyltransferase 8"
"ENSG00000153094.24",0.310481970618445,4.63334505550388,2.63422291249787,0.00872367797369755,0.0176999051867472,-3.91008421360859,"ENSG00000153094","NS","BCL2L11","BCL2 like 11"
"ENSG00000253878.5",-0.503393030315904,-1.56059987287526,-2.63362953263549,0.00873870004029469,0.0177287069401343,-3.24855343591128,"ENSG00000253878","NS",NA,NA
"ENSG00000102753.10",0.236148853904172,6.02821759059702,2.63340604705449,0.00874436383439676,0.0177385193712139,-4.056958335429,"ENSG00000102753","NS","KPNA3","karyopherin subunit alpha 3"
"ENSG00000183250.12",-0.379823891257939,1.15315427919348,-2.63314991212036,0.00875085910827236,0.0177500164982511,-3.5549343606097,"ENSG00000183250","NS","LINC01547","long intergenic non-protein coding RNA 1547"
"ENSG00000109113.20",-0.590810233213812,4.83126933283593,-2.63276163522422,0.00876071359217354,0.0177683245411154,-4.02011999047333,"ENSG00000109113","NS","RAB34","RAB34, member RAS oncogene family"
"ENSG00000149679.11",0.435841626234198,4.08910734194459,2.63263239395306,0.0087639959473414,0.0177733009065422,-3.82217813799212,"ENSG00000149679","NS","CABLES2","Cdk5 and Abl enzyme substrate 2"
"ENSG00000240445.6",0.338943707988272,1.64758064579045,2.63245507338762,0.00876850117183847,0.0177807560638472,-3.54448503063439,"ENSG00000240445","NS","FOXO3B","forkhead box O3B"
"ENSG00000249743.6",-1.0427084874633,-4.0779570019167,-2.63192237710993,0.00878204799948247,0.0178065426299424,-2.97869410074748,"ENSG00000249743","Down",NA,NA
"ENSG00000151498.12",-0.219330628062784,3.95209761534031,-2.63098996838077,0.00880580495439261,0.0178530244896865,-3.89052975778138,"ENSG00000151498","NS","ACAD8","acyl-CoA dehydrogenase family member 8"
"ENSG00000250565.7",0.354946335948487,2.0435345558349,2.63088577672824,0.00880846324141439,0.0178558455332727,-3.58588355084933,"ENSG00000250565","NS","ATP6V1E2","ATPase H+ transporting V1 subunit E2"
"ENSG00000198431.16",0.297600976267003,6.7534917808567,2.63087016571853,0.00880886159386484,0.0178558455332727,-4.09498805251893,"ENSG00000198431","NS","TXNRD1","thioredoxin reductase 1"
"ENSG00000260034.1",0.539023848187419,-0.958476190123479,2.63083100339682,0.00880986098574356,0.0178561836027083,-3.22201914146137,"ENSG00000260034","NS","LCMT1-AS2","LCMT1 antisense RNA 2"
"ENSG00000250942.1",1.22774654823335,-2.10809353689645,2.63043201011529,0.00882004877708171,0.0178751432690696,-3.00987961797059,"ENSG00000250942","Up","ENPP7P11","ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 11"
"ENSG00000157782.9",-0.589873115336536,-0.238349414327057,-2.63034150420533,0.00882236120053548,0.0178781402538679,-3.44402063244017,"ENSG00000157782","NS","CABP1","calcium binding protein 1"
"ENSG00000277969.1",-0.361621542435814,0.733835138320424,-2.63025167755792,0.00882465680617981,0.017881102594986,-3.52524286105289,"ENSG00000277969","NS",NA,NA
"ENSG00000239039.1",-0.780269999222392,-2.46531228823894,-2.630123209545,0.00882794085923614,0.0178860670446082,-3.18054714757514,"ENSG00000239039","NS","SNORD13","small nucleolar RNA, C/D box 13"
"ENSG00000119782.14",-0.630116157829684,1.17320079964766,-2.6294500693161,0.00884516639014519,0.0179179951570569,-3.59284489215503,"ENSG00000119782","NS","FKBP1B","FKBP prolyl isomerase 1B"
"ENSG00000121851.13",-0.292356912742499,3.33444146611277,-2.62944210199491,0.00884537045266071,0.0179179951570569,-3.80972816552312,"ENSG00000121851","NS","POLR3GL","RNA polymerase III subunit GL"
"ENSG00000125733.18",-0.344139548847386,5.63452421328915,-2.6291168097849,0.00885370558307908,0.017933185675738,-4.07421935846898,"ENSG00000125733","NS","TRIP10","thyroid hormone receptor interactor 10"
"ENSG00000155085.15",-0.314319204119476,2.57509235286176,-2.62906891173267,0.00885493349406221,0.017933979007806,-3.70804802956837,"ENSG00000155085","NS","AK9","adenylate kinase 9"
"ENSG00000145247.12",0.430351728972707,5.66926558309887,2.62873999440761,0.00886336971849223,0.017949369875617,-4.03818781561431,"ENSG00000145247","NS","OCIAD2","OCIA domain containing 2"
"ENSG00000065548.18",0.270721397623348,5.87365216174246,2.62831042746442,0.00887439829837568,0.0179700071671197,-4.05923037937048,"ENSG00000065548","NS","ZC3H15","zinc finger CCCH-type containing 15"
"ENSG00000266338.6",0.430658482363061,3.26875139320401,2.62806892325272,0.00888060400858116,0.0179808755256827,-3.71539265033082,"ENSG00000266338","NS","NBPF15","NBPF member 15"
"ENSG00000092850.12",-0.798331262518433,-2.56767769130901,-2.6270874539214,0.00890586395733422,0.0180303179863107,-3.16031456681697,"ENSG00000092850","NS","TEKT2","tektin 2"
"ENSG00000187796.15",0.551889643330345,1.58452265879766,2.62702992795904,0.00890734649122184,0.0180316172220826,-3.53848377405334,"ENSG00000187796","NS","CARD9","caspase recruitment domain family member 9"
"ENSG00000167895.15",0.58356345981453,3.95907008364162,2.62673726659282,0.00891489225702089,0.0180451891782982,-3.81058769985319,"ENSG00000167895","NS","TMC8","transmembrane channel like 8"
"ENSG00000185324.22",0.276023726329532,5.21301984911712,2.62614753773033,0.00893011479724576,0.0180742961439914,-4.00751250075666,"ENSG00000185324","NS","CDK10","cyclin dependent kinase 10"
"ENSG00000110436.13",-0.787087199377665,0.321950311089338,-2.62609410053575,0.00893149530998252,0.0180753843934968,-3.53304313934295,"ENSG00000110436","NS","SLC1A2","solute carrier family 1 member 2"
"ENSG00000223749.11",0.678563262896591,-0.40156528667638,2.62556133619825,0.00894526936762151,0.0181015518831865,-3.30270453595704,"ENSG00000223749","NS",NA,NA
"ENSG00000261502.4",-1.12676191920917,-3.66534243690885,-2.62516825225117,0.00895544433674775,0.0181204320450884,-3.04047059990494,"ENSG00000261502","Down",NA,NA
"ENSG00000064651.14",0.579110136513811,7.36356188426036,2.62431970693173,0.00897744427824461,0.0181632330180409,-4.11971064920106,"ENSG00000064651","NS","SLC12A2","solute carrier family 12 member 2"
"ENSG00000279453.1",-0.400545150438703,2.83362455456948,-2.62408827806801,0.00898345285316605,0.0181721840215363,-3.75510369528833,"ENSG00000279453","NS",NA,NA
"ENSG00000235245.1",0.426045706406758,-0.242999480058929,2.62406232630283,0.00898412686206046,0.0181721840215363,-3.34878320204791,"ENSG00000235245","NS",NA,NA
"ENSG00000101452.15",0.271438894645125,4.1012782396258,2.624051406467,0.00898441048122489,0.0181721840215363,-3.86371244777022,"ENSG00000101452","NS","DHX35","DEAH-box helicase 35"
"ENSG00000226979.9",0.801100335307034,-0.455673376910522,2.62376763568504,0.00899178362832316,0.0181853820910051,-3.29921204910495,"ENSG00000226979","NS","LTA","lymphotoxin alpha"
"ENSG00000126883.17",0.19486613403024,6.32797738782005,2.62339039029636,0.00900159389751577,0.0182022916472177,-4.1014129747356,"ENSG00000126883","NS","NUP214","nucleoporin 214"
"ENSG00000133980.5",1.49637302149534,-1.68342901908756,2.62338085149933,0.00900184207826126,0.0182022916472177,-3.0608856957515,"ENSG00000133980","Up","VRTN","vertebrae development associated"
"ENSG00000051523.11",0.464973376671728,7.65636515627377,2.62306435938396,0.00901008005788073,0.018217231726342,-4.1276608692605,"ENSG00000051523","NS","CYBA","cytochrome b-245 alpha chain"
"ENSG00000110318.15",-0.59738976892712,2.14700387281647,-2.62299639407953,0.00901185000888694,0.0182190926933059,-3.69331524596268,"ENSG00000110318","NS","CEP126","centrosomal protein 126"
"ENSG00000213700.3",0.445365777062104,-0.258139643084357,2.62271276351612,0.00901923967291437,0.0182323135097862,-3.35085519421025,"ENSG00000213700","NS","RPL17P50","ribosomal protein L17 pseudogene 50"
"ENSG00000231500.7",-0.31935140549961,9.61282446279276,-2.62172449908198,0.00904503018243326,0.0182827254752558,-4.10101492820079,"ENSG00000231500","NS","RPS18","ribosomal protein S18"
"ENSG00000130766.5",-0.396554290739748,4.56784054460803,-2.62131269746661,0.00905579636083417,0.0183027621104938,-4.00918393408952,"ENSG00000130766","NS","SESN2","sestrin 2"
"ENSG00000110427.17",1.07328049727287,1.53832051444602,2.62127963534082,0.00905666123765638,0.0183027852339595,-3.49920898934656,"ENSG00000110427","Up","KIAA1549L","KIAA1549 like"
"ENSG00000128052.10",0.448461072321206,4.69071362880542,2.6205740340397,0.00907513681126557,0.0183383948039575,-3.93818218475773,"ENSG00000128052","NS","KDR","kinase insert domain receptor"
"ENSG00000167525.14",0.431418790824378,0.743231225300191,2.62044347077597,0.00907855919923168,0.0183435821167065,-3.48333795629753,"ENSG00000167525","NS","PROCA1","protein interacting with cyclin A1"
"ENSG00000177000.13",-0.27843383131733,4.90388832533074,-2.62002408752273,0.00908956010003347,0.0183640796896201,-4.04088488881593,"ENSG00000177000","NS","MTHFR","methylenetetrahydrofolate reductase"
"ENSG00000136104.21",0.256468765681745,4.79322941039588,2.6195127816513,0.00910298838812701,0.0183894771073636,-3.97194296556226,"ENSG00000136104","NS","RNASEH2B","ribonuclease H2 subunit B"
"ENSG00000082805.20",-0.313463978917331,5.91526940111431,-2.61947808354597,0.00910390029861631,0.0183895870588797,-4.11264030408931,"ENSG00000082805","NS","ERC1","ELKS/RAB6-interacting/CAST family member 1"
"ENSG00000287419.1",-0.599917973152223,-1.90499667439061,-2.61860151867837,0.00912696470268927,0.0184344401030207,-3.25041910632745,"ENSG00000287419","NS",NA,NA
"ENSG00000285658.1",0.730743888284059,-2.57091445602437,2.61837695010628,0.00913288202493119,0.018444654666793,-3.02385390873531,"ENSG00000285658","NS",NA,NA
"ENSG00000232712.6",0.745763538561677,-1.9252478656146,2.61824978298504,0.00913623436837723,0.0184496875955008,-3.10159893314208,"ENSG00000232712","NS","KIZ-AS1","KIZ antisense RNA 1"
"ENSG00000043514.17",0.239059669677963,3.56952654580066,2.61711075092712,0.00916631038702494,0.0185086802146819,-3.81019848684065,"ENSG00000043514","NS","TRIT1","tRNA isopentenyltransferase 1"
"ENSG00000140939.14",-0.388311931662665,3.48762321574345,-2.61705860565282,0.00916768939750024,0.018509721975032,-3.86646987948579,"ENSG00000140939","NS","NOL3","nucleolar protein 3"
"ENSG00000143443.10",-0.382955748571438,2.58402113734008,-2.6168331537521,0.0091736537355112,0.0185194205919056,-3.74928395172706,"ENSG00000143443","NS","C1orf56","chromosome 1 open reading frame 56"
"ENSG00000155034.19",0.378143775032377,4.12279804643668,2.61681175182373,0.00917422010484028,0.0185194205919056,-3.87506021056614,"ENSG00000155034","NS","FBXL18","F-box and leucine rich repeat protein 18"
"ENSG00000032389.13",0.300536389382884,4.64774871865537,2.61644693287117,0.00918387929851616,0.0185371741586802,-3.9646037452377,"ENSG00000032389","NS","EIPR1","EARP complex and GARP complex interacting protein 1"
"ENSG00000082074.19",0.607350289027315,4.95457065596871,2.61557975366454,0.00920687588513803,0.0185813909996663,-3.97204844156479,"ENSG00000082074","NS","FYB1","FYN binding protein 1"
"ENSG00000184697.7",2.3486516438556,-1.96860006842495,2.61555554843752,0.00920751851876589,0.0185813909996663,-2.94015810789448,"ENSG00000184697","Up","CLDN6","claudin 6"
"ENSG00000204681.11",-0.576382624130392,3.46770576264999,-2.61514100343453,0.00921853066545025,0.0186018638173924,-3.8789106056277,"ENSG00000204681","NS","GABBR1","gamma-aminobutyric acid type B receptor subunit 1"
"ENSG00000110330.8",0.21275289665557,5.79999800074574,2.61469150123812,0.00923048475539454,0.0186242333299644,-4.0934771681636,"ENSG00000110330","NS","BIRC2","baculoviral IAP repeat containing 2"
"ENSG00000225329.3",1.45151429984029,0.531929742462747,2.61445655511492,0.00923673844934475,0.0186350980982735,-3.39352302616386,"ENSG00000225329","Up","LHFPL3-AS2","LHFPL3 antisense RNA 2"
"ENSG00000114026.21",-0.238716483700369,3.93359629300271,-2.61391436315218,0.00925118476137939,0.0186624878555679,-3.93203053289471,"ENSG00000114026","NS","OGG1","8-oxoguanine DNA glycosylase"
"ENSG00000264424.1",1.36883380582658,-4.1295091167635,2.61359648291994,0.0092596638539348,0.018677835873917,-2.85212109598902,"ENSG00000264424","Up","MYH4","myosin heavy chain 4"
"ENSG00000152147.11",0.264705327561171,3.29061356218874,2.61340572345339,0.00926475548511083,0.0186863487382382,-3.78233232493134,"ENSG00000152147","NS","GEMIN6","gem nuclear organelle associated protein 6"
"ENSG00000288573.1",0.510189673871614,-1.57138736561347,2.6125755888912,0.00928694211431173,0.0187283175515207,-3.18806306270321,"ENSG00000288573","NS","LOC101929609","uncharacterized LOC101929609"
"ENSG00000221886.4",0.330990184136508,1.53159710003542,2.61256182703157,0.00928731032175804,0.0187283175515207,-3.58631783502307,"ENSG00000221886","NS","FAM200C","family with sequence similarity 200 member C"
"ENSG00000277013.1",-0.669845593902117,-0.908495169014564,-2.61246577267635,0.00928988068209153,0.0187317394798923,-3.41088772898254,"ENSG00000277013","NS",NA,NA
"ENSG00000125257.16",0.542229682121347,4.46778468745022,2.6121831043751,0.00929744842148564,0.0187452363304673,-3.9156315920171,"ENSG00000125257","NS","ABCC4","ATP binding cassette subfamily C member 4"
"ENSG00000097033.14",-0.199750997700224,6.6721923682323,-2.61125135281211,0.00932243284321647,0.0187938423346137,-4.15381476797702,"ENSG00000097033","NS","SH3GLB1","SH3 domain containing GRB2 like, endophilin B1"
"ENSG00000151665.13",0.303380727006504,2.76216150588785,2.61117682265962,0.0093244339232503,0.0187961095890616,-3.72178392649335,"ENSG00000151665","NS","PIGF","phosphatidylinositol glycan anchor biosynthesis class F"
"ENSG00000181029.9",-0.392745214618752,-0.87818149969124,-2.6107928420746,0.0093347496158331,0.0188151353628907,-3.3950986288041,"ENSG00000181029","NS","TRAPPC5","trafficking protein particle complex subunit 5"
"ENSG00000066827.16",-0.232827749508309,3.36845654120466,-2.61048365498803,0.00934306339418342,0.0188301228786446,-3.85502726071438,"ENSG00000066827","NS","ZFAT","zinc finger and AT-hook domain containing"
"ENSG00000230872.2",0.610717305061601,-0.636119251360288,2.61020390296157,0.0093505913997519,0.0188435240705769,-3.30309405550585,"ENSG00000230872","NS","MFSD13B","major facilitator superfamily domain containing 13B (pseudogene)"
"ENSG00000265907.2",0.626072258672574,-1.59387240758108,2.61005683227997,0.00935455118503301,0.0188497326613002,-3.1935058790944,"ENSG00000265907","NS",NA,NA
"ENSG00000214814.7",-1.30094872917796,2.3506247090598,-2.60949053945408,0.00936981228276239,0.0188787104675049,-3.88337001635314,"ENSG00000214814","Down","FER1L6","fer-1 like family member 6"
"ENSG00000167136.7",-0.450016767594241,2.42036827015565,-2.60920644111961,0.00937747687633027,0.0188923784959867,-3.76364770604762,"ENSG00000167136","NS","ENDOG","endonuclease G"
"ENSG00000225937.3",-1.02881585838323,-1.38377475415054,-2.60806388479599,0.00940835821823229,0.0189528132959055,-3.37663292661628,"ENSG00000225937","Down","PCA3","prostate cancer associated 3"
"ENSG00000228315.12",0.393279718569598,1.23267917852557,2.60802768850713,0.00940933802766012,0.0189530067945148,-3.56441857872917,"ENSG00000228315","NS","GUSBP11","GUSB pseudogene 11"
"ENSG00000211669.3",-1.28487417125402,2.33954549324171,-2.60798465839236,0.00941050294301869,0.0189535730762565,-3.89233202768073,"ENSG00000211669","Down","IGLV3-10","immunoglobulin lambda variable 3-10"
"ENSG00000159110.20",0.328082215733341,0.689017454173219,2.60784452203597,0.00941429762252616,0.018959435328453,-3.52313914333835,"ENSG00000159110","NS","IFNAR2","interferon alpha and beta receptor subunit 2"
"ENSG00000197568.14",-0.3612015097637,2.49292599676293,-2.60751986933675,0.00942309398595802,0.0189753684152916,-3.75659601568413,"ENSG00000197568","NS","ANKRD13C-DT","ANKRD13C divergent transcript"
"ENSG00000240041.1",-1.08302095655409,-1.67619710127735,-2.60739518989166,0.00942647409096117,0.0189784303958655,-3.42203217798052,"ENSG00000240041","Down","IGHJ4","immunoglobulin heavy joining 4"
"ENSG00000186235.11",-0.718187420477028,-2.29476551272866,-2.60737359613334,0.00942705961581455,0.0189784303958655,-3.23615808082941,"ENSG00000186235","NS","LINC02610","long intergenic non-protein coding RNA 2610"
"ENSG00000233593.10",-0.659134250490055,-0.404586240941711,-2.60734147404198,0.00942793068156389,0.0189784303958655,-3.49373243818694,"ENSG00000233593","NS","LINC02609","long intergenic non-protein coding RNA 2609"
"ENSG00000156466.10",-1.02601955898312,-1.8167289016595,-2.607333227595,0.0094281543149096,0.0189784303958655,-3.33441589460497,"ENSG00000156466","Down","GDF6","growth differentiation factor 6"
"ENSG00000083642.19",0.257748559896345,5.67750554963158,2.60723288291241,0.00943087591778716,0.0189821271640416,-4.09829118398711,"ENSG00000083642","NS","PDS5B","PDS5 cohesin associated factor B"
"ENSG00000249565.2",0.352800053233305,0.073910405630888,2.60703814806253,0.00943615962828021,0.0189909796723064,-3.44475789190507,"ENSG00000249565","NS",NA,NA
"ENSG00000189120.5",0.878148053174732,2.6324384373895,2.60664851792764,0.00944673935612545,0.0190104881515873,-3.66654065485239,"ENSG00000189120","NS","SP6","Sp6 transcription factor"
"ENSG00000156711.17",0.415119939779895,6.53059630401063,2.60634625405403,0.00945495411576284,0.0190222802087619,-4.14773312213641,"ENSG00000156711","NS","MAPK13","mitogen-activated protein kinase 13"
"ENSG00000002079.14",0.788021782594052,-1.056410968118,2.60634037826039,0.00945511386814053,0.0190222802087619,-3.24632780997308,"ENSG00000002079","NS","MYH16","myosin heavy chain 16 (pseudogene)"
"ENSG00000167721.11",0.277703624631961,4.95654695740311,2.60633500168868,0.00945526004967833,0.0190222802087619,-4.02190477801677,"ENSG00000167721","NS","TSR1","TSR1 ribosome maturation factor"
"ENSG00000169213.7",0.958339072605878,2.79216328194559,2.60559139018386,0.00947549731066293,0.0190612058272655,-3.67530855056826,"ENSG00000169213","NS","RAB3B","RAB3B, member RAS oncogene family"
"ENSG00000129911.9",0.386344489916116,5.22804067571721,2.60551192109704,0.00947766233918522,0.0190637728874664,-4.05269189836514,"ENSG00000129911","NS","KLF16","KLF transcription factor 16"
"ENSG00000128513.16",0.290918481498232,4.30023188364749,2.60525834619901,0.00948457360670495,0.0190758853577224,-3.93469225140332,"ENSG00000128513","NS","POT1","protection of telomeres 1"
"ENSG00000119013.9",-0.282870945600847,5.19988113593621,-2.60513307994419,0.00948798944371522,0.019080966017434,-4.10654598716136,"ENSG00000119013","NS","NDUFB3","NADH:ubiquinone oxidoreductase subunit B3"
"ENSG00000128408.9",0.875998457972418,0.312782028048918,2.60490982101993,0.00949408013431549,0.0190914245251317,-3.43117784358388,"ENSG00000128408","NS","RIBC2","RIB43A domain with coiled-coils 2"
"ENSG00000189195.15",0.34923396668012,2.50460048313961,2.60487339367515,0.00949507423473121,0.0190916334181554,-3.69835975836883,"ENSG00000189195","NS","BTBD8","BTB domain containing 8"
"ENSG00000251580.3",-0.489442605233805,-0.481330776787941,-2.60438092138095,0.00950852292317101,0.0191168822171487,-3.47427918024603,"ENSG00000251580","NS","LINC02482","long intergenic non-protein coding RNA 2482"
"ENSG00000269906.1",0.539965549797359,-0.918193028279965,2.60433432780629,0.0095097962067833,0.0191176499297595,-3.28230916353809,"ENSG00000269906","NS",NA,NA
"ENSG00000224184.6",0.911083269863826,-2.43892722626165,2.60373525898175,0.00952618082672162,0.0191487931399261,-3.0581237035339,"ENSG00000224184","NS","MIR3681HG","MIR3681 host gene"
"ENSG00000143442.22",0.216749676566557,6.32839049203879,2.60350687233836,0.00953243388185705,0.0191595667319875,-4.15111818013324,"ENSG00000143442","NS","POGZ","pogo transposable element derived with ZNF domain"
"ENSG00000266896.1",0.465395511723401,-0.861021873162354,2.60325172856063,0.00953942387004643,0.019171819353108,-3.31484434781309,"ENSG00000266896","NS",NA,NA
"ENSG00000112282.18",0.226476473380794,5.21199813068717,2.60230565541791,0.00956538279263918,0.0192221888466023,-4.07023130305378,"ENSG00000112282","NS","MED23","mediator complex subunit 23"
"ENSG00000214194.9",-0.335791175925999,4.66787213774796,-2.60176883582007,0.0095801404577801,0.0192500414370423,-4.06491298906541,"ENSG00000214194","NS","SMIM30","small integral membrane protein 30"
"ENSG00000168096.15",0.264583460799145,3.21710483238188,2.60161889790567,0.00958426602660699,0.019256527000807,-3.79501023778332,"ENSG00000168096","NS","ANKS3","ankyrin repeat and sterile alpha motif domain containing 3"
"ENSG00000005206.17",0.290279820583419,5.60909875196632,2.60113482309664,0.00959759628344767,0.0192815035030275,-4.10817579019774,"ENSG00000005206","NS","SPPL2B","signal peptide peptidase like 2B"
"ENSG00000077585.14",0.370048913919668,4.42203127389085,2.60096437597192,0.00960229393424898,0.0192891341058359,-3.9618120519692,"ENSG00000077585","NS","GPR137B","G protein-coupled receptor 137B"
"ENSG00000165868.16",-0.484271003762823,3.29460527939469,-2.60089071184326,0.00960432480945773,0.0192914067494268,-3.88970304056227,"ENSG00000165868","NS","HSPA12A","heat shock protein family A (Hsp70) member 12A"
"ENSG00000185105.5",1.27563025400383,-2.65025950774538,2.60055492588285,0.00961358709254943,0.0193082027333597,-3.01096480101967,"ENSG00000185105","Up","MYADML2","myeloid associated differentiation marker like 2"
"ENSG00000151948.12",-0.642097641212857,-0.995399164177801,-2.60026350669368,0.00962163204307053,0.0193225508751466,-3.42843029097033,"ENSG00000151948","NS","GLT1D1","glycosyltransferase 1 domain containing 1"
"ENSG00000261210.8",0.987162621615545,-2.28559609393394,2.60017503714374,0.0096240755346179,0.0193256483066869,-3.08752615272852,"ENSG00000261210","NS","CLEC19A","C-type lectin domain containing 19A"
"ENSG00000164106.8",-1.13271896371701,0.170986634540776,-2.59964052249917,0.00963885041451292,0.0193535049143005,-3.59864028123007,"ENSG00000164106","Down","SCRG1","stimulator of chondrogenesis 1"
"ENSG00000240522.1",0.471277601032161,-1.41837402106907,2.59956426235585,0.00964096002556987,0.0193559285441276,-3.24216611883244,"ENSG00000240522","NS","RPL7AP10","ribosomal protein L7a pseudogene 10"
"ENSG00000269929.3",0.49511197987079,1.54148868884336,2.59941484368471,0.00964509464397615,0.0193624168992523,-3.60555447816122,"ENSG00000269929","NS","MIRLET7A1HG","miRlet-7a-1/let-7f-1/let-7d cluster host gene"
"ENSG00000056050.7",-0.270854806870946,3.38161035537635,-2.59904246589419,0.00965540574779455,0.019381302102883,-3.88616233336952,"ENSG00000056050","NS","HPF1","histone PARylation factor 1"
"ENSG00000260630.7",-0.338126072310956,0.61795989206204,-2.5990065664652,0.00965640032028161,0.0193814844425606,-3.58988070135218,"ENSG00000260630","NS","SNAI3-AS1","SNAI3 antisense RNA 1"
"ENSG00000162643.13",-0.574464066161052,-1.80069738579727,-2.59809439831552,0.00968170216365259,0.0194304496164789,-3.30856307861223,"ENSG00000162643","NS","DNAI3","dynein axonemal intermediate chain 3"
"ENSG00000213614.10",0.293949919488128,4.2069877611209,2.59760586187134,0.00969527762142723,0.0194558738531981,-3.94760332795793,"ENSG00000213614","NS","HEXA","hexosaminidase subunit alpha"
"ENSG00000130303.13",0.646761611109699,6.36279369467342,2.59629036881196,0.0097319172391305,0.019527572708682,-4.15207597185296,"ENSG00000130303","NS","BST2","bone marrow stromal cell antigen 2"
"ENSG00000132164.10",-1.09823264281774,-3.35697692656116,-2.59581974504941,0.00974505527568635,0.0195521054768799,-3.15858051007224,"ENSG00000132164","Down","SLC6A11","solute carrier family 6 member 11"
"ENSG00000270672.1",-0.546399653211446,-1.32821314897408,-2.59490728757681,0.00977057283255553,0.0196014691269398,-3.3948602947943,"ENSG00000270672","NS",NA,NA
"ENSG00000136152.15",0.269037245322801,5.23815649116261,2.59486252608863,0.00977182615707364,0.0196021498236462,-4.09015293416141,"ENSG00000136152","NS","COG3","component of oligomeric golgi complex 3"
"ENSG00000092020.10",-0.1903253205431,3.50633263344982,-2.59479946267519,0.00977359218060481,0.0196038587640526,-3.91162538283357,"ENSG00000092020","NS","PPP2R3C","protein phosphatase 2 regulatory subunit B''gamma"
"ENSG00000086504.17",-0.287018643261463,5.16129162936683,-2.59416231882919,0.00979145072701874,0.0196378427281066,-4.13047320549332,"ENSG00000086504","NS","MRPL28","mitochondrial ribosomal protein L28"
"ENSG00000111671.10",0.402091632001449,2.87607723216583,2.59380724699465,0.00980141571417501,0.0196559904064146,-3.76746280896208,"ENSG00000111671","NS","SPSB2","splA/ryanodine receptor domain and SOCS box containing 2"
"ENSG00000118518.16",-0.213994260846457,4.22771798304712,-2.59315238886889,0.00981981790173752,0.0196910532698142,-4.0136713677486,"ENSG00000118518","NS","RNF146","ring finger protein 146"
"ENSG00000232063.2",-0.607912416201874,-1.15486626763828,-2.59273129946685,0.00983166725915637,0.0197129708339442,-3.40462597052535,"ENSG00000232063","NS",NA,NA
"ENSG00000109189.13",-0.272507744388313,3.93369711251754,-2.59128934010587,0.009872340555104,0.019792672295481,-3.98936704046537,"ENSG00000109189","NS","USP46","ubiquitin specific peptidase 46"
"ENSG00000179299.17",-0.760584352498316,1.34609083983763,-2.59099882186104,0.00988055337525799,0.0198072861923521,-3.71060736987719,"ENSG00000179299","NS","NSUN7","NOP2/Sun RNA methyltransferase family member 7"
"ENSG00000182831.12",-0.188079363899802,5.92437812323002,-2.59071556729571,0.0098885667342985,0.019821497540309,-4.18217602601642,"ENSG00000182831","NS","HAPSTR1","HUWE1 associated protein modifying stress responses"
"ENSG00000155918.8",1.53850319525773,-1.55284326391949,2.59061238687598,0.00989148718343777,0.0198254985173838,-3.11766544993077,"ENSG00000155918","Up","RAET1L","retinoic acid early transcript 1L"
"ENSG00000183496.6",0.460281269086311,1.72085281431914,2.59017856005026,0.00990377478390752,0.0198482715648706,-3.64908664907121,"ENSG00000183496","NS","MEX3B","mex-3 RNA binding family member B"
"ENSG00000090487.11",0.185993254355002,6.21307245733598,2.59013516627482,0.00990500460847552,0.0198488814084625,-4.18194731604832,"ENSG00000090487","NS","SPG21","SPG21 abhydrolase domain containing, maspardin"
"ENSG00000234949.2",0.677705808405362,-0.496382083031235,2.58996986745465,0.0099096905988544,0.0198564163863432,-3.389448935107,"ENSG00000234949","NS",NA,NA
"ENSG00000254995.4",0.664935846280721,-1.76128723891592,2.58971621135409,0.00991688524816758,0.0198689761801384,-3.18647852907443,"ENSG00000254995","NS","STX16-NPEPL1","STX16-NPEPL1 readthrough (NMD candidate)"
"ENSG00000014919.13",0.248748869415924,4.80262058197053,2.58967467066331,0.00991806394457309,0.0198694814904544,-4.05391102642025,"ENSG00000014919","NS","COX15","cytochrome c oxidase assembly homolog COX15"
"ENSG00000197172.10",3.57850627319418,-2.44842549159227,2.5895583335954,0.00992136561736915,0.0198724117477065,-2.90647074869824,"ENSG00000197172","Up","MAGEA6","MAGE family member A6"
"ENSG00000267270.6",-0.511456130947137,-0.420668639370149,-2.58955783164722,0.00992137986490222,0.0198724117477065,-3.51432648909798,"ENSG00000267270","NS","PARD6G-AS1","PARD6G antisense RNA 1"
"ENSG00000218208.1",-0.444617052077596,-0.710551502233013,-2.58924026170401,0.00993039758633067,0.0198886166078117,-3.48497669836514,"ENSG00000218208","NS","RPS27AP11","RPS27A pseudogene 11"
