"gene_id","log2FoldChange","AveExpr","t","pvalue","padj","B","gene_id_clean","sig","hgnc_symbol","gene_biotype"
"ENSG00000180440.4",-4.91985736261742,-4.81159886979486,-21.3475324762581,0.000000000000000000000000000000000000000000000000000000000000000000000235014282708931,0.00000000000000000000000000000000000000000000000000000000000000000504011630697574,147.493024992417,"ENSG00000180440","Down","SERTM1","serine rich and transmembrane domain containing 1"
"ENSG00000172005.11",-6.01031179612532,0.49077682776323,-20.9612365670283,0.000000000000000000000000000000000000000000000000000000000000000000014272862050737,0.000000000000000000000000000000000000000000000000000000000000000153047899770052,145.432076495384,"ENSG00000172005","Down","MAL","mal, T cell differentiation protein"
"ENSG00000034971.17",-6.93973355606597,-1.68385480833045,-20.7515233712084,0.00000000000000000000000000000000000000000000000000000000000000000013262664310612,0.000000000000000000000000000000000000000000000000000000000000000948103662684617,143.041943832922,"ENSG00000034971","Down","MYOC","myocilin"
"ENSG00000163815.6",-3.7039057960284,0.507543527743196,-18.9831868252527,0.000000000000000000000000000000000000000000000000000000000018566773037572,0.0000000000000000000000000000000000000000000000000000000995457536409422,124.489116635627,"ENSG00000163815","Down","CLEC3B","C-type lectin domain family 3 member B"
"ENSG00000171885.18",-5.39155278380392,-3.60071664665625,-18.7487257985367,0.00000000000000000000000000000000000000000000000000000000022099865366679,0.000000000000000000000000000000000000000000000000000000947907425307594,121.407039705669,"ENSG00000171885","Down","AQP4","aquaporin 4"
"ENSG00000167916.5",-5.33250676594595,-4.58935280474658,-18.642661144963,0.000000000000000000000000000000000000000000000000000000000676834476062187,0.00000000000000000000000000000000000000000000000000000241923202893828,119.833867456955,"ENSG00000167916","Down","KRT24","keratin 24"
"ENSG00000168447.11",-4.86847895735913,-0.00324424231613867,-18.5145371579077,0.00000000000000000000000000000000000000000000000000000000261347529575689,0.00000000000000000000000000000000000000000000000000000800694159897176,119.634297878173,"ENSG00000168447","Down","SCNN1B","sodium channel epithelial 1 subunit beta"
"ENSG00000196344.11",-6.7450507536591,-3.56712311284826,-18.421290259636,0.00000000000000000000000000000000000000000000000000000000698084475122722,0.0000000000000000000000000000000000000000000000000000187138995668524,118.243574424091,"ENSG00000196344","Down","ADH7","alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide"
"ENSG00000143196.5",-4.65199662204575,0.229722451527088,-18.1423617625087,0.000000000000000000000000000000000000000000000000000000131365043985528,0.000000000000000000000000000000000000000000000000000313028303701516,115.74522329516,"ENSG00000143196","Down","DPT","dermatopontin"
"ENSG00000109182.12",-5.88451057166414,-3.99941498491273,-17.6611542359825,0.0000000000000000000000000000000000000000000000000000204321950619882,0.0000000000000000000000000000000000000000000000000438188855299398,110.162479667374,"ENSG00000109182","Down","CWH43","cell wall biogenesis 43 C-terminal homolog"
"ENSG00000165197.5",-3.90661562733311,-1.18395291819408,-16.513190744961,0.00000000000000000000000000000000000000000000000311567539093485,0.00000000000000000000000000000000000000000000607443403945353,98.7288795718674,"ENSG00000165197","Down","VEGFD","vascular endothelial growth factor D"
"ENSG00000168079.17",-4.40685766757393,1.3076775093553,-16.4260021632718,0.00000000000000000000000000000000000000000000000765732094763687,0.000000000000000000000000000000000000000000013684908753585,98.0347157563336,"ENSG00000168079","Down","SCARA5","scavenger receptor class A member 5"
"ENSG00000176533.13",-2.82584934267339,2.43439416927797,-15.9106112010155,0.00000000000000000000000000000000000000000000152003582545803,0.00000000000000000000000000000000000000000250759140867483,92.7832831270867,"ENSG00000176533","Down","GNG7","G protein subunit gamma 7"
"ENSG00000165072.10",-4.22828169423878,0.951263389073094,-15.742759313674,0.00000000000000000000000000000000000000000000843259255292958,0.0000000000000000000000000000000000000000129175271350091,91.0837798611662,"ENSG00000165072","Down","MAMDC2","MAM domain containing 2"
"ENSG00000123560.14",-4.95960594311171,-1.15637785219224,-15.7066198010907,0.0000000000000000000000000000000000000000000121866093198082,0.0000000000000000000000000000000000000000163690282846605,90.6504826128292,"ENSG00000123560","Down","PLP1","proteolipid protein 1"
"ENSG00000143171.13",-3.71191898172551,-2.58522071456631,-15.706413255231,0.0000000000000000000000000000000000000000000122122751354364,0.0000000000000000000000000000000000000000163690282846605,90.3475463030478,"ENSG00000143171","Down","RXRG","retinoid X receptor gamma"
"ENSG00000107295.10",-4.09737854452704,-2.93998021113336,-15.6319023527621,0.0000000000000000000000000000000000000000000260726101523465,0.0000000000000000000000000000000000000000328913645486602,89.5966634465835,"ENSG00000107295","Down","SH3GL2","SH3 domain containing GRB2 like 2, endophilin A1"
"ENSG00000131730.16",-3.08426615563062,0.13681819239369,-15.6139592517953,0.0000000000000000000000000000000000000000000312923188179251,0.0000000000000000000000000000000000000000372830594094012,89.7172871446599,"ENSG00000131730","Down","CKMT2","creatine kinase, mitochondrial 2"
"ENSG00000153446.16",-4.22435158720406,0.798609225120784,-15.567276814121,0.0000000000000000000000000000000000000000000502928944101898,0.000000000000000000000000000000000000000056767442816891,89.3127699511091,"ENSG00000153446","Down","C16orf89","chromosome 16 open reading frame 89"
"ENSG00000134020.8",-3.63638101748836,-3.05320416323878,-15.2849411372418,0.000000000000000000000000000000000000000000878811555078681,0.00000000000000000000000000000000000000094234963051087,86.0529971867128,"ENSG00000134020","Down","PEBP4","phosphatidylethanolamine binding protein 4"
"ENSG00000176194.18",-4.31836130456047,-4.2016806906529,-15.1163340540511,0.00000000000000000000000000000000000000000481392748465687,0.00000000000000000000000000000000000000491616613504529,84.1465314000182,"ENSG00000176194","Down","CIDEA","cell death inducing DFFA like effector a"
"ENSG00000187848.15",-3.75286389830949,-2.98995270770583,-14.9078509124917,0.0000000000000000000000000000000000000000390983511944239,0.000000000000000000000000000000000000038113783623437,82.3542183012606,"ENSG00000187848","Down","P2RX2","purinergic receptor P2X 2"
"ENSG00000224958.6",-4.53122554476073,-2.63585530380273,-14.7949245995074,0.000000000000000000000000000000000000000121100075767788,0.00000000000000000000000000000000000011239042476792,81.3793318949298,"ENSG00000224958","Down","PGM5-AS1","PGM5 antisense RNA 1"
"ENSG00000164530.15",-4.61157505604336,0.676835858732018,-14.7911361677395,0.000000000000000000000000000000000000000125774978757348,0.00000000000000000000000000000000000011239042476792,81.5537864726813,"ENSG00000164530","Down","PI16","peptidase inhibitor 16"
"ENSG00000125851.10",-4.4745430274718,-1.98354520396062,-14.6584056460893,0.000000000000000000000000000000000000000473175410640161,0.000000000000000000000000000000000000405908794263555,80.1175927158535,"ENSG00000125851","Down","PCSK2","proprotein convertase subtilisin/kexin type 2"
"ENSG00000133800.9",-3.0040519578618,1.75632909591448,-14.6224747021731,0.000000000000000000000000000000000000000676842616365365,0.000000000000000000000000000000000000558291028868139,79.8869967886003,"ENSG00000133800","Down","LYVE1","lymphatic vessel endothelial hyaluronan receptor 1"
"ENSG00000168309.18",-2.9180192967269,2.351302597692,-14.4113026446315,0.00000000000000000000000000000000000000551410358677304,0.00000000000000000000000000000000000437983205636795,77.7975971965841,"ENSG00000168309","Down","FAM107A","family with sequence similarity 107 member A"
"ENSG00000249082.2",-3.88906861968739,-1.68842679670864,-14.2290795807899,0.0000000000000000000000000000000000000333996475628103,0.000000000000000000000000000000000025581744344001,75.9175197022603,"ENSG00000249082","Down","EPIST","esophagus epithelial intergenic associated transcript"
"ENSG00000064205.10",-3.81595670625248,-0.336686449355112,-14.1897251978034,0.0000000000000000000000000000000000000492272992264761,0.0000000000000000000000000000000000364044365245175,75.6204416256808,"ENSG00000064205","Down","CCN5","cellular communication network factor 5"
"ENSG00000170419.11",-4.15844366520964,-3.43480270696399,-14.1855791717928,0.0000000000000000000000000000000000000512795009096666,0.0000000000000000000000000000000000366580058836236,75.3168387197837,"ENSG00000170419","Down","VSTM2A","V-set and transmembrane domain containing 2A"
"ENSG00000116983.13",-3.38294475859854,-2.15832241933979,-14.0110474928647,0.000000000000000000000000000000000000285012943809473,0.000000000000000000000000000000000197173793320579,73.7304343744563,"ENSG00000116983","Down","HPCAL4","hippocalcin like 4"
"ENSG00000119147.10",-4.89859041336463,0.604573659547574,-13.9741662803336,0.000000000000000000000000000000000000409099042298325,0.000000000000000000000000000000000274173064410309,73.5335625907254,"ENSG00000119147","Down","ECRG4","ECRG4 augurin precursor"
"ENSG00000134201.12",-3.04733228664619,0.960057513566474,-13.9574645461611,0.000000000000000000000000000000000000481789725714651,0.000000000000000000000000000000000313104922959891,73.3831971066242,"ENSG00000134201","Down","GSTM5","glutathione S-transferase mu 5"
"ENSG00000169252.6",-2.92237399815003,0.472057181037147,-13.9539146361551,0.000000000000000000000000000000000000498827464541836,0.000000000000000000000000000000000314642758957771,73.3398387149954,"ENSG00000169252","Down","ADRB2","adrenoceptor beta 2"
"ENSG00000162706.13",-4.41451480027869,-0.679676113615362,-13.9247909295474,0.000000000000000000000000000000000000663310483447981,0.000000000000000000000000000000000406438760800726,73.0558898578171,"ENSG00000162706","Down","CADM3","cell adhesion molecule 3"
"ENSG00000171243.8",-4.49844180380247,0.451123327548749,-13.8955405261937,0.000000000000000000000000000000000000882918867389782,0.000000000000000000000000000000000515577671969633,72.7753567917493,"ENSG00000171243","Down","SOSTDC1","sclerostin domain containing 1"
"ENSG00000197766.8",-3.17604527889077,4.41152999044323,-13.8947798321979,0.000000000000000000000000000000000000889507314318587,0.000000000000000000000000000000000515577671969633,72.7024723213301,"ENSG00000197766","Down","CFD","complement factor D"
"ENSG00000148826.9",-5.1510644426546,-2.95217641612537,-13.826440239903,0.00000000000000000000000000000000000173352928016647,0.000000000000000000000000000000000978349182696057,72.0083448584888,"ENSG00000148826","Down","NKX6-2","NK6 homeobox 2"
"ENSG00000166828.3",-4.4530554526774,-2.43936419990723,-13.6850740396492,0.00000000000000000000000000000000000686393423674123,0.00000000000000000000000000000000377445983695263,70.6509283253817,"ENSG00000166828","Down","SCNN1G","sodium channel epithelial 1 subunit gamma"
"ENSG00000196482.18",-3.97344871440147,0.185559187514321,-13.6766789140582,0.00000000000000000000000000000000000744710095304095,0.00000000000000000000000000000000399276317597291,70.6736119099645,"ENSG00000196482","Down","ESRRG","estrogen related receptor gamma"
"ENSG00000139988.10",-3.44586401220657,-0.69311817025352,-13.6139389526376,0.0000000000000000000000000000000000136890263290022,0.00000000000000000000000000000000716036240614099,70.0461138905134,"ENSG00000139988","Down","RDH12","retinol dehydrogenase 12"
"ENSG00000211445.12",-2.96306596100735,5.51613629239239,-13.5141780454311,0.000000000000000000000000000000000035953667913104,0.0000000000000000000000000000000183586276682007,69.0251557228984,"ENSG00000211445","Down","GPX3","glutathione peroxidase 3"
"ENSG00000108381.11",-3.05809080946169,0.265720390337826,-13.4999943942472,0.0000000000000000000000000000000000412349019192421,0.0000000000000000000000000000000205656675944201,68.9740517155341,"ENSG00000108381","Down","ASPA","aspartoacylase"
"ENSG00000151632.17",-3.72086988979907,2.49134744359687,-13.4864858376815,0.0000000000000000000000000000000000469818042863018,0.0000000000000000000000000000000228993585164552,68.7946220781684,"ENSG00000151632","Down","AKR1C2","aldo-keto reductase family 1 member C2"
"ENSG00000172987.13",-3.74679916845234,-1.38978791480182,-13.4217520848932,0.0000000000000000000000000000000000877290404343679,0.0000000000000000000000000000000418097111367879,68.1767079346679,"ENSG00000172987","Down","HPSE2","heparanase 2 (inactive)"
"ENSG00000168481.9",-3.69574171370677,-2.95916190557235,-13.2935956279347,0.000000000000000000000000000000000300927763906551,0.000000000000000000000000000000140297757059563,66.8108796502561,"ENSG00000168481","Down","LGI3","leucine rich repeat LGI family member 3"
"ENSG00000115665.9",-3.9354899382387,-3.31483923193179,-13.2732413884229,0.000000000000000000000000000000000365833303087682,0.000000000000000000000000000000166928957830179,66.5863815943021,"ENSG00000115665","Down","SLC5A7","solute carrier family 5 member 7"
"ENSG00000175785.13",-4.23236787423322,1.21606139489484,-13.2136842711876,0.000000000000000000000000000000000647370358152902,0.000000000000000000000000000000289239681269732,66.2272875435851,"ENSG00000175785","Down","PRIMA1","proline rich membrane anchor 1"
"ENSG00000205364.4",-3.48627543293519,0.381873134251253,-13.1840698014311,0.000000000000000000000000000000000859461452281061,0.000000000000000000000000000000376163475624891,65.9772566864944,"ENSG00000205364","Down","MT1M","metallothionein 1M"
"ENSG00000176928.7",-2.95289490894651,2.34425239104568,-13.1327762786369,0.00000000000000000000000000000000140317732931223,0.000000000000000000000000000000601850820088602,65.4484234361919,"ENSG00000176928","Down","GCNT4","glucosaminyl (N-acetyl) transferase 4"
"ENSG00000164442.10",-1.74882288439382,5.38239363006853,-13.115764574174,0.00000000000000000000000000000000165058364247937,0.000000000000000000000000000000694086603855147,65.2265778893759,"ENSG00000164442","Down","CITED2","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2"
"ENSG00000166292.12",-3.60805527919881,0.453124615882398,-13.1107653425238,0.00000000000000000000000000000000173123152404714,0.000000000000000000000000000000713999832013751,65.2842168561684,"ENSG00000166292","Down","TMEM100","transmembrane protein 100"
"ENSG00000181234.9",-3.89645632542249,-1.87661276762901,-13.0421172785684,0.00000000000000000000000000000000333038198430109,0.00000000000000000000000000000134761079311927,64.5756465479091,"ENSG00000181234","Down","TMEM132C","transmembrane protein 132C"
"ENSG00000147588.7",-3.66723145974538,-3.30734973131621,-13.0079754498214,0.000000000000000000000000000000004608558209517,0.00000000000000000000000000000183028035854262,64.0785236117748,"ENSG00000147588","Down","PMP2","peripheral myelin protein 2"
"ENSG00000018625.15",-4.28017221693387,1.031907522999,-12.9940352788867,0.00000000000000000000000000000000526159794161557,0.00000000000000000000000000000205164053556159,64.1592466209131,"ENSG00000018625","Down","ATP1A2","ATPase Na+/K+ transporting subunit alpha 2"
"ENSG00000105894.12",-2.57383230846902,2.50755422254538,-12.9771856489659,0.0000000000000000000000000000000061751223133224,0.00000000000000000000000000000236485130591986,63.990448043351,"ENSG00000105894","Down","PTN","pleiotrophin"
"ENSG00000174944.9",-2.62440732543156,1.82917951060214,-12.8820489617583,0.0000000000000000000000000000000152215945378788,0.00000000000000000000000000000572705818349736,63.1210891465529,"ENSG00000174944","Down","P2RY14","purinergic receptor P2Y14"
"ENSG00000131094.4",-2.70787829727749,0.584083375644054,-12.8303963271788,0.0000000000000000000000000000000248110855520107,0.00000000000000000000000000000917411277152452,62.6536616744337,"ENSG00000131094","Down","C1QL1","complement C1q like 1"
"ENSG00000183798.5",-2.83106239125853,-0.970924364198996,-12.820818429716,0.0000000000000000000000000000000271611895694868,0.00000000000000000000000000000987286222893582,62.5236931041964,"ENSG00000183798","Down","EMILIN3","elastin microfibril interfacer 3"
"ENSG00000092009.10",-3.53452193603003,-3.20023812021531,-12.772647667117,0.0000000000000000000000000000000427972578359389,0.0000000000000000000000000000152971665258258,61.9132136222574,"ENSG00000092009","Down","CMA1","chymase 1"
"ENSG00000149294.17",-3.1542562909557,2.09113072011378,-12.7419947604137,0.0000000000000000000000000000000571341000749881,0.0000000000000000000000000000200868509870196,61.7843489144994,"ENSG00000149294","Down","NCAM1","neural cell adhesion molecule 1"
"ENSG00000187193.9",-2.38984832517219,2.81997506872827,-12.7256040359203,0.0000000000000000000000000000000666707188835526,0.0000000000000000000000000000230616167286559,61.6218915094689,"ENSG00000187193","Down","MT1X","metallothionein 1X"
"ENSG00000158828.8",-1.47171803910869,3.98635554078594,-12.6701740780525,0.000000000000000000000000000000112293662576711,0.0000000000000000000000000000382261886923833,61.0834875287812,"ENSG00000158828","Down","PINK1","PTEN induced kinase 1"
"ENSG00000154645.14",-3.24259322768239,-1.83263444495782,-12.6380836495664,0.000000000000000000000000000000151785188841899,0.0000000000000000000000000000508622681234901,60.7941775768363,"ENSG00000154645","Down","CHODL","chondrolectin"
"ENSG00000256713.8",-6.02652737434936,-2.94025210881963,-12.5945050985973,0.000000000000000000000000000000228406554930441,0.0000000000000000000000000000753601073390498,60.4442023485445,"ENSG00000256713","Down","PGA5","pepsinogen A5"
"ENSG00000224940.9",-3.32174254623627,-2.53891356009016,-12.5290489423537,0.000000000000000000000000000000421452258361483,0.000000000000000000000000000136946441406369,59.7307090198117,"ENSG00000224940","Down","PRRT4","proline rich transmembrane protein 4"
"ENSG00000177519.4",-3.80921108236442,-2.23441403540042,-12.5212738563008,0.000000000000000000000000000000453216973414531,0.000000000000000000000000000145070018087284,59.7229434420269,"ENSG00000177519","Down","RPRM","reprimo, TP53 dependent G2 arrest mediator homolog"
"ENSG00000104332.12",-3.98042151053182,2.41366045912658,-12.4726265396168,0.000000000000000000000000000000713752381814089,0.000000000000000000000000000225104905593896,59.2441087506482,"ENSG00000104332","Down","SFRP1","secreted frizzled related protein 1"
"ENSG00000163273.4",-3.52312507710582,-2.77646111016838,-12.4490343706611,0.000000000000000000000000000000889347489184067,0.000000000000000000000000000276419510913645,58.9936564191285,"ENSG00000163273","Down","NPPC","natriuretic peptide C"
"ENSG00000148773.14",2.73808737613462,7.45958902856599,12.4383314575025,0.00000000000000000000000000000098260482140232,0.000000000000000000000000000301042042854202,58.9368902170382,"ENSG00000148773","Up","MKI67","marker of proliferation Ki-67"
"ENSG00000121871.4",-3.84533950152945,-2.8610005398004,-12.37172012326,0.00000000000000000000000000000182603819835948,0.00000000000000000000000000055156641129602,58.3011519564261,"ENSG00000121871","Down","SLITRK3","SLIT and NTRK like family member 3"
"ENSG00000046653.15",-2.34536089596481,2.21881592812173,-12.3593361861411,0.00000000000000000000000000000204865384164393,0.000000000000000000000000000610214309554106,58.2655248298959,"ENSG00000046653","Down","GPM6B","glycoprotein M6B"
"ENSG00000172965.17",1.88401484499585,3.75351320843484,12.3333671413445,0.00000000000000000000000000000260707537222332,0.000000000000000000000000000765908745653444,58.0531823680607,"ENSG00000172965","Up","MIR4435-2HG","MIR4435-2 host gene"
"ENSG00000197565.16",-3.58056795580498,1.53267296773136,-12.3277339693237,0.00000000000000000000000000000274693081918705,0.000000000000000000000000000796090247949805,57.9603420491183,"ENSG00000197565","Down","COL4A6","collagen type IV alpha 6 chain"
"ENSG00000205221.12",-3.25495279637443,-0.939507809077713,-12.2957168790214,0.00000000000000000000000000000369605601138464,0.00000000000000000000000000105687489626873,57.6972909216451,"ENSG00000205221","Down","VIT","vitrin"
"ENSG00000178031.17",-2.25987147672459,2.38501061232963,-12.2753832374997,0.00000000000000000000000000000446181084513042,0.00000000000000000000000000125905257085088,57.4846989359178,"ENSG00000178031","Down","ADAMTSL1","ADAMTS like 1"
"ENSG00000109906.14",-3.37960232699112,2.35880879201233,-12.2666753987986,0.00000000000000000000000000000483626410760217,0.00000000000000000000000000134699376690437,57.3677304632899,"ENSG00000109906","Down","ZBTB16","zinc finger and BTB domain containing 16"
"ENSG00000165349.12",-3.313222055493,-3.58083097850379,-12.226904564053,0.00000000000000000000000000000698561434144753,0.00000000000000000000000000192068570726518,56.8391919083096,"ENSG00000165349","Down","SLC7A3","solute carrier family 7 member 3"
"ENSG00000119938.9",-3.0463772596349,1.85232900835313,-12.1857130000973,0.000000000000000000000000000010217312978243,0.00000000000000000000000000277367714090379,56.6633605680251,"ENSG00000119938","Down","PPP1R3C","protein phosphatase 1 regulatory subunit 3C"
"ENSG00000102547.19",-1.9985393728669,3.60062994598354,-12.1793237082317,0.0000000000000000000000000000108374256612298,0.00000000000000000000000000290524288413417,56.5552664724345,"ENSG00000102547","Down","CAB39L","calcium binding protein 39 like"
"ENSG00000161649.13",-3.14262721601627,-3.14004512670821,-12.1715501700492,0.0000000000000000000000000000116426180630717,0.00000000000000000000000000308256280223008,56.3828906989975,"ENSG00000161649","Down","CD300LG","CD300 molecule like family member g"
"ENSG00000114166.8",-1.63690409977423,4.52837464715197,-12.1515488884231,0.0000000000000000000000000000139987404720547,0.00000000000000000000000000366118278248396,56.2711211344171,"ENSG00000114166","Down","KAT2B","lysine acetyltransferase 2B"
"ENSG00000229859.10",-6.85984040257268,-1.53857773680805,-12.1474496901811,0.0000000000000000000000000000145373266540226,0.00000000000000000000000000375623502918275,56.3323483091234,"ENSG00000229859","Down","PGA3","pepsinogen A3"
"ENSG00000196616.14",-4.30043364092889,2.59462960112606,-12.1023622117262,0.0000000000000000000000000000220110512999055,0.00000000000000000000000000561963102592588,55.8334010744945,"ENSG00000196616","Down","ADH1B","alcohol dehydrogenase 1B (class I), beta polypeptide"
"ENSG00000147576.17",-2.43992510915479,-1.28184321710437,-12.0662417434184,0.0000000000000000000000000000306709888692493,0.00000000000000000000000000773847090929317,55.5801040502679,"ENSG00000147576","Down","ADHFE1","alcohol dehydrogenase iron containing 1"
"ENSG00000254510.2",-3.0332857497454,-1.96062117213208,-12.0494523477331,0.0000000000000000000000000000357790523234721,0.00000000000000000000000000892229716429283,55.4105269294038,"ENSG00000254510","Down",NA,NA
"ENSG00000108924.14",-2.91791151157473,1.84594667912945,-12.0222873034093,0.0000000000000000000000000000458960632771783,0.0000000000000000000000000113136433683031,55.1862031738278,"ENSG00000108924","Down","HLF","HLF transcription factor, PAR bZIP family member"
"ENSG00000198483.13",-2.47036215640755,0.93865005810251,-12.0093348951,0.0000000000000000000000000000516769878673578,0.0000000000000000000000000125939168386745,55.1076927052305,"ENSG00000198483","Down","ANKRD35","ankyrin repeat domain 35"
"ENSG00000186594.14",-1.52767341969031,3.60945406415691,-11.9701791458343,0.0000000000000000000000000000739401548163947,0.000000000000000000000000017817084945982,54.6681049069968,"ENSG00000186594","Down","MIR22HG","MIR22 host gene"
"ENSG00000108231.14",-3.25270234044353,-2.38826483434242,-11.8597373832486,0.000000000000000000000000000202455474791088,0.0000000000000000000000000482428901374408,53.6947404518247,"ENSG00000108231","Down","LGI1","leucine rich glioma inactivated 1"
"ENSG00000125398.8",2.43171603059767,7.59450995556298,11.8523379941437,0.000000000000000000000000000216552944712602,0.0000000000000000000000000510351038714996,53.5699433378534,"ENSG00000125398","Up","SOX9","SRY-box transcription factor 9"
"ENSG00000175161.14",-3.71539198803867,-1.51998649765484,-11.8398473326857,0.00000000000000000000000000024260114664218,0.0000000000000000000000000565524368574804,53.5726534645366,"ENSG00000175161","Down","CADM2","cell adhesion molecule 2"
"ENSG00000135447.17",-4.12942574792905,-0.0869992430790976,-11.8248402237172,0.000000000000000000000000000278051028456197,0.0000000000000000000000000641191651212,53.441603910194,"ENSG00000135447","Down","PPP1R1A","protein phosphatase 1 regulatory inhibitor subunit 1A"
"ENSG00000158887.19",-2.262740217303,0.409624114045224,-11.8150025969299,0.000000000000000000000000000304040768295758,0.0000000000000000000000000693665778390514,53.3626186005132,"ENSG00000158887","Down","MPZ","myelin protein zero"
"ENSG00000160307.10",-2.48742539470331,1.1265084256006,-11.8072829887531,0.000000000000000000000000000326116230003007,0.0000000000000000000000000736198807225735,53.2843489656775,"ENSG00000160307","Down","S100B","S100 calcium binding protein B"
"ENSG00000108821.14",2.76911445092913,11.156586608425,11.7404233639478,0.000000000000000000000000000597847240398914,0.000000000000000000000000133556582474949,52.5318702415271,"ENSG00000108821","Up","COL1A1","collagen type I alpha 1 chain"
"ENSG00000068976.14",-2.95987980163487,0.777387518379141,-11.7212027711851,0.000000000000000000000000000711404103097676,0.000000000000000000000000157286313350853,52.5154667980285,"ENSG00000068976","Down","PYGM","glycogen phosphorylase, muscle associated"
"ENSG00000112964.14",-2.57358517202467,1.50191130248439,-11.7030657619612,0.000000000000000000000000000838157812561601,0.000000000000000000000000183419718859144,52.3374764386061,"ENSG00000112964","Down","GHR","growth hormone receptor"
"ENSG00000110148.10",-4.32619064700994,-2.05930030936766,-11.701568044928,0.000000000000000000000000000849578606710505,0.000000000000000000000000184041038378924,52.3400588276351,"ENSG00000110148","Down","CCKBR","cholecystokinin B receptor"
"ENSG00000187134.14",-3.14738430617805,3.79434095545545,-11.6718455835912,0.00000000000000000000000000111113808008775,0.000000000000000000000000238294672655619,51.9282075380454,"ENSG00000187134","Down","AKR1C1","aldo-keto reductase family 1 member C1"
"ENSG00000167779.9",-2.26517136730981,3.68389536202869,-11.6552630444687,0.00000000000000000000000000129042773780491,0.000000000000000000000000274005081831329,51.8045859280935,"ENSG00000167779","Down","IGFBP6","insulin like growth factor binding protein 6"
"ENSG00000168546.11",-2.76644543124549,-0.464002108800431,-11.6331796450646,0.00000000000000000000000000157461805573632,0.000000000000000000000000331071164934521,51.7394624981801,"ENSG00000168546","Down","GFRA2","GDNF family receptor alpha 2"
"ENSG00000118729.12",-3.86133749319121,0.484344908492083,-11.6211868993231,0.00000000000000000000000000175421469773108,0.000000000000000000000000365251343762532,51.6110067471053,"ENSG00000118729","Down","CASQ2","calsequestrin 2"
"ENSG00000105675.9",-5.5869736798141,-1.94789213934861,-11.6184033244563,0.00000000000000000000000000179873251132851,0.000000000000000000000000370919398441839,51.6043211174307,"ENSG00000105675","Down","ATP4A","ATPase H+/K+ transporting subunit alpha"
"ENSG00000164303.11",-2.66684918582709,-1.30899220999048,-11.6059892923667,0.00000000000000000000000000201135658550431,0.000000000000000000000000410814793645004,51.48084584178,"ENSG00000164303","Down","ENPP6","ectonucleotide pyrophosphatase/phosphodiesterase 6"
"ENSG00000128594.8",-1.98433049851198,1.14156356018665,-11.6014571211639,0.0000000000000000000000000020950630451924,0.000000000000000000000000423874736482983,51.4560826436018,"ENSG00000128594","Down","LRRC4","leucine rich repeat containing 4"
"ENSG00000181092.10",-4.32918739469823,-3.87647467718692,-11.5955844906344,0.00000000000000000000000000220870206371686,0.000000000000000000000000442689948210016,51.2718497922511,"ENSG00000181092","Down","ADIPOQ","adiponectin, C1Q and collagen domain containing"
"ENSG00000159216.19",1.61604831598731,6.69317326214536,11.5683330572093,0.00000000000000000000000000282168424396971,0.000000000000000000000000560313336075689,51.0355973503484,"ENSG00000159216","Up","RUNX1","RUNX family transcription factor 1"
"ENSG00000181856.15",-2.99074807736734,1.41546451574478,-11.5343157226742,0.00000000000000000000000000382916328083342,0.000000000000000000000000753396657988565,50.8275807145601,"ENSG00000181856","Down","SLC2A4","solute carrier family 2 member 4"
"ENSG00000244734.4",-3.10628825313919,3.52050118016425,-11.5258573659078,0.00000000000000000000000000413086955252786,0.000000000000000000000000805369349304659,50.6353443379822,"ENSG00000244734","Down","HBB","hemoglobin subunit beta"
"ENSG00000183783.7",-3.51177756496821,-3.62754199519476,-11.4627319094535,0.00000000000000000000000000726862451627007,0.00000000000000000000000140435064302638,50.0768632184316,"ENSG00000183783","Down","KCTD8","potassium channel tetramerization domain containing 8"
"ENSG00000078549.15",-3.514260574838,-1.53610374140886,-11.4604258555183,0.00000000000000000000000000741999849149046,0.00000000000000000000000142079721114736,50.203954617658,"ENSG00000078549","Down","ADCYAP1R1","ADCYAP receptor type I"
"ENSG00000119711.13",-1.27566660767342,4.8609090355963,-11.4359775271049,0.00000000000000000000000000923097465138401,0.00000000000000000000000175192462277506,49.8334677493457,"ENSG00000119711","Down","ALDH6A1","aldehyde dehydrogenase 6 family member A1"
"ENSG00000120254.16",1.83553145218014,4.70277007348409,11.4245339487094,0.000000000000000000000000010223604378533,0.00000000000000000000000192329315352648,49.8826179924319,"ENSG00000120254","Up","MTHFD1L","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like"
"ENSG00000186009.5",-5.47310478010293,-2.11506187189358,-11.4207064070928,0.0000000000000000000000000105787576770485,0.00000000000000000000000197280032297377,49.8616981331889,"ENSG00000186009","Down","ATP4B","ATPase H+/K+ transporting subunit beta"
"ENSG00000151729.11",-1.89384562677372,4.65711582490182,-11.3841103640714,0.0000000000000000000000000146588272435884,0.0000000000000000000000027101138712586,49.3679352116107,"ENSG00000151729","Down","SLC25A4","solute carrier family 25 member 4"
"ENSG00000183172.9",-1.10783229446623,5.00716392815381,-11.3736519078267,0.0000000000000000000000000160893817558681,0.00000000000000000000000294916992424229,49.28229892561,"ENSG00000183172","Down","SMDT1","single-pass membrane protein with aspartate rich tail 1"
