"gene","logFC","AveExpr","t","P.Value","adj.P.Val","sig"
"UHRF1",0.931826976678037,-0.0236318579718981,4.60201028195358,4.18477716193077e-06,3.67231880946303e-05,"Up"
"ST3GAL2",0.93181372170824,-0.0235643984741613,4.60194481968557,4.18609294027718e-06,3.67231880946303e-05,"Up"
"EPHB4",0.931775540600548,-0.0236618548380634,4.60175625479683,4.18988527245243e-06,3.67231880946303e-05,"Up"
"HEXB",0.931766801252061,-0.023595616684449,4.6017130938103,4.190753769695e-06,3.67231880946303e-05,"Up"
"PRRX1",0.931442160289873,-0.0235881605749695,4.60010979074726,4.22313838184497e-06,3.69818479208542e-05,"Up"
"PSMC5",0.931370035832463,-0.0232638253527355,4.59975358996869,4.23036565549518e-06,3.70200044709853e-05,"Up"
"HNRNPAB",0.931083781932008,-0.0234935917589575,4.5983398689388,4.25916693239086e-06,3.72467757701082e-05,"Up"
"DCAF7",0.930875972377779,-0.0236467663710156,4.59731356069791,4.28019318674011e-06,3.74052926258542e-05,"Up"
"MIS12",0.930780619729879,-0.0234221048759264,4.59684264294491,4.28987426091934e-06,3.74423356626362e-05,"Up"
"NONO",0.930776940806959,-0.0236385439912474,4.59682447386252,4.290248198922e-06,3.74423356626362e-05,"Up"
"RNPEP",0.930748499496288,-0.023512536681782,4.59668401087163,4.29314012288077e-06,3.74423356626362e-05,"Up"
"ATP6AP1",0.930696749242045,-0.0235241663014967,4.59642843209136,4.2984069015732e-06,3.74629396104005e-05,"Up"
"CYFIP1",0.930469773506885,-0.023358137798999,4.59530746790691,4.3215801164224e-06,3.76394746264231e-05,"Up"
"DBNDD2",0.930409821724334,-0.0229341242917774,4.59501138427055,4.32772088291141e-06,3.76675247426951e-05,"Up"
"ACAP2",0.930039924566845,-0.0234923094863225,4.59318457461099,4.36579419467339e-06,3.7973283423528e-05,"Up"
"EGFL6",0.929898843303771,-0.0236508492252208,4.59248781712327,4.38039998534533e-06,3.80570157982692e-05,"Up"
"ANXA7",0.929889955449839,-0.0231830899018566,4.59244392271347,4.3813216885363e-06,3.80570157982692e-05,"Up"
"TMEM65",0.929667419567714,-0.0234752784542271,4.59134488561401,4.40446014347051e-06,3.82322553099772e-05,"Up"
"SLC44A1",0.929550955017834,-0.0236103744208125,4.59076970259244,4.41661631876045e-06,3.83119932049032e-05,"Up"
"RBBP7",0.929430423141103,-0.0234580284842854,4.59017443227949,4.42923087275476e-06,3.83955974648277e-05,"Up"
"CAPN9",-0.928835450355235,-0.0219344286958278,-4.58723604248549,4.49200659662535e-06,3.89136286701614e-05,"Down"
"VDR",0.928707779943582,-0.0235136609740468,4.58660551711776,4.50558777014753e-06,3.90050849980758e-05,"Up"
"RFX5",0.92854765712713,-0.0235210505981204,4.5858147191841,4.52267674058885e-06,3.91267654439004e-05,"Up"
"PRIM2",0.928334334626781,-0.0236357623287813,4.58476118417755,4.54553988931923e-06,3.9298203104778e-05,"Up"
"SKAP2",0.927827051539493,-0.0234553996605752,4.58225586715842,4.60035425172409e-06,3.97454584681775e-05,"Up"
"MARS2",0.927708506510366,-0.0236450845069441,4.58167040928204,4.6132545825133e-06,3.98302348459432e-05,"Up"
"CD47",0.927421100944996,-0.0236148470135704,4.5802510005291,4.64467469873708e-06,4.00670052056827e-05,"Up"
"POLR3A",0.927400903512289,-0.0236390792792342,4.58015125154638,4.64689044016601e-06,4.00670052056827e-05,"Up"
"TRAF2",0.927345739381568,-0.023661896136923,4.57987881266757,4.65294733267229e-06,4.00924299560053e-05,"Up"
"SNAI1",0.927234333878522,-0.0236198508365921,4.57932861474101,4.66520246220423e-06,4.01711926301551e-05,"Up"
"TRMT112",0.927158727736747,-0.0234128677986287,4.57895521898135,4.67353709907527e-06,4.02161141033835e-05,"Up"
"ACP5",0.927091178096167,-0.0235435182340616,4.57862161183295,4.68099566970108e-06,4.02534420956495e-05,"Up"
"GAPVD1",0.927001638460425,-0.0235079761982543,4.57817940278058,4.69089986608557e-06,4.0311737090365e-05,"Up"
"SPA17",0.926509654497469,-0.0235293420328683,4.57574964348756,4.74567856369297e-06,4.07553314201569e-05,"Up"
"KCNE3",0.926342604130153,-0.0236238216486163,4.57492463248526,4.7644173090262e-06,4.08890345103985e-05,"Up"
"RNMT",0.926268710800602,-0.0235902132675582,4.5745596957847,4.77272882519047e-06,4.09331310612579e-05,"Up"
"CD86",0.926187592041121,-0.0235724039255,4.57415907488132,4.78186904799859e-06,4.09842716612184e-05,"Up"
"CLSTN1",0.926144688203326,-0.02348619216338,4.57394718586371,4.78671010240186e-06,4.09958133776562e-05,"Up"
"SPRY2",0.92609554994097,-0.0234536132789317,4.57370450691766,4.79226038502645e-06,4.09958133776562e-05,"Up"
"SMARCD2",0.92609121488874,-0.0234247204104897,4.573683097412,4.79275033518145e-06,4.09958133776562e-05,"Up"
"PCBD1",0.925817886167859,-0.0234169357505538,4.57233320991644,4.82373917296591e-06,4.12335398224568e-05,"Up"
"SLC39A7",0.925472912109185,-0.0235537334138286,4.5706294878685,4.86312487314961e-06,4.15426806216932e-05,"Up"
"INTS9",0.925335164332906,-0.0235311378161578,4.56994919345911,4.87893742915196e-06,4.16501746516421e-05,"Up"
"GLCE",0.924634375069398,-0.023335061391427,4.56648820823668,4.9601490108524e-06,4.23154511183764e-05,"Up"
"HSP90AA1",0.924382271993723,-0.0236618996313715,4.56524314775292,4.98967958730285e-06,4.25392445450228e-05,"Up"
"CTSH",0.924324762279212,-0.0235254776824889,4.56495912474852,4.99643964408693e-06,4.25687417233007e-05,"Up"
"MLLT10",0.924257557674893,-0.023442806119395,4.56462722162937,5.00435041316171e-06,4.26079973461207e-05,"Up"
"LXN",0.924121668784286,-0.0233771038749898,4.56395610769145,5.02038278971865e-06,4.27163044885098e-05,"Up"
"EXOSC10",0.924006892422417,-0.0235706997485975,4.56338926211747,5.0339625850891e-06,4.28036146243008e-05,"Up"
"MSLN",0.923911239801935,-0.0236412829972963,4.56291686289103,5.04530661627659e-06,4.28718116227614e-05,"Up"
"RNF24",0.923862763525332,-0.0236124933512175,4.56267745329146,5.05106505844158e-06,4.28770245188282e-05,"Up"
"CTTN",0.923850118306579,-0.0235303819345046,4.56261500239856,5.05256820440491e-06,4.28770245188282e-05,"Up"
"NOX4",0.923316834318853,-0.0236518036597027,4.55998127483311,5.11635145923642e-06,4.33897550773771e-05,"Up"
"C16orf89",-0.923023286205694,-0.0207229319306702,-4.55853152990318,5.15178946611263e-06,4.36615849693737e-05,"Down"
"NUP153",0.922822831801259,-0.0236278879204764,4.5575415465121,5.17612384328054e-06,4.38390160567798e-05,"Up"
"DCLRE1C",0.922745159797885,-0.0236351835683091,4.55715794808976,5.18558247329809e-06,4.38804877023694e-05,"Up"
"CCKBR",-0.922726771549531,-0.0211813758499504,-4.55706713411881,5.1878241527338e-06,4.38804877023694e-05,"Down"
"BRCC3",0.922634696720023,-0.0235511614586298,4.5566124045148,5.19906279807447e-06,4.39467306896216e-05,"Up"
"FAM81A",0.922582919353651,-0.0236615955912696,4.55635669183597,5.20539297568626e-06,4.39714237022771e-05,"Up"
"RHOD",0.922526739888469,-0.0231798055486517,4.55607923852879,5.21226969104676e-06,4.40006981314215e-05,"Up"
"SDS",0.922269266229096,-0.0236281581526828,4.55480765436411,5.24389750813004e-06,4.42336923110169e-05,"Up"
"CKM",-0.922246293490071,-0.0214941619355637,-4.55469419898683,5.24672836931978e-06,4.42336923110169e-05,"Down"
"CNOT1",0.922128466691774,-0.0233188770523779,4.55411228823427,5.26127082347576e-06,4.43086292664434e-05,"Up"
"GATC",0.922118626903246,-0.0236357550277128,4.55406369250876,5.262487017303e-06,4.43086292664434e-05,"Up"
"APP",0.922086009934163,-0.023414303922832,4.55390260720984,5.26652038661338e-06,4.43136637096713e-05,"Up"
"METAP2",0.921352229411704,-0.0235727913228488,4.55027868818455,5.35804488032899e-06,4.5054381298151e-05,"Up"
"MTMR1",0.921105900187028,-0.0234770813723226,4.54906214299636,5.3891095152547e-06,4.52860740307951e-05,"Up"
"URB2",0.920951992660459,-0.0236512485555843,4.54830204049078,5.40860627460251e-06,4.54203205313136e-05,"Up"
"KBTBD2",0.920772409216285,-0.0236600900482974,4.54741513243033,5.43144098855823e-06,4.55554844363598e-05,"Up"
"SPG21",0.920749576736713,-0.0235528638355404,4.54730236975187,5.43435082943014e-06,4.55554844363598e-05,"Up"
"NMT1",0.920742158313853,-0.0234914339223286,4.54726573241561,5.43529657706471e-06,4.55554844363598e-05,"Up"
"MOXD1",0.920603933081035,-0.0231803657155581,4.54658307999347,5.45294725465824e-06,4.56737445700238e-05,"Up"
"MSH5",0.920462962552875,-0.023660264904204,4.54588686939184,5.47100500656729e-06,4.57952586500399e-05,"Up"
"PLSCR1",0.920169191584444,-0.0236190739731893,4.54443602384745,5.50882000601319e-06,4.60818866780572e-05,"Up"
"FBN1",0.920085491447429,-0.0234934904455595,4.54402265430484,5.51963983525539e-06,4.61424719604403e-05,"Up"
"ITCH",0.919943666508208,-0.0233760783595559,4.54332222402661,5.53801985324196e-06,4.62661386573628e-05,"Up"
"WDR75",0.919831917801759,-0.0236575553189141,4.54277033112273,5.55254335218559e-06,4.63574477021631e-05,"Up"
"TXNL4B",0.919734770246804,-0.0234241431850671,4.5422905488692,5.56519882232371e-06,4.64073973750014e-05,"Up"
"PPP2R5D",0.919730761295345,-0.0232651160809134,4.54227074987615,5.5657216636272e-06,4.64073973750014e-05,"Up"
"RPA1",0.919689230493226,-0.0233729853447261,4.54206564186452,5.57114081464602e-06,4.64225745272087e-05,"Up"
"OSGIN2",0.919585594372042,-0.0236551849541537,4.54155381455408,5.58468582215443e-06,4.6505398592621e-05,"Up"
"CAPN1",0.919517470570256,-0.0231575335105095,4.54121737179795,5.59360661530441e-06,4.65496333747172e-05,"Up"
"ARF1",0.919285614922176,-0.0233956017274613,4.54007230720646,5.62407037780778e-06,4.67729747281383e-05,"Up"
"KTN1",0.919070814591333,-0.0235775552018546,4.53901147364417,5.65243489719991e-06,4.6978581017385e-05,"Up"
"TMEM45A",0.918982639425911,-0.0233792268778063,4.53857600329609,5.6641180825713e-06,4.70453697019235e-05,"Up"
"WDR46",0.9187651511,-0.0236337748781483,4.53750189454297,5.69303413130236e-06,4.72551140667112e-05,"Up"
"ZNF264",0.918675235063251,-0.0233758690290878,4.5370578265604,5.70503011064961e-06,4.73090624313265e-05,"Up"
"CETN2",0.918661468852933,-0.0232971453317731,4.5369898394308,5.70686883813815e-06,4.73090624313265e-05,"Up"
"UNG",0.918414254147911,-0.0235555352625525,4.53576892112426,5.73998557333522e-06,4.75530339823064e-05,"Up"
"OVOL1",0.918314543772514,-0.0236069367697726,4.53527648187933,5.75339470637572e-06,4.76335290869964e-05,"Up"
"AGPAT5",0.917647117982523,-0.0236266391073741,4.53198026871438,5.84392576550889e-06,4.83520195313016e-05,"Up"
"TRAM1",0.917303744118425,-0.0236135508377047,4.53028444954121,5.89103131432181e-06,4.87105211047673e-05,"Up"
"IARS2",0.917013694959493,-0.0236335603073816,4.52885198488298,5.93110447122926e-06,4.90104526421436e-05,"Up"
"PTGFRN",0.916963880607247,-0.0234693526757152,4.52860596693441,5.93801301441236e-06,4.90361266791966e-05,"Up"
"PDP1",0.916855029597944,-0.0236350310979956,4.5280683848762,5.95313591427945e-06,4.91295586425404e-05,"Up"
"FAF1",0.916171388825064,-0.0233002455416305,4.52469209083804,6.04896165160568e-06,4.98884631355893e-05,"Up"
"TM7SF3",0.915896264294721,-0.0234490172099933,4.52333333438524,6.08794084960538e-06,5.01778587981213e-05,"Up"
"GALC",0.915711329008207,-0.0235187274313545,4.52241999520175,6.11427714887243e-06,5.03627464516637e-05,"Up"
"DACT1",0.915658172421866,-0.0235321045469895,4.52215747097459,6.12186723202865e-06,5.03930857855377e-05,"Up"
"NUDT15",0.915593335887624,-0.0236347226355417,4.52183726303396,6.13113726910036e-06,5.04173870026647e-05,"Up"
"WDFY1",0.915582857693828,-0.023661230931515,4.52178551441883,6.13263665456088e-06,5.04173870026647e-05,"Up"
"ATG5",0.915316213453639,-0.0234321053069282,4.52046863954218,6.17091061554107e-06,5.06997299553276e-05,"Up"
"BZW1",0.915250806712042,-0.0235360399447681,4.52014561552069,6.18033391388862e-06,5.07448295068424e-05,"Up"
"CBX3",0.91502634010384,-0.0236565515088483,4.51903704315183,6.21277815697367e-06,5.09787693681955e-05,"Up"
"MLF2",0.914865259525668,-0.0232003877224326,4.51824151512407,6.2361610024606e-06,5.11381060208133e-05,"Up"
"FKBP10",0.914655590202034,-0.0236383316456868,4.51720602204722,6.26672327414838e-06,5.13560759296315e-05,"Up"
"FARSA",0.914615084650437,-0.0235478130965834,4.51700597743637,6.27264402653682e-06,5.13719589195546e-05,"Up"
"STYXL1",0.914451017212441,-0.0234179740172325,4.51619569821556,6.29668078459682e-06,5.15360948226614e-05,"Up"
"SMAGP",0.91423110105224,-0.0234990955381155,4.51510959912663,6.32903795247759e-06,5.16954028777181e-05,"Up"
"EIF3M",0.914224998772047,-0.0234779229622116,4.51507946181907,6.32993807067469e-06,5.16954028777181e-05,"Up"
"PERP",0.914216228963345,-0.0233815445497365,4.51503615039879,6.33123187776764e-06,5.16954028777181e-05,"Up"
"MAGOHB",0.914209831385757,-0.0236282872811284,4.51500455470712,6.332175869974e-06,5.16954028777181e-05,"Up"
"BHLHE40",0.914180365710664,-0.0233911542788343,4.51485903269162,6.33652540563379e-06,5.16981917819547e-05,"Up"
"HSP90B1",0.91409492715333,-0.0236377339227578,4.51443707761931,6.34915347014757e-06,5.17684769983777e-05,"Up"
"LPCAT1",0.914002539229608,-0.0236563094586416,4.51398080173812,6.3628357671806e-06,5.18472637781823e-05,"Up"
"MSX2",0.913676926696228,-0.0236459386299121,4.5123727003802,6.41128301265056e-06,5.22090527652649e-05,"Up"
"OGT",0.913475169869803,-0.0236423922506809,4.51137628472268,6.4414788955794e-06,5.24218525388509e-05,"Up"
"UNC119",0.913385993159118,-0.023252261931504,4.51093586804688,6.45486882389356e-06,5.24977004788165e-05,"Up"
"IMP4",0.913143176941073,-0.0235435053542825,4.50973667253094,6.49146290910607e-06,5.27620542309762e-05,"Up"
"HIVEP1",0.912855634944988,-0.0235610905434078,4.50831658998816,6.53505418824954e-06,5.30829118225635e-05,"Up"
"ERH",0.912452133446021,-0.0234380932421907,4.50632381869745,6.59669737445213e-06,5.35499052442152e-05,"Up"
"SLC12A8",0.912276213177136,-0.023645571389352,4.50545500194662,6.62374660870562e-06,5.37356650979206e-05,"Up"
"GK",0.91192692962757,-0.0233787245635149,4.50372999663271,6.67776672271923e-06,5.41398572950065e-05,"Up"
"PPP1R1B",0.911761940037154,-0.0235498604410479,4.50291516318131,6.70343029318223e-06,5.43137860249734e-05,"Up"
"GDI2",0.911704029195664,-0.0234092619810134,4.50262915913265,6.71246047746583e-06,5.43326525081095e-05,"Up"
"MFGE8",0.911692990286396,-0.0233010849248343,4.50257464131419,6.71418312256194e-06,5.43326525081095e-05,"Up"
"QPCT",0.911512282177574,-0.0234717354173982,4.5016821788768,6.74244320278005e-06,5.45271315816049e-05,"Up"
"EIF3H",0.911465753732023,-0.0234388869858682,4.50145238902291,6.74973796412922e-06,5.45292350743254e-05,"Up"
"CUL4B",0.911443087621619,-0.0234696789993145,4.50134044799121,6.75329430647889e-06,5.45292350743254e-05,"Up"
"MPHOSPH6",0.911429764828185,-0.0235437669141903,4.50127465076286,6.75538550653322e-06,5.45292350743254e-05,"Up"
"SMARCC1",0.911340741889022,-0.0236437591833351,4.50083499351789,6.7693748171811e-06,5.46079835940081e-05,"Up"
"MTF2",0.9112776407829,-0.0236506636604727,4.50052335632939,6.77930747764735e-06,5.46539294713583e-05,"Up"
"SF3B4",0.911203012026597,-0.0236122880272603,4.50015478757958,6.79107268460451e-06,5.47145824851427e-05,"Up"
"TBK1",0.911098222832698,-0.0236334726895666,4.49963726559338,6.80762564877871e-06,5.48137098898855e-05,"Up"
"ACP1",0.910933729245883,-0.0235724602461387,4.49882488175305,6.83368765048164e-06,5.49892308194402e-05,"Up"
"MTMR4",0.910842049999802,-0.0234796782971308,4.49837210581539,6.8482544995622e-06,5.50720915148708e-05,"Up"
"DCTN5",0.910721625079504,-0.0232891851104929,4.49777736372776,6.86743386378014e-06,5.51919186348286e-05,"Up"
"ACTR8",0.91060179264295,-0.0234509815132094,4.49718554773731,6.88656986084433e-06,5.53072664950815e-05,"Up"
"DAGLB",0.910578084582221,-0.023612991403863,4.49706846082958,6.89036183096333e-06,5.53072664950815e-05,"Up"
"RBM41",0.910477210084115,-0.0235701231710453,4.49657027233634,6.90651847487605e-06,5.54024762483994e-05,"Up"
"SMURF2",0.910444210262624,-0.023517924715482,4.49640729624571,6.91181177908644e-06,5.54104786441491e-05,"Up"
"PIK3C2G",-0.910314902666846,-0.0220482739958567,-4.49576868532308,6.93259065522883e-06,5.55425384234762e-05,"Down"
"CHAF1B",0.910221903698153,-0.0236618407114928,4.49530939167646,6.94757189988624e-06,5.562801361678e-05,"Up"
"ANXA4",0.909724119491647,-0.0236263169501991,4.49285098674307,7.02828808593074e-06,5.62393846280525e-05,"Up"
"DUSP11",0.909499325448731,-0.0232882027537178,4.49174079727366,7.06503191442245e-06,5.6498355030462e-05,"Up"
"CSK",0.909333328687189,-0.0234412856627138,4.49092098971012,7.09228285432804e-06,5.66811378797877e-05,"Up"
"RTKN",0.909295071042766,-0.0236623975596559,4.49073204682973,7.09857767871441e-06,5.66963179428713e-05,"Up"
"LAMP2",0.909206770633894,-0.0234813333726229,4.49029595794231,7.11312682938588e-06,5.67773657006488e-05,"Up"
"NUP62CL",0.908840758814559,-0.0236280780024591,4.48848833678725,7.17373883307442e-06,5.72257620332882e-05,"Up"
"DUSP18",0.908721636337149,-0.0235833358107649,4.48790002706928,7.19357197772502e-06,5.73485073798981e-05,"Up"
"TSG101",0.908644248526011,-0.023038115005129,4.48751783218603,7.20648465039328e-06,5.74159638699339e-05,"Up"
"COIL",0.908598760189136,-0.0235923226778019,4.48729317911283,7.21408502404762e-06,5.74410387192532e-05,"Up"
"SEC23A",0.908542728894201,-0.0230532557679106,4.48701645757347,7.22345749461431e-06,5.74801839747255e-05,"Up"
"TSR1",0.908271171562034,-0.0235722158281158,4.48567531842848,7.26904667524302e-06,5.78072953538592e-05,"Up"
"SMNDC1",0.908208298852005,-0.0236002874179577,4.48536480921889,7.27964093705225e-06,5.78558770468497e-05,"Up"
"CAP1",0.907889832587111,-0.023273743172453,4.48379200110947,7.33353078266368e-06,5.82482842152579e-05,"Up"
"FIBP",0.907528346886053,-0.0232485170569404,4.48200673307722,7.39516251112754e-06,5.8701662296021e-05,"Up"
"BAZ1A",0.907313363619255,-0.0236386613348871,4.48094499604984,7.43205076506344e-06,5.89306238925337e-05,"Up"
"TMEM26",0.907291799163395,-0.0236030288782062,4.48083849575517,7.4357606319325e-06,5.89306238925337e-05,"Up"
"UMPS",0.907280456637932,-0.0236218088636313,4.48078247846859,7.43771266741956e-06,5.89306238925337e-05,"Up"
"HS2ST1",0.907253859092884,-0.0236615580236323,4.48065112127584,7.44229199607189e-06,5.89307086908111e-05,"Up"
"PUF60",0.907190154159194,-0.0234651179772666,4.48033650196647,7.45327110926157e-06,5.89814380603466e-05,"Up"
"PARN",0.907134423800022,-0.0236091320463002,4.48006126665739,7.46288855811515e-06,5.90213363035729e-05,"Up"
"ZMYM2",0.907100774185054,-0.0235823624206617,4.47989508143424,7.4687012533058e-06,5.90311136436222e-05,"Up"
"HSPA8",0.906984228175588,-0.0233501499879017,4.47931949610852,7.48886710303747e-06,5.91542539878018e-05,"Up"
"RSL1D1",0.906940612304207,-0.023505012694417,4.4791040905734,7.49642729723092e-06,5.91692479253275e-05,"Up"
"DROSHA",0.906912950033572,-0.0236444289209495,4.47896747502451,7.5012259419207e-06,5.91692479253275e-05,"Up"
"IL4R",0.906870762625107,-0.0230786679765705,4.47875912423367,7.5085499553245e-06,5.91692479253275e-05,"Up"
"ADSL",0.906867516450602,-0.0236612211869187,4.4787430923642,7.50911379593466e-06,5.91692479253275e-05,"Up"
"FKBP14",0.906711378380893,-0.0236133218812179,4.47797197388386,7.53628187897902e-06,5.93470695707877e-05,"Up"
"VGLL4",0.906673433967016,-0.023310132431813,4.47778457795395,7.54289840310048e-06,5.9362932581814e-05,"Up"
"TAF11",0.906562917570618,-0.0235863933960386,4.47723877105495,7.56220126717904e-06,5.94669453206988e-05,"Up"
"EEA1",0.906545000696725,-0.0232919850767586,4.47715028505922,7.56533508576375e-06,5.94669453206988e-05,"Up"
"EPHX4",0.906475490516571,-0.0235891968118578,4.47680699540162,7.57750478447661e-06,5.95263302161777e-05,"Up"
"HOXB5",0.906430304238258,-0.0235959750962812,4.47658383410386,7.58542594142024e-06,5.95338348828057e-05,"Up"
"RCN2",0.906403667601082,-0.0236295761912401,4.47645228384697,7.59009905387796e-06,5.95338348828057e-05,"Up"
"SERINC3",0.906377694762518,-0.0235354365065308,4.47632401188971,7.59465836059024e-06,5.95338348828057e-05,"Up"
"TUBG1",0.906364807164559,-0.0235540197356369,4.47626036395957,7.59692163866176e-06,5.95338348828057e-05,"Up"
"QPRT",0.906020352965422,-0.0233571263923275,4.47455920933992,7.65765308591692e-06,5.9973325534452e-05,"Up"
"C3",0.905891363266529,-0.0234923282949784,4.47392216841341,7.68051477406909e-06,6.01158738293187e-05,"Up"
"SP140L",0.905864612926218,-0.0236349399248792,4.47379005661128,7.68526407496441e-06,6.01165684068926e-05,"Up"
"PTPN1",0.905825345415239,-0.0234954716590809,4.47359612630685,7.69224078203906e-06,6.01346750591041e-05,"Up"
"SCUBE2",-0.905567907398869,-0.0211381226416703,-4.47232471817212,7.73813032172897e-06,6.0456779539662e-05,"Down"
"ZDHHC6",0.905284643409658,-0.0235128330150018,4.47092576340532,7.78892588419627e-06,6.0816800835501e-05,"Up"
"YKT6",0.905052966845605,-0.0235024859469742,4.46978158325542,7.83070750484957e-06,6.11060472504867e-05,"Up"
"PREB",0.904851215233087,-0.0233630107880963,4.4687851933478,7.86726679082017e-06,6.13542166473938e-05,"Up"
"ABI1",0.904792859807694,-0.0232731987209885,4.46849699363435,7.87787173023276e-06,6.13966100912081e-05,"Up"
"S100A11",0.904768941435111,-0.0234941922319739,4.46837886806028,7.88222236693082e-06,6.13966100912081e-05,"Up"
"VPS26A",0.904623979046654,-0.0234971867530477,4.46766294287366,7.90863951526884e-06,6.15652028409492e-05,"Up"
"UHMK1",0.90456865441964,-0.023653388930981,4.46738971135242,7.918743869714e-06,6.16066810467074e-05,"Up"
"DOK5",0.904443693732219,-0.0235338539790251,4.46677256848927,7.94161182280597e-06,6.1747348343806e-05,"Up"
"CLTA",0.904237471366267,-0.0234477836079425,4.46575409888898,7.97948888377675e-06,6.20044741637568e-05,"Up"
"ZMYND19",0.904011836750252,-0.0236271698976742,4.46463975808446,8.02112924636429e-06,6.2290515441814e-05,"Up"
"CRLF3",0.903577087878174,-0.0236223421293049,4.46249266551315,8.10194761203626e-06,6.288027812735e-05,"Up"
"A2M",0.903540800699716,-0.0232966477315515,4.46231345416539,8.10872836112241e-06,6.28950614131798e-05,"Up"
"STARD5",0.903362960478341,-0.0225616724107526,4.46143515535263,8.14203872407094e-06,6.31154792679033e-05,"Up"
"EDC3",0.903139531533152,-0.02337295900476,4.46033170768608,8.18407350601346e-06,6.34032217141547e-05,"Up"
"RPGR",0.903043795666174,-0.0236429449005216,4.4598588973305,8.20214817737022e-06,6.34971401037328e-05,"Up"
"PLIN3",0.903023199025902,-0.0228077466727543,4.45975717678293,8.20604175152513e-06,6.34971401037328e-05,"Up"
"FCGR1A",0.902854187577025,-0.0236614618860874,4.45892248059472,8.23805835239321e-06,6.37066634817266e-05,"Up"
"CTTNBP2NL",0.902569314804176,-0.0235046617896308,4.4575155805344,8.29229349437826e-06,6.40876535554135e-05,"Up"
"TGM2",0.902342122674381,-0.0235324688505673,4.4563935476426,8.33579163789357e-06,6.438525529173e-05,"Up"
"CLEC5A",0.902240590379519,-0.0236603034586001,4.45589211049108,8.355301416786e-06,6.44973267355611e-05,"Up"
"ARHGEF7",0.902147694838076,-0.0236060063646165,4.45543332764021,8.37318984088038e-06,6.4596755835835e-05,"Up"
"SART3",0.901973676507015,-0.0236602910038191,4.45457390398235,8.40679822921064e-06,6.47558018691535e-05,"Up"
"COMMD5",0.901967229186121,-0.0234386955494435,4.45454206262362,8.40804588235999e-06,6.47558018691535e-05,"Up"
"CPNE3",0.901962989436311,-0.0234087510158972,4.45452112378765,8.40886643389659e-06,6.47558018691535e-05,"Up"
"GMNN",0.901893097510658,-0.0236316676467527,4.45417594880502,8.42240419373041e-06,6.48213554265684e-05,"Up"
"BMP8A",0.901529130809794,-0.0236042437666426,4.45237842786864,8.49324031118391e-06,6.5327553234324e-05,"Up"
"IFI16",0.90143859113033,-0.0234064047542548,4.45193127990422,8.51094960894445e-06,6.54247550689955e-05,"Up"
"TBCE",0.901395151973998,-0.0236597408546657,4.45171674711102,8.51945870405014e-06,6.54511601093167e-05,"Up"
"RBM17",0.901340000159719,-0.0236109121203607,4.45144436905937,8.53027385251934e-06,6.54952395378851e-05,"Up"
"PCOLCE",0.901251242497488,-0.0235021400604119,4.45100602193656,8.54770658878096e-06,6.55848153857932e-05,"Up"
"ITGB3BP",0.901228853101127,-0.023584890271086,4.45089544751144,8.55210942545191e-06,6.55848153857932e-05,"Up"
"FBXO22",0.900995746979873,-0.0236227760840947,4.44974420721292,8.59807828900016e-06,6.58981650919864e-05,"Up"
"UGGT2",0.900575544799685,-0.0236478792437236,4.44766895633253,8.68153990444658e-06,6.64983273322188e-05,"Up"
"BRWD3",0.900424096237882,-0.0235523453630535,4.44692099790672,8.7118103752351e-06,6.66905887419333e-05,"Up"
"TP53I11",0.900379225149491,-0.0236230093268981,4.44669939323621,8.72079824374728e-06,6.67197962906857e-05,"Up"
"PYGB",0.900204972061522,-0.0234366494986819,4.44583881018531,8.75578596980665e-06,6.69477671751844e-05,"Up"
"TMEM123",0.899985865841832,-0.0236386340733741,4.44475671114645,8.79997001764446e-06,6.72404524903652e-05,"Up"
"ZZZ3",0.899963507838715,-0.0235981892722005,4.44464629176302,8.80449060052925e-06,6.72404524903652e-05,"Up"
"PLCG1",0.89985946150071,-0.0235731104132358,4.44413243851635,8.82555702339541e-06,6.73614556477973e-05,"Up"
"GTF3C5",0.899681914440954,-0.0235194627204109,4.44325558753974,8.86161652145488e-06,6.75966833295367e-05,"Up"
"TCERG1",0.899529254829642,-0.0236612096562903,4.44250164810841,8.89273395097669e-06,6.77744733996877e-05,"Up"
"SRFBP1",0.899516040161296,-0.0236283147888552,4.44243638487701,8.89543247272434e-06,6.77744733996877e-05,"Up"
"PGD",0.899316310140467,-0.0232417906881917,4.44144997899644,8.93631406164332e-06,6.8045758607519e-05,"Up"
"APOE",0.899241474914155,-0.0236529113386705,4.441080390554,8.95167783964212e-06,6.8090430723738e-05,"Up"
"RPL23",0.899236314371536,-0.0232477598742958,4.44105490420214,8.95273823610045e-06,6.8090430723738e-05,"Up"
"EME1",0.89890135090309,-0.023612790532414,4.43940062141741,9.02182438790783e-06,6.85754347552287e-05,"Up"
"POP7",0.898847064595517,-0.0234543123583762,4.43913251784038,9.03306878721343e-06,6.85894853406527e-05,"Up"
"PREP",0.898841087042464,-0.0236042357546267,4.43910299652226,9.03430774430335e-06,6.85894853406527e-05,"Up"
"NT5E",0.897840702021759,-0.0234554712128729,4.43416239889371,9.24395913402476e-06,7.01398993351679e-05,"Up"
"LAMP3",0.897709565156149,-0.0236624149599358,4.43351475376324,9.2717837511619e-06,7.03096640836198e-05,"Up"
"USP1",0.897605562682112,-0.0236442238241335,4.43300111714739,9.29390787097396e-06,7.04360268082804e-05,"Up"
