"gene","logFC","AveExpr","t","P.Value","adj.P.Val","sig"
"PFAS",1.26951549164389,-0.0516135686597418,7.36875771662458,1.72237305747077e-13,2.7701857940543e-12,"Up"
"PLBD2",1.26733104184239,-0.0595964723801075,7.35607832717456,1.89404988642431e-13,3.01621598580088e-12,"Up"
"MCM3",1.26614199970547,-0.0604954479192946,7.34917666785692,1.9944517199633e-13,3.17218652722646e-12,"Up"
"COL3A1",1.26460633540616,-0.0624269864250071,7.34026307977534,2.13189010303973e-13,3.38244162842675e-12,"Up"
"KRT18",1.26425558469871,-0.0533368558703742,7.33822718734303,2.16456353314242e-13,3.42165502622599e-12,"Up"
"LIN9",1.26327966627465,-0.0559726709448163,7.33256258028199,2.25808372125195e-13,3.5607606259693e-12,"Up"
"POC5",1.26311704155723,-0.0558248088862486,7.33161864367841,2.27404885887878e-13,3.58155753732324e-12,"Up"
"SLC12A7",1.26278598814382,-0.0529602886428784,7.32969708194028,2.30689230134881e-13,3.62885412135346e-12,"Up"
"HELB",1.26131961081874,-0.0541502652925394,7.32118566218937,2.45806153558618e-13,3.85724279166985e-12,"Up"
"CILP2",1.2610273970116,-0.046543022511618,7.31948954051113,2.48932834092099e-13,3.89682600358493e-12,"Up"
"NR2C1",1.26017289006897,-0.0570473151982763,7.31452965253113,2.58301913094447e-13,4.03858954788517e-12,"Up"
"LAMP3",1.26006902399571,-0.0564163193257533,7.31392677376843,2.59464080681135e-13,4.04337542805638e-12,"Up"
"FANCF",1.26006150564336,-0.0555025424094234,7.31388313435065,2.59548403320465e-13,4.04337542805638e-12,"Up"
"INTS8",1.25736998013453,-0.0595861953590141,7.29826048185585,2.91531388045634e-13,4.52522668399594e-12,"Up"
"NASP",1.25696030665236,-0.0567906477797957,7.29588257890554,2.96727427283044e-13,4.59482243040094e-12,"Up"
"TRAIP",1.25655546839042,-0.0568030300251332,7.29353274143899,3.01951461720907e-13,4.66170917184608e-12,"Up"
"PMEPA1",1.25558719920111,-0.0623197948435413,7.28791253348764,3.14815177417697e-13,4.84004883612738e-12,"Up"
"NOC3L",1.25526735759783,-0.0574173577052875,7.28605604942127,3.19181465885213e-13,4.89550740600875e-12,"Up"
"SEMA5B",1.25436636785277,-0.0461040465288633,7.280826357322,3.31803514535841e-13,5.08305645367911e-12,"Up"
"CBX2",1.25422317501519,-0.0477620942460116,7.27999521084622,3.3385415652152e-13,5.10840422890995e-12,"Up"
"CDC25A",1.25317437296436,-0.0547536772763793,7.27390755909547,3.49258092022141e-13,5.32515381677731e-12,"Up"
"TOMM34",1.2529475529552,-0.0582453710198737,7.27259100825087,3.52680117051286e-13,5.37098090890736e-12,"Up"
"TMEM63A",1.25145038754693,-0.055931112626887,7.26390088258652,3.76108347660367e-13,5.70755479584833e-12,"Up"
"SMYD5",1.25120715398102,-0.0546420903307508,7.26248906112586,3.80056213081534e-13,5.76068753529813e-12,"Up"
"DUS4L",1.25117906718036,-0.0569015814174801,7.26232603449841,3.80514695767609e-13,5.76086744214366e-12,"Up"
"NEB",1.25094742844628,-0.051573673686985,7.26098151391517,3.84316684304906e-13,5.81160716394957e-12,"Up"
"RUVBL1",1.25062714670164,-0.0613617097683475,7.25912247509853,3.89635124658298e-13,5.88513287232716e-12,"Up"
"LAMC2",1.25005011768342,-0.0597499606021106,7.25577317604807,3.99399994323663e-13,6.02556786758003e-12,"Up"
"RTKN",1.24983666800843,-0.0563724297171644,7.25453423178148,4.03072689088855e-13,6.07387221560413e-12,"Up"
"UBFD1",1.24979091723714,-0.0493125942230156,7.2542686766534,4.03864199258303e-13,6.07869814029504e-12,"Up"
"NUP155",1.24956133432267,-0.0608373743105511,7.25293608884039,4.07859197550095e-13,6.13167341398447e-12,"Up"
"CMTM1",1.24804229061139,-0.0537739852588789,7.24411897306427,4.35287521959465e-13,6.49505785642472e-12,"Up"
"BYSL",1.2480279401685,-0.0479613069669239,7.24403567755704,4.35555085340521e-13,6.49505785642472e-12,"Up"
"KCNJ14",1.24798101161821,-0.0440809345485244,7.24376328614528,4.36431194192702e-13,6.50060736015204e-12,"Up"
"PRR7",1.24669466724789,-0.0445844739715303,7.2362968471239,4.61131355851181e-13,6.8526882017562e-12,"Up"
"MC1R",1.24628142338553,-0.0556161594063632,7.23389822030944,4.69353904807852e-13,6.95884599783505e-12,"Up"
"SLC17A9",1.24614573481515,-0.0534684070139104,7.23311063149573,4.72085043675573e-13,6.99130307505306e-12,"Up"
"NCAPD2",1.24583067788106,-0.0609401808466569,7.23128191949533,4.78486830569578e-13,7.0779835177947e-12,"Up"
"PRPF40A",1.24434138793971,-0.0566979419644242,7.22263750607949,5.0992079050817e-13,7.49142172752264e-12,"Up"
"CCDC138",1.24411589411206,-0.0530349325413296,7.22132865290404,5.14853677516448e-13,7.55195970721533e-12,"Up"
"DTX3L",1.24409957962492,-0.0574699770781944,7.22123395732621,5.15212384087874e-13,7.55195970721533e-12,"Up"
"PCNA",1.24404685697506,-0.0574218805476365,7.22092793472506,5.16373275403004e-13,7.56038465314796e-12,"Up"
"DARS2",1.24363579847246,-0.059443063176384,7.2185419925818,5.25512804868945e-13,7.65077840858298e-12,"Up"
"NOL8",1.24344446172746,-0.0573642676181758,7.21743140029249,5.29821000778922e-13,7.68747029139181e-12,"Up"
"SLC30A7",1.24280969133254,-0.0559329531361853,7.21374694801392,5.44363512941352e-13,7.87191138276962e-12,"Up"
"ALPP",1.24253734320573,-0.049892974558567,7.21216613440882,5.50722460478984e-13,7.95494850808333e-12,"Up"
"WDR89",1.24150916068746,-0.0565998221916474,7.20619816638051,5.75393185781095e-13,8.29273374680485e-12,"Up"
"CENPN",1.24017494055735,-0.0472256423996651,7.19845383797793,6.09030182462622e-13,8.75794907869048e-12,"Up"
"DPH2",1.23831687154605,-0.0531910482747392,7.18766888855817,6.5911008999516e-13,9.46755128156746e-12,"Up"
"ESF1",1.23767893664196,-0.0574307248114452,7.18396606824745,6.77219384768251e-13,9.70460918128928e-12,"Up"
"LCLAT1",1.23713187113703,-0.0575232769519929,7.18079068898858,6.93137482313495e-13,9.91217337512392e-12,"Up"
"ZNF473",1.2353138921758,-0.0568147735819577,7.17023843768687,7.48719322834261e-13,1.06479939859307e-11,"Up"
"SEC61A2",1.23525704318513,-0.0578075328848065,7.16990846421162,7.50526142304924e-13,1.0661934702193e-11,"Up"
"PAQR4",1.23515409372501,-0.0554992750839514,7.16931090582523,7.5380906292415e-13,1.06967910920337e-11,"Up"
"UBAP2L",1.23492752139217,-0.0574272042246831,7.16799579258955,7.6108387848899e-13,1.0764496654199e-11,"Up"
"EFTUD2",1.23424971855275,-0.0611125030495959,7.16406156340038,7.83260781309066e-13,1.10539177440981e-11,"Up"
"SPATA13",1.23376019486388,-0.0522651691716615,7.16122017904264,7.99670659134203e-13,1.12485843317035e-11,"Up"
"CHML",1.2334596778665,-0.056682394859557,7.1594758624447,8.09911303392284e-13,1.13802242946155e-11,"Up"
"HNRNPA2B1",1.23322858358184,-0.0582882917264583,7.15813450205598,8.17873695073545e-13,1.14796004273707e-11,"Up"
"USP31",1.2328545110863,-0.0556551909609027,7.15596324096762,8.30925557434004e-13,1.1650118223197e-11,"Up"
"HSP90AB1",1.23244247127395,-0.0552770666863681,7.15357160292401,8.45538813379092e-13,1.18326721773468e-11,"Up"
"LHX4",1.23124285674374,-0.0400403823472907,7.14660857735662,8.89535224431753e-13,1.23510386005868e-11,"Up"
"BAAT",1.23030878989196,-0.0511925111873764,7.14118689296821,9.25341281230994e-13,1.2820598481846e-11,"Up"
"CHSY3",1.22890030107518,-0.0525612075891726,7.13301148045396,9.82023711420231e-13,1.35622311066484e-11,"Up"
"CYP19A1",1.22741689584665,-0.0507738319926444,7.12440122418174,1.04540489400948e-12,1.43913316198808e-11,"Up"
"CD80",1.22561537204423,-0.0578397547301203,7.11394448497048,1.12779355448191e-12,1.55089648819426e-11,"Up"
"ZNF200",1.22372498126877,-0.0514834696562793,7.10297192756112,1.2210956266893e-12,1.66852886532471e-11,"Up"
"LMNB2",1.22252476956249,-0.0580379481866883,7.09600543575352,1.2842212735475e-12,1.74370212710412e-11,"Up"
"INTS7",1.22146183091611,-0.0589397779144435,7.08983572974804,1.34279306607486e-12,1.81368458212562e-11,"Up"
"TIMP1",1.22126118824257,-0.0615342454415167,7.08867112225908,1.35413962746501e-12,1.82518778000744e-11,"Up"
"ZNF146",1.22012545481653,-0.0567694340446194,7.08207888726684,1.42016220974093e-12,1.90333396044722e-11,"Up"
"UTP15",1.21993098547775,-0.0549545159529892,7.08095011219462,1.43177952300205e-12,1.91582199867255e-11,"Up"
"CDK2",1.21932934532561,-0.0613751064719048,7.07745796062747,1.46831423037697e-12,1.95861274639426e-11,"Up"
"PBX4",1.21911563759478,-0.0431951510941081,7.0762175185052,1.4815105679534e-12,1.97417405124286e-11,"Up"
"C12orf75",1.21901009636196,-0.0537471535445461,7.07560491647014,1.48807053588439e-12,1.97882699405905e-11,"Up"
"IGF2BP3",1.21875421011867,-0.0583529601794082,7.07411965398828,1.50409381002169e-12,1.99601914150924e-11,"Up"
"MFHAS1",1.2185769862942,-0.056929089138524,7.07309097853478,1.51529043621116e-12,2.00881103151981e-11,"Up"
"TAF1D",1.21723932366888,-0.0571589821965828,7.06532666856185,1.60248030851947e-12,2.10707375123268e-11,"Up"
"TNFRSF9",1.21628829862349,-0.0513331392478614,7.05980655227491,1.66744354325924e-12,2.18702288362707e-11,"Up"
"HAGHL",1.21627499978169,-0.0443186787039049,7.05972936066619,1.66837004224284e-12,2.18702288362707e-11,"Up"
"WNT7B",1.21565848233423,-0.0444052778602375,7.05615085553702,1.71188026147455e-12,2.24178106525485e-11,"Up"
"PHF6",1.21560699392491,-0.0600548516670084,7.0558519969441,1.71556397454272e-12,2.24432654235564e-11,"Up"
"NUP43",1.21459773455097,-0.054822592114727,7.04999386614636,1.7893613449829e-12,2.33574686672213e-11,"Up"
"TGS1",1.21407725266928,-0.057627466456063,7.04697278849328,1.82862727171317e-12,2.38257203816447e-11,"Up"
"ZBTB33",1.21395818132681,-0.0587626591434399,7.0462816524816,1.83772830817414e-12,2.39201386953968e-11,"Up"
"SNRPD1",1.21355003253995,-0.0599431686936868,7.04391259945113,1.86926300566482e-12,2.42571665091253e-11,"Up"
"XPOT",1.21317017452747,-0.0563846420394752,7.0417077569903,1.89908844658171e-12,2.46194390677965e-11,"Up"
"AP3M2",1.21247077739374,-0.0560634186109977,7.03764818618545,1.955229143122e-12,2.52710428027361e-11,"Up"
"CD276",1.21211347292044,-0.0612695199774304,7.03557425316759,1.98453507757447e-12,2.56241421077409e-11,"Up"
"NFXL1",1.21093969517125,-0.0545175140970515,7.02876119424559,2.08387291880633e-12,2.67195594231439e-11,"Up"
"CHAF1B",1.21081487990909,-0.055657804071498,7.02803671830792,2.09471875653408e-12,2.68319535655741e-11,"Up"
"ATP2A1",1.21072377978369,-0.0438195685478823,7.02750793803196,2.10266984877556e-12,2.68578415655985e-11,"Up"
"PNN",1.20963521653997,-0.0527224958120832,7.02118949697705,2.19999898049881e-12,2.80136099204878e-11,"Up"
"PIF1",1.20875930488962,-0.0467176360247996,7.01610536781514,2.28151116786026e-12,2.8937278814385e-11,"Up"
"OLFML2B",1.20868707359522,-0.0605630381012816,7.01568610951425,2.28836370098414e-12,2.8995681118855e-11,"Up"
"GPRC5A",1.20831874858138,-0.0607643792306201,7.01354820902717,2.32362158198334e-12,2.93847007705913e-11,"Up"
"MSR1",1.20767609262064,-0.0594811476875334,7.00981798588215,2.38641991555144e-12,3.0119795000683e-11,"Up"
"ATIC",1.20696555866851,-0.0593368596192729,7.00569377268655,2.45778940723605e-12,3.09297810379880e-11,"Up"
"SLC29A2",1.20675662564063,-0.0541620240965863,7.00448104478239,2.47917104952657e-12,3.11684477269427e-11,"Up"
"COL1A2",1.20646787410516,-0.061903488451394,7.00280501946476,2.50902165465357e-12,3.15130188153616e-11,"Up"
"HMGA2",1.20622169225173,-0.052147514163932,7.0013760850058,2.53474963840229e-12,3.17742814244424e-11,"Up"
"CEP72",1.20602178647814,-0.0543884961576839,7.00021575476848,2.55583159933716e-12,3.20074483493689e-11,"Up"
"WDR4",1.20507932516525,-0.0521085592793211,6.99474534568901,2.65756220840238e-12,3.32169524478511e-11,"Up"
"CLCN5",1.20469655652376,-0.0572657010468771,6.99252360881442,2.700003402685e-12,3.37147569131015e-11,"Up"
"PPEF1",1.20187213542096,-0.0471539241739552,6.97612957901862,3.03439906275622e-12,3.77078164840968e-11,"Up"
"TFAP4",1.20127464531261,-0.051064387615634,6.97266151590673,3.11017682358539e-12,3.86122914797189e-11,"Up"
"HS2ST1",1.20071296153751,-0.0554321229910155,6.96940128656782,3.1831039352114e-12,3.94417460713658e-11,"Up"
"NUFIP2",1.20017563371697,-0.0572015654335457,6.96628242858618,3.25443680672812e-12,4.02869293377985e-11,"Up"
"SKP2",1.19945910825454,-0.0586101447053956,6.96212343835312,3.35200254015957e-12,4.14152114612244e-11,"Up"
"TSN",1.19921360207341,-0.0575415457316574,6.96069842575693,3.38608710185496e-12,4.17963038534231e-11,"Up"
"COL12A1",1.19771982878953,-0.0609827705182197,6.95202798929126,3.60091856766706e-12,4.4278597334926e-11,"Up"
"TBC1D24",1.19699029986926,-0.0551334313844084,6.9477935219719,3.71063989211733e-12,4.55639288408442e-11,"Up"
"TIMM8A",1.19684567467187,-0.0446612385929253,6.94695406152711,3.73277765114811e-12,4.57429886813511e-11,"Up"
"EPHB4",1.196836451028,-0.0556702733940131,6.94690052393946,3.73419389731473e-12,4.57429886813511e-11,"Up"
"COX6B2",1.19615248489992,-0.0444496671697123,6.94293052064497,3.84069470837182e-12,4.69139403819017e-11,"Up"
"CASK",1.19536931769576,-0.0602221441900563,6.9383847160313,3.96630216382461e-12,4.83566461353248e-11,"Up"
"ATP6V1C1",1.19487284306438,-0.0556892238932614,6.93550298572144,4.04800530531875e-12,4.91668742309855e-11,"Up"
"TCERG1",1.19335741190775,-0.0551973373774411,6.92670683860632,4.30773406226484e-12,5.22723063679719e-11,"Up"
"TTLL4",1.19332251404663,-0.055620639513724,6.92650427795612,4.31390364859889e-12,5.22979728978168e-11,"Up"
"CDH24",1.19289555797617,-0.0499684336709713,6.92402606019542,4.39009002990717e-12,5.31716162401621e-11,"Up"
"SH3KBP1",1.19246052105558,-0.05813568402521,6.92150093806282,4.46907475434596e-12,5.39961218104687e-11,"Up"
"MACC1",1.19245152236042,-0.0578274097376672,6.92144870616425,4.47072316408874e-12,5.39961218104687e-11,"Up"
"ZNF678",1.19203999645264,-0.0482236574551327,6.919060051021,4.54674807441982e-12,5.47605073874334e-11,"Up"
"FAM81A",1.19178714887053,-0.0554599095031068,6.91759242610108,4.59408592994814e-12,5.52275064402619e-11,"Up"
"RHBDF2",1.19048326492862,-0.0530425059197367,6.91002418063912,4.84597275287579e-12,5.80391852733006e-11,"Up"
"ADAT2",1.19009457945435,-0.0532389730905677,6.9077681001842,4.92364479431404e-12,5.89147441575666e-11,"Up"
"PLEKHA8",1.1897548403027,-0.0464941442603744,6.90579612307024,4.99253430904905e-12,5.96284259744664e-11,"Up"
"GMPS",1.18949509373176,-0.0577441734628199,6.90428845375736,5.04584005668813e-12,6.01536884392053e-11,"Up"
"ADSL",1.18875762716025,-0.0552045535228591,6.90000791324772,5.20024355932725e-12,6.18800199924006e-11,"Up"
"HSPH1",1.18854855647322,-0.0565419786356749,6.8987943863168,5.24485296853075e-12,6.22959101667386e-11,"Up"
"TIPIN",1.18751822129,-0.0592253769810156,6.89281392339056,5.47023320005449e-12,6.4793882504594e-11,"Up"
"UTP18",1.18740768240149,-0.0559464220135346,6.89217231303365,5.49496957780211e-12,6.50271675083205e-11,"Up"
"KIF12",1.1864075600498,-0.0508759822733745,6.88636721703831,5.72381831878526e-12,6.75494350356918e-11,"Up"
"FOXP3",1.18573286095943,-0.0458180538565346,6.88245100320611,5.88345320725009e-12,6.92433055842326e-11,"Up"
"ZMIZ2",1.18457253924326,-0.0532757193327871,6.87571604829131,6.16825176398765e-12,7.25289694655212e-11,"Up"
"UCN2",1.18330921812733,-0.0440865645666936,6.86838324512124,6.49370102798804e-12,7.60783374750387e-11,"Up"
"WDFY1",1.18316333719923,-0.0552106775530669,6.86753649593096,6.53234892841101e-12,7.64330951800604e-11,"Up"
"NOLC1",1.18315022947798,-0.05962462553238,6.86746041365962,6.53583254388764e-12,7.64330951800604e-11,"Up"
"HNRNPU",1.18273306054708,-0.0556459840276811,6.86503900423299,6.64765883287301e-12,7.76001369097094e-11,"Up"
"ACRV1",1.18254786902533,-0.0449287410003201,6.86396408119033,6.69790019746278e-12,7.80453610181322e-11,"Up"
"UAP1L1",1.18237281517475,-0.0466865664906228,6.86294800110249,6.74573329507156e-12,7.85317813836895e-11,"Up"
"CCL7",1.18195840404498,-0.0508684374654345,6.86054259901762,6.86030855883776e-12,7.96499730877122e-11,"Up"
"PTTG1",1.1811342641624,-0.059621634544318,6.85575897317039,7.09386050439515e-12,8.22135729076308e-11,"Up"
"CLDN3",1.1797276687066,-0.060474370914393,6.84759455045377,7.51059700984161e-12,8.67315942971772e-11,"Up"
"FKBP9",1.17956350517449,-0.0423758206834469,6.846641681976,7.56077054510402e-12,8.7232897371464e-11,"Up"
"XRN2",1.17919086105149,-0.0592541006698601,6.8444787117129,7.67588440194528e-12,8.84028865184752e-11,"Up"
