"gene","logFC","AveExpr","t","P.Value","adj.P.Val","sig"
"ARPC1B",0.972373705187884,0.0615171975150196,6.2464802582724,4.19887434187671e-10,1.54746514673908e-07,"Up"
"DPT",-0.970661157584376,0.0305914089929111,-6.23547893775171,4.50485732672986e-10,1.60328070894804e-07,"Down"
"ESRRG",-0.969829630558688,0.0307164781579498,-6.23013724954843,4.66117236085676e-10,1.60328070894804e-07,"Down"
"CTSA",0.969507147439183,0.0611616866698173,6.22806563404827,4.7232085386484e-10,1.60328070894804e-07,"Up"
"PDCD11",0.968041249263922,0.0653618313481132,6.21864877717159,5.0155104662348e-10,1.65884793599904e-07,"Up"
"MT1G",-0.967134512799104,0.0398828271589969,-6.21282394727674,5.20507448814834e-10,1.67850639556564e-07,"Down"
"CKAP2",0.962680175921914,0.0677012958947622,6.18420950900202,6.24262088825832e-10,1.93999942477702e-07,"Up"
"COL1A2",0.962083879838203,0.0648822130442622,6.18037893265558,6.39599596193811e-10,1.93999942477702e-07,"Up"
"ADAMTS2",0.96181190633165,0.0655409434116174,6.17863178839367,6.46716607996062e-10,1.93999942477702e-07,"Up"
"ELK1",0.961061074201696,0.0585799536744876,6.17380848018201,6.66767867464987e-10,1.95469061873429e-07,"Up"
"THOC6",0.959966817890185,0.0599548203514869,6.16677903213043,6.97080508495757e-10,1.9642899808013e-07,"Up"
"LIMK1",0.959529922956099,0.0633006675065457,6.16397244083107,7.09555127776957e-10,1.9642899808013e-07,"Up"
"PPA1",0.959316529629613,0.0615235802161871,6.16260161272863,7.15727026107923e-10,1.9642899808013e-07,"Up"
"LIFR",-0.958648477826001,0.0372015079150187,-6.15831008121096,7.35389375817572e-10,1.97620574138976e-07,"Down"
"NCAM1",-0.953742963207357,0.0347359404189353,-6.12679729959363,8.9681899938361e-10,2.34084665847857e-07,"Down"
"CDH11",0.953452954049784,0.0628466567657315,6.12493429520773,9.07375245553363e-10,2.34084665847857e-07,"Up"
"PGC",-0.952691212347394,0.0419283496665924,-6.12004090444603,9.35682898483969e-10,2.36654386422445e-07,"Down"
"ADAMTS12",0.951301154818173,0.0675231197811055,6.11111124410267,9.89575903744605e-10,2.45471915046186e-07,"Up"
"MYOC",-0.950420989595016,0.0291943216256672,-6.10545710654102,1.02525282958161e-09,2.45683085151481e-07,"Down"
"ATP4B",-0.950341872343497,0.0330223282160118,-6.10494886125727,1.02852055183968e-09,2.45683085151481e-07,"Down"
"SULF2",0.948577001505832,0.0610591365226585,6.09361141888603,1.10411104191373e-09,2.56446272748658e-07,"Up"
"KIF20A",0.948137008160847,0.0684964135402353,6.09078492354935,1.12378399041044e-09,2.56446272748658e-07,"Up"
"PPP2R3A",-0.947928570364519,0.0384913894472266,-6.08944592952587,1.13322254024913e-09,2.56446272748658e-07,"Down"
"ANLN",0.945316402411333,0.0686729930229839,6.07266549267961,1.25826452490661e-09,2.78745027085476e-07,"Up"
"DGKD",-0.944844514933819,0.0435223151045956,-6.06963411102388,1.28224486298182e-09,2.78745027085476e-07,"Down"
"HOXA10",0.944566344519799,0.0636202047420927,6.067847158137,1.29658900884786e-09,2.78745027085476e-07,"Up"
"KCNJ16",-0.941982114352081,0.0371826580514771,-6.0512461922333,1.43754514587747e-09,2.99736962899503e-07,"Down"
"ALDH6A1",-0.941927007910321,0.0342608071338359,-6.05089219119571,1.440707938582e-09,2.99736962899503e-07,"Down"
"TYMS",0.936704146672356,0.0646388883243021,6.0173407906996,1.77335629246025e-09,3.62920734151912e-07,"Up"
"SULF1",0.936318677386942,0.0656029866949752,6.01486455520634,1.80067656296786e-09,3.62920734151912e-07,"Up"
"ABHD11",0.935329392950384,0.0624284283212353,6.00850944125189,1.87268291927457e-09,3.70442993283407e-07,"Up"
"CLDN7",0.935024478960918,0.0658933222806116,6.00655068896816,1.89543666615279e-09,3.70442993283407e-07,"Up"
"RDH12",-0.93429564281393,0.0318647010854964,-6.00186868185568,1.95092189655128e-09,3.75596142442014e-07,"Down"
"VSIG1",-0.933534426469604,0.0436385718866238,-5.99697866596803,2.01056107121725e-09,3.81385694965167e-07,"Down"
"PI16",-0.932992885045312,0.0343809819885935,-5.99349983082695,2.05406678666794e-09,3.83991412771445e-07,"Down"
"PTPRZ1",-0.931836023720165,0.0387354886472668,-5.98606821128547,2.15009972200096e-09,3.96201947344149e-07,"Down"
"NUP62",0.931023813790333,0.0617741830979923,5.98085061514399,2.22012146392067e-09,4.00271237434199e-07,"Up"
"NAT10",0.930460278348355,0.0649915856489411,5.97723049152858,2.27000477671215e-09,4.00271237434199e-07,"Up"
"GCNT2",-0.930415279331053,0.0390308175444429,-5.97694142008236,2.27403476154888e-09,4.00271237434199e-07,"Down"
"IRAK1",0.930068101968103,0.0613202326652764,5.97471116999208,2.30536215782239e-09,4.00271237434199e-07,"Up"
"GRIN2D",0.929158214812328,0.0637620147799153,5.96886610021543,2.38947335843209e-09,4.00271237434199e-07,"Up"
"COL1A1",0.929077264854513,0.0677427907265932,5.96834608171771,2.39709964817662e-09,4.00271237434199e-07,"Up"
"COL5A1",0.92847357573621,0.0616180334642935,5.96446801288522,2.45472562951743e-09,4.00271237434199e-07,"Up"
"CCKBR",-0.928414315065342,0.0353847405523394,-5.96408732528673,2.46045462849339e-09,4.00271237434199e-07,"Down"
"TRPC6",0.928078949919785,0.0551176792246763,5.96193295629273,2.49312211582212e-09,4.00271237434199e-07,"Up"
"GKN2",-0.928063996233405,0.0358364793960404,-5.96183689455611,2.49458853059456e-09,4.00271237434199e-07,"Down"
"DKC1",0.927871649139759,0.0671068653966007,5.96060126640534,2.5135258727165e-09,4.00271237434199e-07,"Up"
"F2R",0.927280705914877,0.0658245624771197,5.95680507655746,2.57258665733585e-09,4.04680430402135e-07,"Up"
"COL4A1",0.926836429907998,0.0660361778699399,5.95395106961405,2.61787689977446e-09,4.06843302773382e-07,"Up"
"ECHDC2",-0.925055417331578,0.0408437452959486,-5.94250993351691,2.80735983843986e-09,4.31096839952806e-07,"Down"
"WNT5A",0.922822469521123,0.0604348735146631,5.92816558798252,3.0638653183884e-09,4.64950573434023e-07,"Up"
"MXRA5",0.922382465848311,0.0624889969786506,5.9253390263004,3.11703524891891e-09,4.67519042741919e-07,"Up"
"NOP2",0.921049755416958,0.0619498232064146,5.91677776085788,3.28361968462913e-09,4.86843796690013e-07,"Up"
"CXCL17",-0.920193183290615,0.039254933368915,-5.91127518417524,3.39523079618076e-09,4.96039779252454e-07,"Down"
"GAL3ST4",0.919987657457939,0.0549576933415174,5.90995489646123,3.42255526424284e-09,4.96039779252454e-07,"Up"
"SPARC",0.919261581043964,0.0641153488096591,5.9052906177362,3.5208112157232e-09,5.04610487462373e-07,"Up"
"MTHFD1L",0.918581172968996,0.069283419846311,5.90091971014667,3.61537618383886e-09,5.06987417213018e-07,"Up"
"FOXM1",0.918323228345522,0.0673107739735411,5.89926268673103,3.65186855142155e-09,5.06987417213018e-07,"Up"
"MYOF",0.918006163067854,0.0593851145304686,5.89722587517702,3.69721640979384e-09,5.06987417213018e-07,"Up"
"PTK7",0.917992571034626,0.0621996014497034,5.89713856063244,3.69917259629203e-09,5.06987417213018e-07,"Up"
"F2RL2",0.917752312682258,0.0632725749328342,5.89559515294161,3.73391771728325e-09,5.06987417213018e-07,"Up"
"NUP62CL",0.917388983087868,0.0606424330736459,5.89326114172093,3.78706507147805e-09,5.08847420385369e-07,"Up"
"PIGU",0.91656716004193,0.0631826422280714,5.88798179140031,3.91001105390188e-09,5.19950851384334e-07,"Up"
"PSCA",-0.91587099844816,0.0372299564673682,-5.88350968399052,4.01718995516487e-09,5.23585204289351e-07,"Down"
"DBT",-0.915501760096979,0.0401730246579126,-5.88113771521047,4.07519180362974e-09,5.23585204289351e-07,"Down"
"ETV4",0.915366725914842,0.0664607694651353,5.88027026234908,4.09660655122143e-09,5.23585204289351e-07,"Up"
"NPAS3",-0.915176198106262,0.042320635366699,-5.87904632119498,4.12700829192448e-09,5.23585204289351e-07,"Down"
"TRAF2",0.915093346486094,0.0636435969380893,5.878514086513,4.14029698717062e-09,5.23585204289351e-07,"Up"
"TIMELESS",0.914692395158438,0.0661362953431905,5.87593839515137,4.20519684027743e-09,5.26629456725617e-07,"Up"
"APLNR",0.913683924313929,0.0605342164110548,5.86946002866771,4.37284051477656e-09,5.40934524799313e-07,"Up"
"BIRC5",0.913504760004386,0.0661488997246786,5.86830908606553,4.4032967752483e-09,5.40934524799313e-07,"Up"
"CWH43",-0.912527141779251,0.0303784402316298,-5.86202891527229,4.57315420564448e-09,5.56501095269888e-07,"Down"
"PLOD1",0.911960857466604,0.0603886339813316,5.8583911330486,4.67444266124357e-09,5.63510615769914e-07,"Up"
"RCN3",0.911669074215798,0.062029532604648,5.85651673197612,4.7274813228487e-09,5.64627607253939e-07,"Up"
"TMEM116",-0.911035036837954,0.0386443404816963,-5.85244370743568,4.84475960478886e-09,5.73326184790565e-07,"Down"
"PRDM16",-0.909934895804271,0.0451785906732463,-5.84537645622192,5.05500505734585e-09,5.92768274860946e-07,"Down"
"CEP55",0.909274628993723,0.0689037897033711,5.84113493511201,5.18542208555573e-09,5.97420840561386e-07,"Up"
"WNT2",0.909209904856981,0.0674589480592213,5.84071915048081,5.19838129615433e-09,5.97420840561386e-07,"Up"
"COL3A1",0.908990621385414,0.0650402291272334,5.83931048437971,5.24252137166408e-09,5.97420840561386e-07,"Up"
"TFF2",-0.908806120348729,0.0405067354801046,-5.83812525890812,5.27994230746554e-09,5.97420840561386e-07,"Down"
"STX6",0.907385211558905,0.0617259671693698,5.82899741160303,5.5769724687579e-09,6.24089034905565e-07,"Up"
"CYB5R1",-0.907220682939285,0.0367436757714041,-5.82794048794406,5.61239848430464e-09,6.24089034905565e-07,"Down"
"RIPK2",0.906719860538826,0.0662182060570028,5.82472322978428,5.72158740761583e-09,6.30792786075526e-07,"Up"
"SLC5A5",-0.906009970878685,0.0357857223300177,-5.82016293395978,5.87990471635682e-09,6.42753313019379e-07,"Down"
"CAPN13",-0.905265075634081,0.0430097601982971,-5.81537776400395,6.05060913999403e-09,6.55855523502378e-07,"Down"
"AKR7A3",-0.903843788295264,0.044119288170745,-5.80624748491899,6.38979367679616e-09,6.86849571974947e-07,"Down"
"ALDH2",-0.903371951718094,0.0426434242087354,-5.80321643024453,6.5064313086462e-09,6.93607086365515e-07,"Down"
"SCUBE2",-0.90224056513742,0.0350946394470375,-5.79594845919292,6.79460852078454e-09,7.18390617291801e-07,"Down"
"SKA3",0.901550846215682,0.0682294484272861,5.79151773918743,6.97633841152452e-09,7.31608042034592e-07,"Up"
"SLC12A8",0.900597215906159,0.0650683325581586,5.78539166556949,7.23541009313833e-09,7.52657699930576e-07,"Up"
"TPX2",0.898963030469833,0.0689465929458422,5.77489373970836,7.70127922985962e-09,7.91778403038195e-07,"Up"
"P2RY14",-0.898848662301864,0.0348914817138566,-5.77415904429283,7.73495324607638e-09,7.91778403038195e-07,"Down"
"CSTF2",0.898643793895562,0.0609978188824965,5.77284297985312,7.79563200138389e-09,7.91778403038195e-07,"Up"
"HELLS",0.898136653291693,0.0690527987076983,5.76958513386928,7.94783679596167e-09,8.00930834618043e-07,"Up"
"ECT2",0.897908867146113,0.0694199524113192,5.76812184701374,8.01713748247534e-09,8.01651599894957e-07,"Up"
"STK3",0.895563079744179,0.0661208354008622,5.75305262556307,8.76586676804436e-09,8.64281716788415e-07,"Up"
"CTSC",0.89546079341733,0.0624254392309563,5.75239554329321,8.8000159257033e-09,8.64281716788415e-07,"Up"
"COL5A2",0.895225619917923,0.0661704914100422,5.75088480044457,8.87902183792803e-09,8.64281716788415e-07,"Up"
"SERPINH1",0.895043136718019,0.0661773718909341,5.74971253745599,8.94080129321033e-09,8.64281716788415e-07,"Up"
"KCNJ15",-0.894932366283503,0.0378242098691163,-5.74900095370099,8.97850608959203e-09,8.64281716788415e-07,"Down"
"HOXA13",0.894206978461589,0.0649050517782632,5.74434109845706,9.22926687911360e-09,8.81839359064343e-07,"Up"
"RASAL2",0.893542661310439,0.0629636472382462,5.74007355816082,9.4648794988863e-09,8.97702063648047e-07,"Up"
"SORBS2",-0.891201239755092,0.0385918280530704,-5.72503238269121,1.03428462992709e-08,9.73812951929159e-07,"Down"
"COL8A1",0.890980436748454,0.0607729348775487,5.72361395517247,1.04296120269552e-08,9.74866416925331e-07,"Up"
"TOMM34",0.888439361671398,0.0637626184210459,5.70729021542207,1.14804813105846e-08,1.0653721469441e-06,"Up"
"DHX37",0.886307415321253,0.0620866739964809,5.69359469823889,1.24409184182117e-08,1.14625290483224e-06,"Up"
"PLK1",0.885826392648571,0.0669135023299379,5.69050463254433,1.26681762791821e-08,1.15891351649056e-06,"Up"
"GGCT",0.88483405867684,0.0637165329903991,5.68412992852781,1.31498160984967e-08,1.17676006280371e-06,"Up"
"USP31",0.884806300088358,0.0629538590634699,5.68395160873777,1.31635416342483e-08,1.17676006280371e-06,"Up"
"P4HA3",0.884596208786189,0.0654872235869384,5.6826019926751,1.32678758482677e-08,1.17676006280371e-06,"Up"
"NCAPG2",0.884546071343324,0.0657231709293727,5.68227991223896,1.3292893281735e-08,1.17676006280371e-06,"Up"
"NCBP1",0.884493044721941,0.0615892190855933,5.6819392718639,1.33194022148494e-08,1.17676006280371e-06,"Up"
"NTRK1",-0.883798477797672,0.0480446917558476,-5.67747740853157,1.36714064049846e-08,1.19964266134623e-06,"Down"
"DIO2",0.883244503979602,0.0608956591077649,5.67391870831199,1.39586214918136e-08,1.20903575186911e-06,"Up"
"VASH1",0.883230582625246,0.0590186969549995,5.67382927822488,1.3965914181603e-08,1.20903575186911e-06,"Up"
"KIF23",0.882136242569175,0.0695456742442613,5.66679929220242,1.455091315945e-08,1.25128152562497e-06,"Up"
"BGN",0.881528379824941,0.0670884869674349,5.6628944122048,1.48860686867999e-08,1.26936890843842e-06,"Up"
"PRKDC",0.881166793180936,0.0660183726171269,5.6605715976106,1.50889799690436e-08,1.26936890843842e-06,"Up"
"ARHGEF37",-0.881100023695398,0.0352177046065507,-5.6601426737606,1.51267416677309e-08,1.26936890843842e-06,"Down"
"TNFSF15",0.88105037322149,0.0615932655635429,5.65982372158879,1.51548811457878e-08,1.26936890843842e-06,"Up"
"E2F3",0.880275600344255,0.0629539870822244,5.65484661920884,1.56006280974344e-08,1.29827420534714e-06,"Up"
"ZNF385B",-0.879159953845447,0.0394216249919296,-5.64767976165928,1.62649303887686e-08,1.33059306678059e-06,"Down"
"ELL2",-0.878991605469358,0.0357161299047478,-5.64659830007497,1.63675282021132e-08,1.33059306678059e-06,"Down"
"CLDN4",0.878953531827034,0.065415062975927,5.64635371689273,1.63908187087138e-08,1.33059306678059e-06,"Up"
"PSMC4",0.878797420846829,0.0595345585958244,5.64535086773017,1.6486652325422e-08,1.33059306678059e-06,"Up"
"MAMDC2",-0.878751044590275,0.0339433941804309,-5.64505294896759,1.65152265337358e-08,1.33059306678059e-06,"Down"
"CLDN1",0.878601146219866,0.0676862460903036,5.64409000930096,1.66079140826169e-08,1.33059306678059e-06,"Up"
"PLOD3",0.878358088569806,0.0650936597090258,5.64252861906116,1.675928007407e-08,1.33443181281129e-06,"Up"
"AURKA",0.877716651692385,0.0663950467831418,5.63840806050393,1.71652015356783e-08,1.35836769698598e-06,"Up"
"SDS",0.876985727664273,0.065787758286226,5.63371264094708,1.76393962061448e-08,1.38738153453086e-06,"Up"
"RELL1",-0.876729812693105,0.0452643159994857,-5.63206865591677,1.78084113288953e-08,1.39218604685709e-06,"Down"
"ACER3",0.876430132318203,0.059936578302706,5.63014352411238,1.80083301119184e-08,1.39933403682913e-06,"Up"
"BAX",0.875907651902137,0.0589890615420293,5.6267871359389,1.83621042064909e-08,1.41828013269178e-06,"Up"
"MYO1B",0.875647264711768,0.0655990939970316,5.62511442159516,1.85409241928183e-08,1.41896878727601e-06,"Up"
"PRMT5",0.875574737629185,0.0582214970774793,5.62464851122846,1.85910322544109e-08,1.41896878727601e-06,"Up"
"CACNB3",0.875297677443836,0.0581136739202283,5.62286869039528,1.87836631007664e-08,1.42523806080462e-06,"Up"
"IFI30",0.874819004611114,0.0651080812103713,5.6197937199556,1.91210445466829e-08,1.44235294507405e-06,"Up"
"FAP",0.874332468894994,0.0673338180604841,5.61666823874455,1.94699949712536e-08,1.46013642519884e-06,"Up"
"COL6A3",0.873224814175232,0.0629006110266673,5.6095527199856,2.02876383454296e-08,1.51266038738553e-06,"Up"
"CHGA",-0.872677399539145,0.0358842712391877,-5.60603615562443,2.07039394858511e-08,1.53482824958617e-06,"Down"
"BTD",-0.872408329390492,0.0387201083872134,-5.60430766238907,2.09115918850301e-08,1.54136356414288e-06,"Down"
"DDX27",0.872241107627772,0.0624425492457556,5.60323343811294,2.10416609641989e-08,1.54213854987047e-06,"Up"
"KCNE2",-0.871712132006474,0.0330496310930573,-5.59983532506452,2.14583034992724e-08,1.56378902167861e-06,"Down"
"UBE2T",0.870688182005524,0.0669549940357916,5.59325752125075,2.22876820334648e-08,1.6151056772453e-06,"Up"
"NUDCD1",0.870237991426922,0.0668982177205773,5.59036551939313,2.26620982573969e-08,1.63092751431246e-06,"Up"
"RAE1",0.870122782680532,0.0637094645407036,5.58962542414368,2.27588923619074e-08,1.63092751431246e-06,"Up"
"MYBBP1A",0.869907247174113,0.0613104538573585,5.58824083478404,2.2941056044855e-08,1.6348987951524e-06,"Up"
"SH3GL2",-0.869651335467094,0.0328484647762847,-5.58659687072245,2.3159182590354e-08,1.64137525402734e-06,"Down"
"IL32",0.869331011077138,0.0621583328874079,5.58453912279341,2.34350495323419e-08,1.65185084108021e-06,"Up"
"BMPER",-0.869100914540547,0.0399009122753619,-5.58306099410108,2.36351769094883e-08,1.65690297258418e-06,"Down"
"RTKN",0.868127143207439,0.0631791210961388,5.57680553555064,2.45006372941074e-08,1.70829038084698e-06,"Up"
"SST",-0.867868109081237,0.0368478913042412,-5.57514151322373,2.47359902133208e-08,1.71542762237433e-06,"Down"
"POP1",0.867512451402875,0.0647231881414139,5.57285678600956,2.50627107134722e-08,1.72390626706684e-06,"Up"
"PCCA",-0.86738310918257,0.0425022887702044,-5.57202589802751,2.51825647138877e-08,1.72390626706684e-06,"Down"
"CDH24",-0.867300731179474,0.0611329683111302,-5.57149670583801,2.52591894314003e-08,1.72390626706684e-06,"Down"
"CARM1",0.866341703220092,0.054938023750168,5.56533595798619,2.61680576379567e-08,1.77653566037896e-06,"Up"
"RCAN2",-0.866088592350721,0.0377845543300796,-5.56370998636618,2.6413174546956e-08,1.78378815958736e-06,"Down"
"IRX3",-0.865784978144899,0.0384922375509029,-5.56175958382785,2.67101399395816e-08,1.79444841187845e-06,"Down"
"MT1M",-0.865292009214429,0.0321971019868171,-5.55859277596819,2.71992272575667e-08,1.81783850982048e-06,"Down"
"FGD4",-0.864874217296369,0.0443490269051177,-5.55590890149245,2.76205232916711e-08,1.83320397126142e-06,"Down"
"KLHDC9",-0.864731124698799,0.0446504628555231,-5.55498968177162,2.77662664916984e-08,1.83320397126142e-06,"Down"
"UBE2C",0.864643882127806,0.0657396501388463,5.55442923984021,2.78554909967624e-08,1.83320397126142e-06,"Up"
"SOSTDC1",-0.863156700929826,0.0325569757623712,-5.54487566188547,2.94199432659362e-08,1.92633425475793e-06,"Down"
"GINS1",0.862681635463298,0.0675182506024191,5.54182386498658,2.9937418388175e-08,1.95031696863166e-06,"Up"
"MICALL1",-0.862404437848399,0.0358064346786688,-5.5400431613128,3.02434299513038e-08,1.96035177357723e-06,"Down"
"CKB",-0.861653393895373,0.0342108159783106,-5.53521849236028,3.10878714784942e-08,2.00501227100548e-06,"Down"
"MFHAS1",0.861449566204732,0.0633532604101214,5.53390911342615,3.13209647645918e-08,2.00999564427099e-06,"Up"
"KIF14",0.861295051099851,0.0696281857827663,5.53291651608719,3.14987940783923e-08,2.01140071691674e-06,"Up"
"PKIB",-0.860928793578361,0.0442826678587968,-5.53056369600862,3.19242361869323e-08,2.02394070216208e-06,"Down"
"ZNF202",0.860856399928451,0.0588609589410685,5.53009864280678,3.20089854439153e-08,2.02394070216208e-06,"Up"
"TGFBI",0.860171933608392,0.0600037424462718,5.52570166525289,3.28211334077004e-08,2.06014942029014e-06,"Up"
"MKI67",0.86010546256879,0.0686073302587625,5.52527465860472,3.2901060592276e-08,2.06014942029014e-06,"Up"
"HEATR1",0.859767295648696,0.0658624317350525,5.52310229115063,3.33106172801021e-08,2.075718127034e-06,"Up"
"POLR1A",0.85936846799174,0.0637202031841645,5.52054024214382,3.37999982505026e-08,2.09608739150593e-06,"Up"
"YIF1B",0.85873560330492,0.0539702886677834,5.51647475091211,3.45908994263563e-08,2.12387065141539e-06,"Up"
"CSNK1G2",0.858730010708355,0.0573688995880623,5.51643882435029,3.45979679693464e-08,2.12387065141539e-06,"Up"
"CYB5R2",0.858616315400109,0.0599594789704672,5.5157084513521,3.47419728233698e-08,2.12387065141539e-06,"Up"
"RANGAP1",0.858134691046806,0.060574599572371,5.5126145204912,3.53584652245398e-08,2.15136246665726e-06,"Up"
"GNL3L",0.8578521866653,0.0586795116188004,5.51079972641302,3.57250018480239e-08,2.15414817631653e-06,"Up"
"ZC3HAV1L",0.857842027141836,0.0624625423065384,5.51073446214023,3.57382517816682e-08,2.15414817631653e-06,"Up"
"ICMT",0.857540008653909,0.0584289412994793,5.5087943104142,3.61343249439151e-08,2.16218271101976e-06,"Up"
"POLD3",0.857410835871745,0.0639408288496366,5.50796451089433,3.63050215378722e-08,2.16218271101976e-06,"Up"
"RHBDF2",0.85735848741255,0.0621249113360394,5.50762822699939,3.63744203652445e-08,2.16218271101976e-06,"Up"
"SEH1L",0.856831411072801,0.063868507374036,5.50424231484106,3.70803781185914e-08,2.1940357676684e-06,"Up"
"CDCA4",0.856458562514013,0.0617487762417706,5.50184715426712,3.75877712072051e-08,2.21358707376881e-06,"Up"
"CENPF",0.856337455719867,0.0692535966070246,5.5010691702526,3.77540240506347e-08,2.21358707376881e-06,"Up"
"PDPN",0.855997327619528,0.0577858614014197,5.49888420427428,3.82247676077296e-08,2.23104650394617e-06,"Up"
"KAT2A",0.855688024526035,0.0640712494294488,5.49689725660486,3.86577868701755e-08,2.24111665299716e-06,"Up"
"EDARADD",-0.855626286028486,0.042890445766317,-5.49650065157116,3.87447874733209e-08,2.24111665299716e-06,"Down"
"ADH7",-0.854363730939752,0.0302370791934238,-5.48839006055592,4.05661702839122e-08,2.33419868178519e-06,"Down"
"XYLT2",-0.854262382815931,0.0416385340049623,-5.48773900525559,4.07159239787324e-08,2.33419868178519e-06,"Down"
"STX12",-0.852555876951897,0.0363824239292279,-5.47677649656841,4.33194693518722e-08,2.4724682972115e-06,"Down"
"CPEB2",-0.851686513735568,0.0385708927409999,-5.47119175056068,4.47071688938616e-08,2.54043071172652e-06,"Down"
"KIT",-0.850796671595414,0.0377206578617324,-5.46547544896614,4.61721562660998e-08,2.61216948980887e-06,"Down"
"VAV2",0.849777479957673,0.0643903537274304,5.45892821264066,4.79073014029059e-08,2.69849904277765e-06,"Up"
"C5orf34",0.849573765867314,0.065885428028097,5.45761956346908,4.82616200020387e-08,2.70210462467737e-06,"Up"
"GLA",0.84950015429317,0.0619552018749537,5.45714668638261,4.83902758586302e-08,2.70210462467737e-06,"Up"
"THBS2",0.849258330623489,0.0642387847376602,5.45559322317131,4.88152714962505e-08,2.71408701306093e-06,"Up"
"GART",0.848088821997438,0.06371694753456,5.44808035799866,5.09222236269245e-08,2.81908052602446e-06,"Up"
"MT1H",-0.84768183739575,0.0433213273429399,-5.4454659091851,5.16759035133373e-08,2.82474643650445e-06,"Down"
"MSR1",0.847574483768251,0.0641438283551423,5.44477627482822,5.1876502915642e-08,2.82474643650445e-06,"Up"
