"drug","n_arms","both_arms","n_signatures","min_adj_p","arms","libraries","max_combined","rank"
"cmap-crcgn-cb7993113",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1371
"crotamiton",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1372
"cyclandelate",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1373
"delapril",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1374
"desoxypeganine",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1375
"dibenzepin",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1376
"diclazuril",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1377
"dmeob",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1378
"doxofylline",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1379
"emf-sumo1-5",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1380
"enasidenib",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1381
"escitalopram",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1382
"fluocinolone",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1383
"gav-5-28",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1384
"jp-4-043",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1385
"ku-c103885",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1386
"ku-c104502n",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1387
"l-161982",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1388
"lincomycin",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1389
"lobeline",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1390
"mephenytoin",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1391
"nsc-625987",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1392
"okadaic-acid",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1393
"oseltamivir-phosphate",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1394
"pipamperone",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1395
"procainamide",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1396
"procaterol",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1397
"raltegravir",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1398
"risedronate",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1399
"sa-1459173",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1400
"sa-1459963",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1401
"sa-1920942",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1402
"sc-12267",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1403
"sk-383933",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1404
"st-014366",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1405
"st-4034902",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1406
"tetryzoline",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1407
"ticlopidine",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1408
"tranexamic-acid",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1409
"vipadenant",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1410
"vu-0403126",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1411
"vu-0405172-2",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1412
"z160",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.9132301035861,1413
"alrestatin",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.7220616590797,1414
"brexpiprazole",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.7220616590797,1415
"carisoprodol",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.7220616590797,1416
"carmoxirole",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.7220616590797,1417
"cay-10415",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.7220616590797,1418
"cdc",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.7220616590797,1419
"dac-012",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.7220616590797,1420
"danoprevir",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.7220616590797,1421
"dbeq",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.7220616590797,1422
"deferasirox",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.7220616590797,1423
"dmp-777",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.7220616590797,1424
"egf-816",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.7220616590797,1425
"erythromycin-ethylsuccinate",1,FALSE,1,0.0121315714695732,"DOWN","LINCS_L1000_Chem_Pert_Consensus_Sigs",23.7220616590797,1426
