"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007519","skeletal muscle tissue development","40/2227","164/17353",3.73455044755011e-05,0.00147136064485995,0.00127252366740592,"BTG2/CITED2/PITX1/MYL6/HLF/NIBAN2/MYOM2/KLHL41/LMOD3/EGR1/ATF3/MAFF/BARX2/MYOZ1/MYOM1/P2RX2/CFL2/SVIL/DMD/FOS/NR4A1/ASB2/MYOZ2/BVES/COL19A1/CDON/TCF21/PHOX2B/RBM24/POPDC2/MYOCD/CAV1/SMYD1/NUPR1/MSTN/CASQ1/DNER/WNT3A/VGLL2/KLHL40",40
"GO:0050433","regulation of catecholamine secretion","19/2227","56/17353",3.96854166532461e-05,0.00155269192655825,0.00134286398894646,"PINK1/P2RY1/PRKN/KCNB1/ABAT/VIP/CXCL12/KCNA2/SNCG/PRKCB/SYT10/SNCA/CARTPT/SYT15/HTR1B/CNR1/SYT4/CHGA/GHSR",19
"GO:0044242","cellular lipid catabolic process","50/2227","222/17353",4.27193944066147e-05,0.00165986943508184,0.00143555772564951,"ASAH2/ENPP7/PCK2/ABHD6/ETFDH/LCT/ACER1/ACAA1/ACOX3/BCO1/HADH/ACADM/APOA4/BDH2/CYP4F2/APOB/ACAD11/ACACB/GBA3/ACADS/APOC3/ENPP6/ACOX2/PLIN5/PCK1/CROT/GDPD3/ACER2/NUDT7/PLA2G4D/FABP1/AKR1C3/AKR1B10/AADAC/ACADL/GPLD1/ADTRP/MFSD2A/CYP4F12/SMPD3/LEP/PLA2G5/GPIHBP1/ANGPTL3/NEU4/PLA2G10/CNR1/PNLIPRP2/PNPLA1/ADIPOQ",50
"GO:0007626","locomotory behavior","46/2227","199/17353",4.33967351874099e-05,0.00167463839757443,0.00144833083765336,"CSTB/GIP/GNG7/USP2/DAB1/LGI4/PRKN/C1QL1/EGR1/NEGR1/TMOD1/RASD2/ATP1A2/ABAT/MEIS1/SOBP/PDE1B/SELENOP/ADCY5/LRRK2/PENK/CHL1/CXCL12/CEND1/SLURP1/CNTN2/TUBA1A/SNCG/CHRNB4/CNTN1/LRRTM1/GPR52/SNCA/FEZF2/HPGDS/ALK/NPY2R/ELAVL4/RELN/GLRB/DPP4/LMX1A/CHRNA3/PAK5/ASTN1/GHSR",46
"GO:0060537","muscle tissue development","82/2227","417/17353",4.4818391690087e-05,0.0017177334611017,0.00148560211337925,"BTG2/CITED2/PIM1/PITX1/MYL6/HLF/ACADM/NDRG4/RGS2/TPM1/SOX15/PI16/NIBAN2/TFAP2B/MYOM2/KLHL41/HOPX/LMOD3/TGFBR3/EGR1/ATF3/CSRP1/DSP/SORBS2/MAFF/BARX2/PLN/ITGA8/SGCG/MYOZ1/MYOM1/PGM5/ADRA1A/P2RX2/CFL2/SVIL/DMD/MEIS1/AKAP6/FOS/ACTN2/NR4A1/ASB2/FGF2/GJB6/MYOZ2/BVES/COL19A1/CDON/ACTC1/MYH11/TCF21/CSRP2/JPH2/PHOX2B/RYR2/ZFPM2/RBM24/POPDC2/MYLK/MYOCD/GJC1/MYH7/CAV1/IRX3/MIR145/SOX6/BMP5/SMYD1/ISL1/NUPR1/MSTN/SIK1/CASQ1/DNER/RGS4/TBX5/EYA2/WNT3A/VGLL2/KLHL40/GATA5",82
"GO:0034764","positive regulation of transmembrane transport","48/2227","211/17353",4.61276359871905e-05,0.00174760170993706,0.00151143402187819,"NFE2L2/GIP/ACE2/ARC/NR4A3/ADRB2/ADCYAP1R1/GSTM2/PLP1/GPER1/ATP1B2/KLF15/BDKRB1/FXYD1/NOS1/CACNB2/CLIP3/SLC17A8/GLRX/NHERF1/P2RX2/KCNMB1/EDN3/DMD/AKAP6/PIRT/ACTN2/FLNA/SORBS1/KCNIP2/ANK2/ACSL5/JPH2/RYR2/CHP2/CA2/TRPC1/CAV1/KCNH2/SNCA/RELN/PDZK1/CASQ1/LRRC52/STAC2/CD19/LHCGR/ADIPOQ",48
"GO:0006063","uronic acid metabolic process","11/2227","23/17353",4.65282670377279e-05,0.00174760170993706,0.00151143402187819,"UGT1A7/CRYL1/UGT1A4/UGT1A1/UGT2B7/UGT2B17/UGT2B11/UGT1A10/UGT2B15/UGT2A3/UGT1A8",11
"GO:0019585","glucuronate metabolic process","11/2227","23/17353",4.65282670377279e-05,0.00174760170993706,0.00151143402187819,"UGT1A7/CRYL1/UGT1A4/UGT1A1/UGT2B7/UGT2B17/UGT2B11/UGT1A10/UGT2B15/UGT2A3/UGT1A8",11
"GO:0031960","response to corticosteroid","37/2227","149/17353",4.76623571851125e-05,0.0017724889236938,0.00153295802323835,"PCK2/ACE/ANXA1/ZFP36/IL1RN/KLF9/FAM107A/GJB2/FOSB/CDKN1A/SCNN1B/NPAS4/BMP6/GPER1/UGT1A1/GHR/SGK1/NEFL/PCK1/FOS/AKR1C3/MAOB/FBXO32/SCNN1G/BCHE/UCN3/AVPR1A/ISL1/SLIT2/CDO1/SSTR3/HTR1B/MSTN/PTGDS/IL6/GHSR/ADIPOQ",37
"GO:1904729","regulation of intestinal lipid absorption","7/2227","10/17353",4.78200774585477e-05,0.0017724889236938,0.00153295802323835,"ENPP7/APOA4/ABCG5/ABCG8/APOA1/PRAP1/LEP",7
"GO:0022898","regulation of transmembrane transporter activity","50/2227","223/17353",4.83218651961194e-05,0.00177938162428063,0.00153891925691666,"PIM1/FXYD6/AHNAK/KCNE2/ACE2/ARC/ADRB2/GSTM2/ATP1B2/FHL1/GPD1L/FXYD1/NOS1/CRHBP/SLMAP/CACNB2/PLN/GLRX/PRNP/ATP1A2/DMD/CASQ2/GSG1L/AKAP6/PIRT/ACTN2/PRRT1/KCNIP2/ANK2/JPH2/RYR2/CHP2/JPH4/CAV1/JSRP1/NLGN1/SCN2B/SHISA9/SNCA/SCN4B/RELN/FGF14/PDZK1/CASQ1/GRP/LRRC52/STAC2/SHISA6/MIR212/CACNG7",50
"GO:0008210","estrogen metabolic process","15/2227","39/17353",4.88318878976487e-05,0.00178648608061917,0.00154506363006299,"CYP2D6/SULT1A1/CYP3A4/DHRS11/UGT1A7/AKR1B15/UGT1A1/HSD17B2/CYP2C9/UGT2B7/CYP1A1/UGT2B17/UGT2B11/UGT2B15/UGT2A3",15
"GO:0060191","regulation of lipase activity","23/2227","76/17353",5.11610778834495e-05,0.00185358511957238,0.00160309502802544,"ANXA1/APOA4/RGS2/APOC3/GNA15/PLIN5/ADRA1A/KIT/LPAR1/FGF2/ANG/PLA2G5/GPIHBP1/SNCA/ANXA8/AGTR1/ANGPTL3/AVPR1A/GPR55/ANGPTL4/ANXA8L1/P2RY12/AVPR1B",23
"GO:0001696","gastric acid secretion","8/2227","13/17353",5.13239756218124e-05,0.00185358511957238,0.00160309502802544,"HRH2/GHRL/SGK1/SLC9A4/TFF2/SLC26A7/CCKBR/PTGER3",8
"GO:0019751","polyol metabolic process","29/2227","107/17353",5.68370185427403e-05,0.00203961632146369,0.00176398631467881,"ASAH2/PCK2/TKFC/ACER1/INPP5A/CYP3A4/P2RY1/ADCYAP1R1/GPER1/MOGAT2/PTH1R/INPP5J/PCK1/IMPA2/ITPKB/ACER2/FGF2/IP6K3/NUDT10/SPTSSB/CYP27A1/LEP/SNCA/ANGPTL3/PRKG2/ITPKA/NUDT11/AVPR1B/LHCGR",29
"GO:0050708","regulation of protein secretion","56/2227","260/17353",5.8009359621853e-05,0.00206851096271848,0.00178897618713896,"PCK2/GIP/HADH/KCNA5/SIDT2/GNA11/TIAM1/PRKN/GHRL/BMP6/TFAP2B/GPER1/KCNB1/SLC2A2/MYOM1/ABAT/MYRIP/SFRP1/NKX6-1/APBB1/NNAT/ITPR1/GCG/ADCY5/GPLD1/PDE8B/NR0B2/ADTRP/ANG/FAM3D/GNAZ/HCAR2/LEP/PRKCB/KRT20/CELA2A/UCN3/CARTPT/NEUROD1/ISL1/FFAR1/IL12A/NR1H4/C1QTNF3/TUNAR/EPHA5/CNR1/SYT4/CHGA/CASR/BLK/IL6/G6PC2/ABCC8/GHSR/FGA",56
"GO:0042632","cholesterol homeostasis","26/2227","92/17353",6.2927584611672e-05,0.00222977365850415,0.00192844613814916,"G6PC1/MALL/MTTP/APOA4/APOB/ABCG5/APOC3/ABCG8/AKR1C1/ABCG4/RORA/EPHX2/APOA1/MIR27B/CAV1/GPIHBP1/PLA2G12B/FABP4/NPC1L1/ANGPTL3/NR1H4/PLA2G10/CYP7A1/MALRD1/CES1/SOAT2",26
"GO:0006639","acylglycerol metabolic process","33/2227","129/17353",6.40361846016592e-05,0.00223872986716493,0.00193619202120705,"PCK2/ABHD6/G6PC1/CIDEC/GPAT3/MTTP/APOA4/APOB/APOC3/DGAT1/APOBEC1/MOGAT2/DGKB/DGKG/PLIN5/PCK1/TNXB/DGKA/NKX2-3/AADAC/GPLD1/MFSD2A/ANG/LIPF/CAV1/GPIHBP1/AGMO/DGKK/SIK1/PNLIPRP2/PNPLA1/RGN/THRSP",33
"GO:0006067","ethanol metabolic process","10/2227","20/17353",6.43724242954773e-05,0.00223872986716493,0.00193619202120705,"SULT1A1/SULT1A2/ADH7/ADH1B/SULT1B1/ALDH3B2/ADH4/ADH1C/SULT2A1/ADH6",10
"GO:0097501","stress response to metal ion","10/2227","20/17353",6.43724242954773e-05,0.00223872986716493,0.00193619202120705,"MT1X/MT1M/MT1E/SLC30A10/MT1F/MT1A/MT1G/MT2A/MT1H/MT3",10
"GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","58/2227","274/17353",7.21152308729526e-05,0.00249262092477432,0.00215577270720631,"MPZ/LRRC4/DAB1/KLF4/IL1RN/IGSF11/FAT3/CDHR5/CADM3/DSC3/DSC2/CADM2/APOA1/FAT2/CDHR2/CLDN5/UNC5D/CDHR3/CDH19/SLITRK3/DSG3/PALLD/DSG1/NEXN/MPZL2/CDH20/SPARCL1/ADGRL3/KIRREL3/GRID2/LRFN5/PTPRS/CNTN2/PCDHGB7/CLDN15/PCDH9/DSC1/NLGN1/CDH8/PCDH19/PCDH11Y/NECTIN4/IL1RAPL1/PCDHA3/DCHS2/PCDH10/CLDN8/TENM2/CLDN17/REG3A/CDHR1/MYPN/NTNG1/CDH10/CDH22/ADIPOQ/CDH18/GATA5",58
"GO:0019229","regulation of vasoconstriction","20/2227","63/17353",7.37099375224142e-05,0.00253220602439806,0.00219000834910947,"ACE/KCNA5/ACE2/HRH2/ADRA1A/ATP1A2/EDN3/CYSLTR1/EDN2/SNTA1/ADRA1D/KCNMB2/LEP/CAV1/AGTR1/AVPR1A/TACR1/AVPR1B/CASR/FGA",20
"GO:0044058","regulation of digestive system process","14/2227","36/17353",7.53681325777601e-05,0.00254716630159293,0.00220294692189781,"ENPP7/APOA4/ABCG5/GHRL/ABCG8/SGK1/APOA1/TFF2/PRAP1/PTGER3/LEP/NEUROD1/FGF10/GHSR",14
"GO:0046688","response to copper ion","14/2227","36/17353",7.53681325777601e-05,0.00254716630159293,0.00220294692189781,"NFE2L2/MT1X/MT1M/PRNP/MT1E/MT1F/MT1A/MT1G/CYP1A1/MT2A/SOD3/SNCA/MT1H/MT3",14
"GO:0035235","ionotropic glutamate receptor signaling pathway","11/2227","24/17353",7.59538407290756e-05,0.00254716630159293,0.00220294692189781,"GRIA4/PLP1/GRIK2/GRIA2/GRIK5/GRIK3/GRIK1/GRID2/GRIA3/GRIN2A/GRIA1",11
"GO:0042178","xenobiotic catabolic process","11/2227","24/17353",7.59538407290756e-05,0.00254716630159293,0.00220294692189781,"ACAA1/CYP2D6/CYP3A4/GSTM2/UGT1A1/NOS1/FMO4/CYP2C9/CYP1A1/CYP2C19/GSTM1",11
"GO:0055092","sterol homeostasis","26/2227","93/17353",7.68154211425275e-05,0.00256081705749704,0.00221475293969953,"G6PC1/MALL/MTTP/APOA4/APOB/ABCG5/APOC3/ABCG8/AKR1C1/ABCG4/RORA/EPHX2/APOA1/MIR27B/CAV1/GPIHBP1/PLA2G12B/FABP4/NPC1L1/ANGPTL3/NR1H4/PLA2G10/CYP7A1/MALRD1/CES1/SOAT2",26
"GO:1901379","regulation of potassium ion transmembrane transport","23/2227","78/17353",8.01003341853127e-05,0.00265320636031541,0.00229465692167854,"KCNE2/ATP1B2/DPP6/FHL1/KCNIP4/PRNP/KCNMB1/EDN3/CASQ2/AKAP6/ACTN2/FLNA/KCNN2/KCNIP2/ANK2/CAV1/KCNH2/GRP/KCNIP3/LRRC52/RGS4/MIR212/DPP10",23
"GO:0051953","negative regulation of amine transport","12/2227","28/17353",8.05286275495093e-05,0.00265320636031541,0.00229465692167854,"P2RY1/RGS2/ABAT/LEP/SNCA/HTR1B/RGS4/CNR1/SYT4/CHGA/NPY5R/GHSR",12
"GO:0043116","negative regulation of vascular permeability","9/2227","17/17353",8.5510576661785e-05,0.00280096854018894,0.00242245079172217,"PDE2A/ANGPT1/CLDN5/FERMT2/SH3GL2/AKAP12/PDE3A/SLIT2/ABCC8",9
"GO:0086002","cardiac muscle cell action potential involved in contraction","17/2227","50/17353",9.70739285053314e-05,0.00316135556762449,0.00273413577761594,"KCNA5/KCNE2/GPD1L/DSP/CACNB2/DSC2/CTNNA3/FLNA/SNTA1/KCNN2/ANK2/RYR2/GJC1/CAV1/SCN2B/KCNH2/SCN4B",17
"GO:0071277","cellular response to calcium ion","24/2227","84/17353",9.83452017564716e-05,0.00318434980859748,0.00275402261906054,"ACER1/FOSB/JUND/JUNB/CPNE5/KCNB1/CRHBP/SLC25A23/RYR3/ITPKB/FOS/AKR1C3/GPLD1/CHP2/TUBA1A/PRKAA2/SYT10/NLGN1/CPNE6/RASGRP2/SYT15/ITPKA/SYT4/DPEP1",24
"GO:0051412","response to corticosterone","8/2227","14/17353",0.00010624776262822,0.00340113576504199,0.00294151251917482,"FOSB/CDKN1A/NPAS4/NEFL/FOS/MAOB/UCN3/AVPR1A",8
"GO:2000479","regulation of cAMP-dependent protein kinase activity","8/2227","14/17353",0.00010624776262822,0.00340113576504199,0.00294151251917482,"ADRB2/PKIG/PRKAR2B/ATP2B4/MST1/PKIA/PKIB/ADIPOQ",8
"GO:0051385","response to mineralocorticoid","14/2227","37/17353",0.000107010468687637,0.00340619763043022,0.0029458903333635,"ACE/FOSB/CDKN1A/SCNN1B/NPAS4/GPER1/SGK1/NEFL/FOS/MAOB/SCNN1G/UCN3/AVPR1A/HTR1B",14
"GO:0042180","cellular ketone metabolic process","48/2227","218/17353",0.000108492435347028,0.00343396843115257,0.0029699082390384,"CBR1/KAT2B/GIP/ANXA1/APOA4/NR4A3/CYP4F2/SCNN1B/ACACB/PDK4/BMP6/APOC3/AKR1C1/FABP5/EGR1/CYP11A1/PLIN5/FMO4/ATP2B4/FMO2/FABP1/AKR1C3/AKR1B10/AKR1C2/ATCAY/CACNA1H/ACADL/MFSD2A/CYP4F12/HSD17B6/ADH4/CAV1/GPD1/SNCA/BMP5/AVPR1A/WNT4/NR1H4/CYP4F11/CYP7A1/CNR1/MALRD1/RGN/CES1/BHMT/UGT1A8/GHSR/ADIPOQ",48
